"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","max_observed_commission_last_10","max_observed_mev_commission_last_10","avg_activated_stake_lamports_last_10"
"EDjoFJLunZhjS7difXbi1DvLPPdFenf7YvTFoa9y5pCZ",0,115,-Infinity,-Infinity,40157
"57gGMmhTCxHtLevWHzDdrme3e4SC4UCXEq9oyfR4hDjE",0,118,-Infinity,-Infinity,40145
"78Txiv4aMrEeTLNhJYtfnGwtvuVH4NZ8igXS3oYeKdg2",0,117,-Infinity,-Infinity,40132
"8DHFGo3fDB8GudbNLZEyExLzXQPwvY4twybPbxwDnffx",5,116,-Infinity,-Infinity,40122
"9MDcVy7CjbNuxUvSzeUFbppSP1XWzXGTPo1PiC4CqtGM",1,117,-Infinity,-Infinity,40116
"1bB6Z9iaL1TM4VTo54B5w1FgCXFDbbtVkVJu4VbiNNc",0,117,-Infinity,-Infinity,40112
"2mxWiqtwdpE8zgkWxwFaJLn127dbuuHY4D32d8A6UnPL",0,116,-Infinity,-Infinity,40111
"F6ui6Rz6cCKBtyrSBqnNY5RzTzENdjFFpTJZYw47GD31",0,117,-Infinity,-Infinity,40094
"EWQfCyftKLVbeJtJ4idbLDcDFSGaZ6bZHGS5vboUx3VR",0,118,-Infinity,-Infinity,40092
"A8ARsTnLNEieHGNvnjoiJj9A1JY98dXbnohA18YRmDzN",0,117,-Infinity,-Infinity,40044
"Bp1F9Ma65vJCecNQBauQ3yvbARDbC1kZXEvfmcux9HLy",0,118,-Infinity,-Infinity,40015
"CPnLQCxoH4JdoqU7oEq5dyB49KWFGUuKn9dBvyJ5Fuot",0,116,-Infinity,-Infinity,40011
"8gJCfKzr55gM6DtAaFqoWjBGAmsJ71mpHem6qJAASBU4",10,115,-Infinity,-Infinity,40007
"ARondxXAhmFsVfVkhyBuCvnszpzpH2Joge1nD65L1G4V",0,117,-Infinity,-Infinity,40001
"5kYPCTLoF2y7cynJEuv5LVaTPpLoPbcxiCYKk3KKcB1C",8,118,-Infinity,-Infinity,39986
"7yXM5mUSAtBuh2TcCABvSJa3LouZ8wcLps5zTEMiwxvj",0,117,-Infinity,-Infinity,39925
"H4UcftxDC72MW4WYcXuyYmfSQMo9hDXpkGBxycBMVbEi",0,118,-Infinity,-Infinity,39921
"9RkA9F2YB6UtTFaFS8oP3sSMXKyKcoQUbvDEft9ttpfb",0,117,-Infinity,-Infinity,39913
"Dcd4JMKNuAzoSbV48FmpmdiA1iPZ1FpZp4QPjBXdrNj1",0,117,-Infinity,-Infinity,39879
"4KfAqBj3Jvi9GGngFK1MbZkjHTcSFyvhFnVwc2QrNiEh",0,116,-Infinity,-Infinity,39879
"5ysJtUNfmASWjzdQy1vyvrVp9jAg5Vq791HABeobrCX5",10,117,-Infinity,-Infinity,39878
"8NQEDxYxwUEPQk1yKFJEGHvYj22Je5xUQWLPkHfKkwrD",0,118,-Infinity,-Infinity,39864
"DpvUS8Losp2UGGaSGyupyKwQqHkmruzfwrZg2VYK7Zg7",7,118,-Infinity,-Infinity,39856
"8b3JPQtHbw8MBJQNwUDVXC6xfaL26UNx6WA3GShGy5Vw",0,118,-Infinity,-Infinity,39844
"E7SeJHDuThghiqzyq5WRP67zGr4JzLCQYqeAeHKc8vwM",0,117,-Infinity,-Infinity,39839
"2Dh9w9HuNuvmpmsfRFqWhNqQuMX8U9BAU4xyyyqzEq2h",0,116,-Infinity,-Infinity,39814
"8YBQZbNQKwtNLgcNPExr2iwWUsrSTT4PsR8duxjtWiP3",0,116,-Infinity,-Infinity,39806
"DD74C776HxSr7rzBhoawFqGf2NBbxurBXkjPU1oTkNJm",0,116,-Infinity,-Infinity,39802
"6T5kjAEURp7jsEfX6NdQVczDseUgMFHtK349Agouwotq",0,118,-Infinity,-Infinity,39800
"6sHtpsxU8KPY5cd6EbutSBUGaXnwu8r3voM3kgjSKoW9",0,117,-Infinity,-Infinity,39791
"Fgevrsfh8KsFN7eomRWS3N2bjKvqRBGMcEo9oQbT1ikX",0,117,-Infinity,-Infinity,39781
"531ABLCYsNQ4xztxHfoCc4xqEQ8xiEWWSP3TKDG5s7hz",0,117,-Infinity,-Infinity,39780
"9f6sqJ9JvWm2eMC4D2bTRqjkkrzYQ8bzoUJvffmkkKL9",6,117,-Infinity,-Infinity,39776
"FPjq7vB2V3TiseJJSPsp47UWSfT4AwvKjiU7GEro7bX9",10,26,-Infinity,-Infinity,39774
"5bjKPhoQDcpPVeMhu83SEtXqXA9vw62k7KhL9zpsK31b",0,115,-Infinity,-Infinity,39765
"2WgrQTu8QitYjqywZ6uBZBFWigMdXjR6trzd6SYNwihU",0,117,-Infinity,-Infinity,39730
"61bUK8nWjw4SeDyFARVc1B67gXWwX5Gykfdfi4dMgCYz",0,117,-Infinity,-Infinity,39718
"LvmTxRZAwJBtPuTSWU25UQBQu9N8TnsJJDemusfDDXB",0,117,-Infinity,-Infinity,39688
"AAfutJ61CwSB4Y1t5iBPVRRaq33nCDEot4WxbdQ6Bahn",0,116,-Infinity,-Infinity,39686
"AvDxkBtVZgauCHTMLMUMFCG2GfnsN9zv2qXbrgAoWUmA",0,115,-Infinity,-Infinity,39650
"DDmp7zGUzKhXsZhnUynohWrrKyWFf9gSJcGacihRRHuU",0,116,-Infinity,-Infinity,39642
"Cv4i8f7AZ2hA7LfSNmTRTbvCTUyRSbriSa6gUA3ncbgG",0,117,-Infinity,-Infinity,39633
"42QPziW5fPVjK2HWX89UE3BbyChbJD5tze2VazQU1qvw",0,117,-Infinity,-Infinity,39617
"Hm2uPQbdNCRjiwSJnA9edrMVC2PBUPa6qBWfC12RHx1B",0,114,-Infinity,-Infinity,39597
"FSZ4GBucapayiQC8w1VNpKDmzM6NZDBSZmEFZsgMteRr",0,118,-Infinity,-Infinity,39582
"F1emDGY23U6YpJj4H4af2CHcHUmiDGgAWs2xvWYZHWdR",0,115,-Infinity,-Infinity,39579
"6k6Yo8kmwssvayHTzp8K4jtVwmyRyjvQx6T96DNJAdYH",7,117,-Infinity,-Infinity,39570
"HoaDnzBq8UMyS3mPC9k83shv5YvQARh7Muz4KWJMfqPo",0,117,-Infinity,-Infinity,39559
"7TxqpzzpayaU3F9kVSdgpEc4gfV2UZhCJHJSPftiw7Q5",0,115,-Infinity,-Infinity,39549
"7miZ2ZoXwS3YDzBRCbWcEtNVyuxk8WbbcyQwq7i5btvZ",0,118,-Infinity,-Infinity,39539
"AWxcQc8GdkqU9C2TYLJXU9kvZgVGHiuHSm62TvbKuVEv",0,118,-Infinity,-Infinity,39524
"5cXLZKeTuRm95ng96K2qCdxB2kSU1ajW291HmEkNpXkM",0,117,-Infinity,-Infinity,39516
"9uCHWHPT9xwrhUX9AnK7zm38pC1qc4Q3pS2zi5HRRCZZ",0,117,-Infinity,-Infinity,39484
"6V8U2Fkwworj6xfFukBBVHgvgcXWXo8ghghCpsYUSgZJ",0,117,-Infinity,-Infinity,39469
"CjspxRz7DTACphbx9J7ijypCvvVg3PHFo9rwmfajECfL",7,116,-Infinity,-Infinity,39449
"4DBehwe4U1gHaE575LZVnjN1MfyPSyWjidadRJoQcyAR",0,116,-Infinity,-Infinity,39446
"HtRAGpko23W2t8wPUU8HuUQC1TrRUuK64K8RCqRD5ubX",0,117,-Infinity,-Infinity,39445
"6GjZkgrdkS19Ws5Zy5BEBgrHqgwXZynr2biHjTZb1hdM",0,116,-Infinity,-Infinity,39402
"Bjq4FbzK9aA9bQ7nYd5eGjTtiMyB8yFLVomgr8Wow4hK",0,116,-Infinity,-Infinity,39397
"2YnL16L174Tj8awY9FfRfR5odpGNEbLnx3dM6CRt9L81",0,117,-Infinity,-Infinity,39393
"HzJULufbrhteHLQDYAh8ZZn3P6Kip9MDo2eLEXgiTJed",0,116,-Infinity,-Infinity,39377
"EtGWDbP7342Mo2PnG6MYUP1rL8v69ycn1FRnRTB1BLU3",0,116,-Infinity,-Infinity,39377
"4n4KiUuRwgAqdTh6ag8WRy3ibL2gbWTVJPfEGw3SAsHx",0,118,-Infinity,-Infinity,39363
"63CeFmqGDCSUUbF2EZ6UfMwoCzrZYJptAvj143qVeh1",0,116,-Infinity,-Infinity,39356
"8HKqT579dAjdTy86zKUs8kAaGDHXY11wDC3ohGCkLSQH",0,116,-Infinity,-Infinity,39340
"862VZk4B2PrWf96MDbvu6EH1j9PMKqhYA4FAgQWhpRYF",0,118,-Infinity,-Infinity,39325
"AGXZemZbyZjz5NBhufcob2pf8AXnr9HaGFUGNCfooWrB",0,117,-Infinity,-Infinity,39313
"A2GkHf71SqegGcLmhgs6XzR5YfLh5ZJ2Ci2vKM5SY5WR",0,117,-Infinity,-Infinity,39302
"s2VZdgVB1GkLy9y6N8CwEyD35bomuvxSkc4e8affvt9",0,117,-Infinity,-Infinity,39300
"9UL36jMUb87NLqGhMDTZdEreZQ4gjQMcc5w5p1B4JaNS",0,118,-Infinity,-Infinity,39268
"D4EYN1xz2VJbNcXGpV2F5cGCi6pH7WZZeSYgarkZ2caY",0,115,-Infinity,-Infinity,39267
"DQRqi1v2un5eSoWxCkheGyVvcxm5LiMnxmSRUXazdGVX",0,118,-Infinity,-Infinity,39255
"42XzJdJvr1qE7zdEnPQhV5PsN9eyAcR45SWpTrifW1JB",0,118,-Infinity,-Infinity,39254
"sAESK3Gda4FqBXvbj1XfwLL3ZMzhuW8NikgXJvPYV88",0,117,-Infinity,-Infinity,39231
"7A9NSA1SZrszosi37WHSYARjAc3JuXxVqg3q94xjtpM3",6,117,-Infinity,-Infinity,39221
"7uPvNKF16Cv3QJghZWp9aANGaF3GVbn6XB5RuFZcQwqv",0,116,-Infinity,-Infinity,39216
"7teJuHhmHjCHDZiB2TEgdS5wFru4sRJB9JJR4wAQ8pM5",0,117,-Infinity,-Infinity,39204
"4yk87cJbcWooz3FSScp8aEWVgNium4HR9UbnDUJpvXp2",0,117,-Infinity,-Infinity,39192
"4XRkaMPQnpAncWVZxAw1NfiqGiAX7oa4Ccg8mTD1JMn3",0,116,-Infinity,-Infinity,39189
"UgmcX7FwNdXbiWsHY2RaqZqTdhsZxx5y6on85j3s3tA",0,118,-Infinity,-Infinity,39185
"VotESBSkLKU8vebS6wTR2rzWWJsLc6YThYS6tebPxXq",10,20,-Infinity,-Infinity,39176
"HFpuMHuQqUY9o5D4g5ByAJKEYQrMLjwcusDNjozXa4Dg",0,117,-Infinity,-Infinity,39163
"7YzmMGQhrE7VaTiDFnb7R633gquLEKmSpwkXG6u64fhj",5,117,-Infinity,-Infinity,39109
"J4oLW1wjuALZhiDUQeZF4fo9ZMwTCmup6YyjxAxwsjbH",0,117,-Infinity,-Infinity,39104
"ACyyUk2AF8XCkyjVKL6kMxUHqaud5wrXo44jawohn3qT",0,116,-Infinity,-Infinity,39095
"6oKqaVoS6o8hHSzP8uFp7E7C6c9i7hfznvSb5noBQAFT",0,116,-Infinity,-Infinity,39092
"5PyiGb6dNrCaKTkMfovKRQPYgH5zizcsvXp9YUAVWqbo",7,116,-Infinity,-Infinity,39089
"Fm3YevqrrvwKWEAJVmypyja8JZnanYudvx2ZXV4RogX9",0,117,-Infinity,-Infinity,39059
"8iLE53Y9k4sccy4gxrT936BHbhYS6J13kQT5vRXhXFMX",0,116,-Infinity,-Infinity,39055
"5nscM8QPTf6ggikeRrAuWTa5mEBumXJuWZZBk3uN1auQ",5,117,-Infinity,-Infinity,39053
"8WVqaMTGPKsVSFBBPgm1vHRvSzTZYhJStQhUva1jtg78",0,117,-Infinity,-Infinity,39039
"ADaCfGqp5drykfme5omgfFsVgyFv2kHJMQCTxcGngrn2",5,117,-Infinity,-Infinity,39008
"D1BYFpbZuwUtgNT7CeuQFQjyhEQbm9Z6XP8R7cfeWed1",6,116,-Infinity,-Infinity,39007
"GFQmJaC2SqTDf2tfAHauiGdaBfBD8tJVpwZTT78SeBCr",0,117,-Infinity,-Infinity,39001
"4vggdLQRGJYvBkgbVh6kEWhyBzua1yYVpZKh4GeiLo6w",0,117,-Infinity,-Infinity,38985
"GAKLDmghREn6YHGu5y5vTHA9JJY1Nuxy7n8zz4RFzH3p",0,116,-Infinity,-Infinity,38978
"NfqEUZxKU4J7C4HobtMRFhBP6MvKvNCoa7wXSdwZNcg",0,117,-Infinity,-Infinity,38939
"BQMvUHC6wqpd3TR8B5tAF8WXQ9xBRkopVqzAC65BSd4A",0,117,-Infinity,-Infinity,38934
"Gk7aonsprBZXQBMMEDgRVJ6RdMRwBd3KXQcu6k2T7hyU",0,117,-Infinity,-Infinity,38922
"8Xt3wSSftRb6L7iRiC2SRU9UQop4S9ZaGzWv3ZH6PSTD",0,116,-Infinity,-Infinity,38920
"8UZnAPPeYMbxju37MDR3it9nTutGhK9F1hKDxZikygfN",0,114,-Infinity,-Infinity,38887
"9KUZ4k28zDMUuh34tBBmdnq9sA4uDSdCPPjCPnUa9jKS",0,116,-Infinity,-Infinity,38875
"8ZvTbWfA7txjkNubA9jnv8CWQtwbaZSzpf7vaDDcxMr5",10,118,-Infinity,-Infinity,38855
"84gebYpPpEafPeGJUVA8QzfaTQC3GeyVufCTHpqsQqE2",0,117,-Infinity,-Infinity,38855
"FxDYPzbpwsiuJoWiHyEfw2itgQvZAdX2PHufoLiqvbvm",0,116,-Infinity,-Infinity,38853
"FKCcfoLt2pq7boiNqRGucVq5LE1K5Dt4HALCx2WbEQkv",0,117,-Infinity,-Infinity,38841
"GuPnsaM3j4ojKe2KJpcaAWNmhk5n2kaJxc8ZKkowdxrw",0,117,-Infinity,-Infinity,38836
"BgheKvqFnT6qEyBtweMGGBRGtgqzb7DxAYn13uXqfoZW",0,116,-Infinity,-Infinity,38833
"1M5USfamd1N4i1z6UZeECrWeu2VfrxjYMBSXThu6TqB",0,117,-Infinity,-Infinity,38813
"8e8QYWHrPEEpAk7rDJ3BSKm9YGnfb8cwmGzo6EMb7tYb",0,118,-Infinity,-Infinity,38749
"2ViVhbfV3uJb5xVBBBs4HZaoMK1M2WhHJB1sRDnp8R4o",0,116,-Infinity,-Infinity,38736
"NDhC4NhBhBweYsmMxpSLci49RFpFuz6dD7bXLzY8bSX",0,117,-Infinity,-Infinity,38729
"7PHy8rXJtkfkgpsHVtSiiX3StdwD4MG2VdhoeciLzaHv",0,117,-Infinity,-Infinity,38729
"EZCQcPkgsNS5rnfoAWRsVZNGEo3GoZSVV4qSdeWrXzhX",0,116,-Infinity,-Infinity,38705
"2bm3fmyLq12943jC1UePUcvFho7y1bUik8PisvsRc2yq",10,117,-Infinity,-Infinity,38688
"AZUYzQX7nrbN1iE25YsSCSZAywZcyr1C1anMnwZtaqX9",0,117,-Infinity,-Infinity,38658
"29VMLFnCzjTeJBpKpoq1UQhc81y6LHYVABE6DdJNWUXf",0,117,-Infinity,-Infinity,38632
"8d25KBXdovroNVbjRmvDeW7H3QMW2nfZZo7G9zQ693ki",0,117,-Infinity,-Infinity,38627
"tssGAMwuwFBfJbPeyXTzMvGekdWcVi72Nqg1qzaabEM",0,118,-Infinity,-Infinity,38619
"kWEiSEQZMeLAbMUiz1njRTZEjuSpJDCgVynB6pJHpcr",0,117,-Infinity,-Infinity,38613
"HfXwCe7o66x2bDC9LvXLPcP7FpxcDzDhWzxgrCJ9r44w",0,117,-Infinity,-Infinity,38598
"137Hw29uc3HsYkz1YtdG8AheS3a55UKiaAfBWSn28vxA",0,116,-Infinity,-Infinity,38594
"4GN2gRpWbtx7REhN7gS9AsEkZy8QmA5xv4eTGiGafGuF",0,117,-Infinity,-Infinity,38585
"BpoqTRHu5K2XZEJe4EicRnyYabeBLG9TVekBXiHXSXTi",0,115,-Infinity,-Infinity,38550
"31XTYdLdpZh3gAEr6oKkXRhx9hiEWJwRh84jo92C5CBX",0,116,-Infinity,-Infinity,38539
"2ueVedJz8CZm85wet8vxPGX2bD3VrhB9oXk46ym9rcDA",0,118,-Infinity,-Infinity,38532
"4H31h7d5eZXdeyS6mkhbaj8V5sgbZikBHQxCwyaF6nRq",0,116,-Infinity,-Infinity,38516
"5HVnkucygxhRqnVqch1vEoH36CEpb9TRJAQHW1gKwuzD",0,117,-Infinity,-Infinity,38508
"QxAyeuVu3oWJt9BBCcuSphvXADPic7hq9dXSwLYssmo",0,117,-Infinity,-Infinity,38503
"CvfYpW8gRQ7bHy9uvuvqy2vpcNmXuBnvaoa2AC8pGHJx",0,117,-Infinity,-Infinity,38496
"8GN7k7hoSXtuZ9iGwNcQbEDHBiyf8AhFKCSAi2me1pTe",0,117,-Infinity,-Infinity,38472
"AsiGmWgxcbZm3FdbYHJ241pqt7r5FjUndATazYeJ871w",0,118,-Infinity,-Infinity,38465
"9a7VQpVNCwBKEiADAr4EHW52CTesXnDDfnPvvp7qRFyP",0,116,-Infinity,-Infinity,38446
"2zTwGrCrmXNvuhmasxZerKd8ep43Rr2MMoxgs8xS8gWb",0,116,-Infinity,-Infinity,38415
"GrtCNjHDd9dFwJ2HVCR26rKBfvDXHav6wkDZT8F5d4E2",0,117,-Infinity,-Infinity,38395
"63mj5NgxsJigb6GEc4KVMsydnM4fQ8qg5ujU57puT154",0,117,-Infinity,-Infinity,38393
"5FbFgsGsAHxDJU9EvtB7Vyy8geHXegkWrcTVscQDaspN",0,116,-Infinity,-Infinity,38385
"66fsNu5A6iB1WUXGjuBMBXm2qYQrbtc385bcVYaVu7QD",0,115,-Infinity,-Infinity,38367
"5Ri6yTqus7LdDaYGAVNGStC77BHZuQy8F6fYsp5cC7Vf",0,116,-Infinity,-Infinity,38358
"8Rs4wJJVFaRmARmwSvsVSAcSsUb9ZJD4USejuHm974hH",0,116,-Infinity,-Infinity,38358
"Agsu9fcnH3rKBix59mktDRqJhjR8aStgLDd9njaddcdr",0,116,-Infinity,-Infinity,38350
"SUN1nYpPJVjd3gKnDACdaUVL53LJaXR9u8e9i1jkZ3a",0,57,-Infinity,-Infinity,38310
"ABA59L7zGDUYDjDPpP7yQ1DxLfXoFfjJJ5MRnBQNs87k",2,117,-Infinity,-Infinity,38303
"H7v2FWKJJ2mPd1uof34QktfmxmdZxDH8Pk1YchoeyMXX",0,116,-Infinity,-Infinity,38296
"EbWmbjxUrq8uifB4gCJLaxv7joYmsXL4qVpX26xYMFBh",0,117,-Infinity,-Infinity,38290
"FwPkzFcLFGH7GCAELuHVxNMuUV21C4wTdai5BA7Ptz6c",0,115,-Infinity,-Infinity,38288
"BtY1xJFYukPn1sFnixMDpXcUt1feL4sGqQC9A3LZi1Rq",0,116,-Infinity,-Infinity,38268
"HXnHzBUQVZAmovjMb7vbm8G53XS3W4KVrzpF6jiozrJ3",0,115,-Infinity,-Infinity,38261
"QodirbUG8AZQBWpHhPJPfjj1xg4AaQUZCVVtwT8YfPi",0,30,-Infinity,-Infinity,38261
"9JiAAwGRDvb6JzAarUfSBTeoD1vmGd2ujxf71CpQZcbJ",0,116,-Infinity,-Infinity,38256
"3S5Pw4wiwvF3B5pXQVzraiFUF2iQUDnowZDTCXBmE33k",0,118,-Infinity,-Infinity,38255
"HhsdMwhsaUgAtYZ2pedFEWZwsAhGZsjLF3sjFquS1H2Y",0,117,-Infinity,-Infinity,38248
"Ez5oqa7UBJosiUZ3YbXsjGfnZAdcGE7awrkRmcCWY3yB",0,118,-Infinity,-Infinity,38248
"4vvMs395UWnjvrmwqEDHP2RrVHAq1CHnoovFs1ZS2CXV",0,117,-Infinity,-Infinity,38248
"Fx9gdBmp4Rer7rxu139ofGKcx3iffKS91gg2kFUeBvjD",0,117,-Infinity,-Infinity,38199
"CYygorPZPjJwbXTPMCFg6c85ZEBM7H3pKDVU4ARWP5iH",0,117,-Infinity,-Infinity,38183
"4DW4nrbGrjXRhhj3CH3AYgocExfqEoCCSMxZ9uzc3NpK",0,118,-Infinity,-Infinity,38157
"86Sw9R6ynPmXnHfwUWinXtq1QoF2KHesfQQyZG5r8sXo",9,117,-Infinity,-Infinity,38147
"FqERCVEHjm9P9hghJwWbyN4TqwCCAYteeX1v6gBtt88p",0,117,-Infinity,-Infinity,38140
"J1r9rLo71mG7eTpX1jiYi7vyLE3QMZ4PCBXYJJfXYsp6",0,118,-Infinity,-Infinity,38137
"HkK6U5e8HkTs5uE7VEWQ2H3NuznjLF1mpoRVjzdDgfF5",0,117,-Infinity,-Infinity,38117
"EogKVYgic8LKAuV1kR9nRqJaS5zpwCvSMfqoehzmAMpK",0,115,-Infinity,-Infinity,38087
"C9pfCHG1zx5fTtmbsFwLG6yFoztyUVXoCmirUcCe2dt7",0,115,-Infinity,-Infinity,38082
"FfgNBriLYeWWuLvF3Bmy6xZ4RuuD4HLPVbpMTuHU7RzJ",0,116,-Infinity,-Infinity,38076
"2sR1ApkwZebjrfMxAyWxEokCQVDzw6FyEYwSk11wav87",0,118,-Infinity,-Infinity,38069
"BeLBaGs8dVP1bcA2zhv1RHmEPFY9PfmSR2mFgoqKkiaz",0,116,-Infinity,-Infinity,38014
"Fn8W13S1dgiqjoTESpWc6MXkVcUqw35orBKgL2aYzqVM",0,118,-Infinity,-Infinity,37998
"34oGkjDsb6mRwSbvw9xZDtR9URfVpRnYjvwZecUZUsHF",0,118,-Infinity,-Infinity,37995
"8gGA1SZZ4ASou3mHm61T6vM4jskkjYzXFmbCLwtU3x3j",0,117,-Infinity,-Infinity,37967
"VMP1iN9D34jQo1GFvJs87SWQxvs2eL1VEkT3aEU7nEG",0,116,-Infinity,-Infinity,37959
"7PGx3h8ZYb8A2TXh8fvLDPg5dJ9dmxxfA1xoDQCd1m49",0,117,-Infinity,-Infinity,37952
"8c15zdteBtxxcffHsegtppNK9eG9JPye9gL4kCppZmKr",2,117,-Infinity,-Infinity,37937
"Gk8yrBiy3gBWCgnHaXcEeMEyCZf9sK3kvTaSdAQAj7zm",0,117,-Infinity,-Infinity,37921
"6B4Cu11nC7reP3F3wgKVtrHKALH6nFi6io9TXyYijweB",0,116,-Infinity,-Infinity,37915
"GJQjnyhSG9jN1AdMHTSyTxUR44hJHEGCmNzkidw9z3y8",0,117,-Infinity,-Infinity,37915
"CCxSNvJogH6LWyoiEbG7JfcWybw2FqqCExs5GuemChGr",0,115,-Infinity,-Infinity,37912
"8EwqVDPwa773DXfymS5dhvahabfjTSB3qxnpq9kR7bNp",0,116,-Infinity,-Infinity,37907
"8ZfSRfAuDLV86PaKSCNfgx3AU1w6Hp8sGrEgFTkHViCt",0,117,-Infinity,-Infinity,37884
"GtieaErmxgFVySoaxcN3RP3m6kcmpWGqknZ3peXkaRPC",0,116,-Infinity,-Infinity,37884
"6h8UDnJb4Rw7j5ZnszWPE5qKdCmQpXSpbfndzHbzjJ1Q",0,114,-Infinity,-Infinity,37876
"7rFAeD5UT4fy8cQCnY8Y5F8GW1Wgw345Nxb7diXu5cjG",0,117,-Infinity,-Infinity,37874
"CMHSLFkNiRSkM5fd3ve8cXLX6DSCqoaPhDmjxkGh2L7E",0,116,-Infinity,-Infinity,37870
"EcZBjDPzSZLdsyKCBq26MZMYFfiinZsfcL3SwWMK1eNL",0,117,-Infinity,-Infinity,37848
"sandyGeU5cX65Hn1dqjxrtmtGFTUgCtxuYzyrghTPYB",10,14,-Infinity,-Infinity,37844
"8qPCNWqVehF1Sc7YgUKUr7DUZtt514WHF71Wah8ZTkgR",0,116,-Infinity,-Infinity,37815
"9iEFfC6qCU6DBTWxL84YQdpNmpZ9yBBu4sW62yeiEVKe",0,116,-Infinity,-Infinity,37803
"D4A3ZYhd3zH6h8QKykreea7x3ajvuwnw1yZD3nRrjiHC",0,117,-Infinity,-Infinity,37786
"ArgSLuXhyJzchuv8cN7oYzsVaqiAZwgdvG6nQgyg3Mhw",0,116,-Infinity,-Infinity,37783
"BEnZR4K28tNLPiH15tdxYkyhaXGbzxqFCNjzTU66uh8b",0,116,-Infinity,-Infinity,37755
"5TFdzjKE6LnkhQArxWjt26yVCXskPo3fUXE8F351Cfn7",0,116,-Infinity,-Infinity,37697
"ELLB9W7ZCwRCV3FzWcCWoyKP6NjZJKArLyGtkqefnHcG",0,16,-Infinity,-Infinity,37669
"66PSXQ5Z7mFqLZFEMYD657PJFGqwqqqLoFa1rkrp2S7G",0,116,-Infinity,-Infinity,37655
"C31ocJKVAi8wxCvyAMjXte2fY9zECV2fKrn786F4WZ4N",0,118,-Infinity,-Infinity,37653
"5ML8GpaqaZ3bv4nCKLRY8gb2WNMJkXinHwDwMWeNWjkk",0,116,-Infinity,-Infinity,37634
"6CSENi9ZT4iMQGgWi7mBBe9bKwe5qKamcJg6MAANTzrN",0,116,-Infinity,-Infinity,37628
"ATRFbtnsDd9ka3eZooTPixm3AjicHxod1BAhNYBMsj8K",0,118,-Infinity,-Infinity,37591
"6eWT6jb6A6iQkzYYL6JktAzshdG3agSwBaz8PWSpW9DL",0,114,-Infinity,-Infinity,37553
"FqhGYvSrTwEnJv4VHJZx1oEtd5fewYcdi2CPsbKnSYhy",0,115,-Infinity,-Infinity,37549
"AtBb8cCroMeGNhiF2H5eAzfqnHLn6jS5mZtWFhszwKnp",0,117,-Infinity,-Infinity,37544
"F1uC4BM1KbAHfpcJALXcZNvuxqbrYkC3Mt5ka8tcf5Hj",0,44,-Infinity,-Infinity,37540
"FSDKGroWxgBf7VmV6X1NLDhnncrWW2ekztwRWiJrPf3k",0,117,-Infinity,-Infinity,37466
"4CaonBV9LeqJ2oGhTdbNMWKFcHMbLmCnpCyvrRZtLkz3",0,117,-Infinity,-Infinity,37452
"725My2yzg5ZUpQtpEtivLT7JmRes2gGxF3KeGCbYACDe",0,116,-Infinity,-Infinity,37433
"AUTnPgB8m6qsctP9RRAcmnVrLSpZbBYB8nQAzYUN5j8q",0,115,-Infinity,-Infinity,37426
"7y4wStv8XxUkuBgwNkidfxdy1V6TMYr4UjaTDwcS3MUr",0,117,-Infinity,-Infinity,37422
"7jp9iA5QF4VJrV1YZ47FqFDziuZALp9wJSWRLWBa4Lg7",0,118,-Infinity,-Infinity,37418
"DgHgHL2j53ugB4whBJh21MYLKmyaW9jrCzVM87E7zgVe",0,116,-Infinity,-Infinity,37416
"9StaT8sPVEhksJcsAmekzy9mGvfiNHR4dx96Tk1gN19e",0,117,-Infinity,-Infinity,37398
"G7vraB2xC1yMLp7X451Wof4DyEqsWzSXXtTKdRJb91k6",0,116,-Infinity,-Infinity,37390
"GDgKAmToNdQyB4bWiieh4z9MAfPknnnq3LUUq3Rc36TV",0,117,-Infinity,-Infinity,37389
"jKDESr1NRt5frYqhBfBZdEJezXfuWifjfTaTWRZFvW3",0,118,-Infinity,-Infinity,37374
"74DQRGa4oqepMGcz96obZvw5gJPEPwaPa9MTqbAfBi9F",7,117,-Infinity,-Infinity,37360
"8EHeAESs87EejfEMi6u1ndexywxGMAanV7QsUpDiseWP",0,117,-Infinity,-Infinity,37345
"2YNubqM7eHLEL7JnygJYSWPq42LXYKiL5GkXfvEbZGQW",0,117,-Infinity,-Infinity,37300
"7xBb5NxfSGGP4KuWvTY4iKNfXC7hMWmxm86eZfs6vAJN",0,117,-Infinity,-Infinity,37290
"46aWpTtjQaTRL81dWXg19H5V2Jf2rg1Cy3hzr76vJDSf",0,114,-Infinity,-Infinity,37286
"8S9tun2N71Q9VmTsyf8oWgf8wWsLF6YVKQEpsTmsnBfD",0,117,-Infinity,-Infinity,37280
"9yYzduhLTmv2C9unYhiEDxKvaTj6D2yeRXL8mFkmTfKc",0,116,-Infinity,-Infinity,37272
"BX7MLgYCYkZtnTTjccyJDMdD4ycr6D4cFMgaXfkbT8Vc",0,117,-Infinity,-Infinity,37268
"J4JhJL3kurhw8RZKhXp3fFTjyd5NX2yCbKDBN1eMh1Uy",0,116,-Infinity,-Infinity,37263
"7fARjzLYPH77jVBPyUfptJGbi4aXfN4FAfs8W89BWZDC",0,115,-Infinity,-Infinity,37259
