"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","max_observed_commission_last_10","max_observed_mev_commission_last_10","avg_activated_stake_lamports_last_10"
"8NGHra5ExC6zy2dBXc92MwDTrDCtmJXZaGRMRihar5SP",0,53,-Infinity,-Infinity,29034
"Cn9bZCGSYN57GsTfJ5YLCy8HMejHZqrBQkv99eusJtEH",10,117,-Infinity,-Infinity,29023
"FWyBxaJa1GAkM8sUeC46Mxbj9TZHzyn7Eor5ojBPboLK",0,49,-Infinity,-Infinity,29021
"7DvyDUHg2bLVxZ3ZfdrUoAHwoF4cv9AH4aKToBqT6c7C",0,49,-Infinity,-Infinity,29021
"2fwmipyb2KGnP2xyQ2MvqJeg1FaJbWUdbGT9tro9uAcs",0,92,-Infinity,-Infinity,29021
"HMLfMHdETcGSqPGAr38rSiwewsSZvLPMMPALc5pggtiW",10,12,-Infinity,-Infinity,29018
"FLCrbfbwEhFARa8nK9rnZw8BVtKNAuHujh9EhWy5A4U4",0,66,-Infinity,-Infinity,29017
"FwLsjPJdnSiuCvs1NXyR1cV6Sw5GRE6Lj2s1gZ9NNTmv",6,74,-Infinity,-Infinity,29016
"FCjVa6gBiKjvacMqWGGMqJ5kiQh1kFcyeAcNyKMyCxzK",0,79,-Infinity,-Infinity,29012
"4gGhS4PaKHsg5GWEpo4tHhMibdHMeRa5567NVubMEBiB",10,48,-Infinity,-Infinity,29006
"4GuFVsx5XMjo2cseXW13KKWkM6XMDU3Jjy1c7PcEQoyW",0,64,-Infinity,-Infinity,28994
"6aM8GTtjdEQseVJmptnXQ7ndCKMGK4qunisuU5GDu9Fs",0,118,-Infinity,-Infinity,28949
"votrmVhKBfy2taHK5RYXb8XF8zfgU8jK3VTi77KL8Bz",10,23,-Infinity,-Infinity,28870
"83pBJ852VuvrX8yaJgNSeYiEmgP98WuUGoADtaZUuqMR",0,17,-Infinity,-Infinity,28843
"BqcP9Uj8R6jAG9btZLPxhnPtZBjCTQax6qmuztby2xoG",0,53,-Infinity,-Infinity,28809
"C47xkkWQAuHUi9kRbaAvpBpEL6YYMG9uEYTGqtaf2pg3",0,13,-Infinity,-Infinity,28694
"uCAkd9fN7Gj72iDYKCVRBhNMC1qqzuryZBaZ1MHDpoJ",0,29,-Infinity,-Infinity,28693
"G5dZZ3J95jER4v7N5LBg73ybxfg9RxFBpVc3LAY57UPu",0,33,-Infinity,-Infinity,28688
"9y1fMDRdYaYbCSWEv3sivjns4Sc7eDW8wFQYT1DnCsQa",0,117,-Infinity,-Infinity,28639
"7z3wq9dTjdRBKGpapQv6FugsdSUKxZTEEkzSFaUG1noE",4,10,-Infinity,-Infinity,28603
"G3zgPda4Pr8hspBGYbVQmvQBqpep4zU9ngf9qbP71XMn",5,6,-Infinity,-Infinity,28570
"HqMYqwdCRqUDfpg7sVJZxTVXRfxTAQv6r9CZajtJZzv8",7,116,-Infinity,-Infinity,28558
"45W8qw7QurSGkRrsiQpYapifreLouNv7hFbwnnzRjMMR",0,117,-Infinity,-Infinity,28318
"6gNdKvKUXLsmGnhYHAa6BRtcirMEM6orhZfikoFVXen9",0,55,-Infinity,-Infinity,28315
"HdRcSKhqD4iG91qtsFpgATit1vZCcJQgbjnZoNdHmnC5",0,116,-Infinity,-Infinity,28243
"AYgYFhN7EpUWr7v6chhdL38Z7evXPpzd1ry8R4EEmXKq",0,118,-Infinity,-Infinity,28175
"5vZqGaxGdjhrAVqScWxLiy67ze2PqgMzyNVJcagMvPaQ",0,116,-Infinity,-Infinity,28170
"5n1QipQq1eZUTCggETJu3824G44JHJP3o1x9xnY8popV",0,117,-Infinity,-Infinity,28067
"33jhUy4KkZ3AxRfqLshb4u6u6pA1MC6yoNHrKWNeRxbg",0,2,-Infinity,-Infinity,27937
"Es4krKYLpBNwveY34rf4v4CJ7CPDrB35s9baWoKkcKSV",0,11,-Infinity,-Infinity,27901
"HSjWikZVP8JmNUa1VqZuQuhQzkK4WrBmiJn1VVEtvuZQ",0,116,-Infinity,-Infinity,27823
"HuWHEi3opAih9GGZ4YnvH6vDU4Pji8aUra8CM8hku4Vj",0,77,-Infinity,-Infinity,27822
"EsELtZoep4TYcugKyMnB4ZWZYxn99V5Vb1TwexDzFey",9,114,-Infinity,-Infinity,27750
"CHiNU8QWVW77kGS3U9MbYLCYkWXGTfPz2iRGoy6r6CA",10,45,-Infinity,-Infinity,27681
"9LSRBLpJMpejUeqmhVmwjHBVrptoCtbX6xWvx9qMmJcR",4,117,-Infinity,-Infinity,27392
"89jnaTMuq5aXUkmpLbykRNaU16i7Du6QywqqPeCPT1Dy",0,3,-Infinity,-Infinity,27333
"HjGn6RPn77LGaWGvzBHvsNAwNMkpBXo9AgfYToA5Ka2N",3,6,-Infinity,-Infinity,27293
"VoteMYitKq7mruk9QPJRUgryYbSkyZKBuvnL1VTgoMq",0,7,-Infinity,-Infinity,27261
"H5oqciP46Ls3mJZu334niaKMcVWjsC7JKULLCZHxT8hr",0,7,-Infinity,-Infinity,27237
"GVQEm6h2UjDKhSU54kf7kFumJ5NDWddyYUtgy5eLCtBn",0,7,-Infinity,-Infinity,27228
"X5b4FjDKLpYKscwktr3nZjPwTPxsuSiLURNxZKqSvCw",10,77,-Infinity,-Infinity,27107
"ErvMUdtMC7AX55zKdYSyy4DnWNCrTsWn5GwprSG7ocnx",0,21,-Infinity,-Infinity,27028
"FQ7vjqjz7sxLA9m34TfieT7dZZ6hsaNhJV6r744UDRKR",0,115,-Infinity,-Infinity,26987
"9ZPYFXWnVTjzDUMMJNKzfqCNJaC1SEyRSHtSytAd5meS",0,116,-Infinity,-Infinity,26979
"B5xtyGsUxtzoh1zdAGgPBaDZ2c4hHQaGQ9CqZvTxM3rE",0,16,-Infinity,-Infinity,26962
"BWBf7yJzAgDrDA5L5Tjn9TN7DbsjKdjcWJPT7gNi51nD",0,116,-Infinity,-Infinity,26868
"xSGajeS6niLPNiHGJBuy3nzQVUfyEAQV1yydrg74u4v",0,117,-Infinity,-Infinity,26767
"5jfGwxqrdtXkz6qYb78qHx1vsU3CjzHvQizjnFmXPF1D",0,116,-Infinity,-Infinity,26737
"4MU64AyHBkRBUAYgAm91sP5vFgzUUgFHuS82CVhE8Q2Q",0,114,-Infinity,-Infinity,26556
"3eV533fsCb9EkazR6C41rTHnvLfwtzh415U5v5W8hZM4",8,34,-Infinity,-Infinity,26536
"CX3AspxXiSVannYwUffc9ffzYwo4Caqpp7ykz25sePCv",0,26,-Infinity,-Infinity,26484
"2dCciM6aFdDXeiirHNTmkxh9Sda1DwfPfF1HVNZSrPcE",0,118,-Infinity,-Infinity,26443
"3fntToRUTyDpSoLF1QMZgpF5HoDcSmvBisXoyKASMaaH",0,2,-Infinity,-Infinity,26430
"5woJQ7GLyexhbpT8wzQQV8keYgFhZaJWKf3QGHS4YPmd",0,118,-Infinity,-Infinity,26359
"GW2AzEi3mttnuhnNH2hGqMuUz3FYKqo5Vgspp8Rx44L7",0,116,-Infinity,-Infinity,26351
"5rLhUQWKogfKixoUr3XxrMDJEx8FPWBnXCdVgH7YEFGT",0,4,-Infinity,-Infinity,26157
"3VTepuwgRA9nyw2JESdnqrb5cqFZS3vD3R4TuuV2wGHA",0,117,-Infinity,-Infinity,26099
"5VocRSwT6cqSTB8qcJ8CsSmHCmGNnohXySHWWQRfmv3a",0,4,-Infinity,-Infinity,26057
"7okgo2YWz8fgNLAHSmAFwqPF59GMq9QuTSFSzPkkVcq7",0,117,-Infinity,-Infinity,25889
"WTpLibwKTmWo15cRBtJFiBU6NoN8qZEnMDMkuM7N1rH",9,55,-Infinity,-Infinity,25769
"9gY4S2LkL6QJwBU7hpDFEMKcvb7tvdqW29UfobazJG5i",0,116,-Infinity,-Infinity,25745
"975qRQ3ps4QFb6m1AtCf6QqwMZ5QjBaCMcZVnUvyjNWs",0,116,-Infinity,-Infinity,25723
"97QujuhmyxD19CpgdyNAcJXvKi6oDeyRPdNep6uXBbA4",0,117,-Infinity,-Infinity,25716
"3pBPy27F1Wz3iVydZnGkdvefStrFm8UMCDakYZii8AUZ",4,118,-Infinity,-Infinity,25466
"3JFt7NBHuz7bR1wbWVKgGLkZx9QPwnkuW2sx2nREgbbr",0,116,-Infinity,-Infinity,25436
"3r84fqQnrSLrEDA8p5TStbHB8QFRHB9Frcdmq1AGVDYG",9,62,-Infinity,-Infinity,25340
"rqd7oeKNwB5U8Wd3wgMkJboLJs9AnZokRNEUK35gnWw",0,116,-Infinity,-Infinity,25267
"5RBfeGBGQRRTvmoDrzuzgz72qR6YFUknT91Xfra2LRL9",8,107,-Infinity,-Infinity,25204
"7ECQ4mUCMpxF8kchT5sHg5JpwV9eves7yme4GB72m1uk",0,117,-Infinity,-Infinity,25153
"C8MLmDCg3LReWoNCkFdHgsscFpHx2WdtcU9ZziNfXrhd",0,115,-Infinity,-Infinity,25152
"4KAmS9X8tGJPPzDdwT9Fa9F1y3GZEoacGhMqJ6zstUXN",9,110,-Infinity,-Infinity,24974
"9FNVvTw3kPyb3239RKakAXUfkmZzi5TDnH4hdwksRBig",0,116,-Infinity,-Infinity,24900
"BJ3wS8o4eowhNTbWHZiE3vgin4da1aWiGwcAmpvtc8aN",8,117,-Infinity,-Infinity,24847
"GVEADYM5kjjYYs347YF1PufWv9sEBKBt9Vvqc2Dersri",0,117,-Infinity,-Infinity,24168
"AMvyqeuRBxcDuy38MuGtPksvBtpuT3NPyoiVBDbzza6P",0,113,-Infinity,-Infinity,24141
"4EPxG5rp1sUuHtrTcgQYfPo6KjvTWp6YafYsdUSP7mks",0,115,-Infinity,-Infinity,23924
"9R8ssXug5aeemHc175Kenn35f8DSEXWPis5G8cpqCMiJ",0,118,-Infinity,-Infinity,23916
"GAnbgkZq584QAdfZZzX8aCiKvDYcqszY3jGCiwqm3a9h",0,116,-Infinity,-Infinity,23875
"DDhFhvdVrS7nQ81KLKHaoHskQ6EiVFxowqXokXJJrMi6",0,61,-Infinity,-Infinity,23764
"7xRrCC88etyrLveU2PAGdSYyB6iL4krUnfyHbvbHjkEk",8,116,-Infinity,-Infinity,23702
"GwKVEwbWhzhP8FqthJDAk8vTz1eRK4heEFiJ5TmgfrnU",0,117,-Infinity,-Infinity,23672
"CY3tZ2Rh3tHHC2SAmiJUGMAj1b9uPpzr5YQ7b53PfANe",0,33,-Infinity,-Infinity,23545
"9yn8kRqgtYsAV5Pg2YTmu3PCmnm4yXFE3cRGZ2G6WFho",0,116,-Infinity,-Infinity,23351
"APXk9VZkjTPFjJNLFvmCDHqMQ7moQd3ywf3qGtSjvHyj",0,118,-Infinity,-Infinity,23279
"ducZeBYuxQeeHStH1QtNRJV7tKixfKSo7RMR2TeP1Y1",0,2,-Infinity,-Infinity,23189
"F19Lw3eT39uTa9bPRvqePP6DyukTeAP86ctrceHoJUTX",0,117,-Infinity,-Infinity,23149
"5m8kTjAZRGppy6Ag5uCfUBzY1Ev4NtLR7fJwoaK3HanP",0,61,-Infinity,-Infinity,22854
"7StQWSBg1tCFRqQ2GUEUn9owmZuyacUiD3xQ2djXDFpd",0,11,-Infinity,-Infinity,22831
"2W7icpaM8pu7qShR5mxLCA64hjUx3ZTZqvx2P8C4Se6N",0,118,-Infinity,-Infinity,22660
"DD7NQUKUex26GEsM8jpcx36MoGykbdUHJ3LbcD6Lzrfn",0,118,-Infinity,-Infinity,22513
"74PrnaiKU5q8SJX4H9Jis7xyzMUNoSesizn7FhFZaxfG",10,118,-Infinity,-Infinity,22456
"4ZxDeRyvhXi7Bc23qPFkeZptzE8J54eimL8phVPN5AXa",0,116,-Infinity,-Infinity,22409
"8ygeLBNceokp2HfjUdg3pzii8MaqmHpAuuh3S5yvJVph",0,117,-Infinity,-Infinity,22272
"5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z",9,115,-Infinity,-Infinity,22271
"GmyxzCjsRJupxiiHJxKuiSYy3jrrDvn9pBkbhHzqCH1K",0,30,-Infinity,-Infinity,22064
"3nSx5yrMimosm6fWh3KooRp6RxAr2A81o7UAgZUhuLQc",0,117,-Infinity,-Infinity,21479
"6RcfQCJDeVjmnhjguDDBHPzjj3sYQ5cksPnWadhuJQD7",0,115,-Infinity,-Infinity,21381
"FTRKcvmWEdW12UEi11Q1EF11STjJjyLQrerALGGJJBqv",0,46,-Infinity,-Infinity,21186
"BPMkxiZyTkCfn5RbWxwbH5sTdJHwUAhzqWDtcfdpD33p",0,117,-Infinity,-Infinity,20889
"DzQHN1oTdN85Sbku2bc9Fu9yEwrgRMiu2XbRcntZ31yb",8,10,-Infinity,-Infinity,20834
"4qdXKJc1hQcwBVx4hdPFCG6p7fEXKbgp5P1HkcZn9Atc",0,63,-Infinity,-Infinity,20832
"9rQxLv247GeCxmmfESBMSygX6fBxzniKec4kv35Gx4J6",0,54,-Infinity,-Infinity,20690
"SzNm2zDpK3eJmSYR21pRaQ5b4wQ37ecds6det5YCZFP",0,56,-Infinity,-Infinity,20476
"42U2eB71MKU7mqVpy5b63meM7Pd4YBqwAGSDevjJ9E9z",0,117,-Infinity,-Infinity,20338
"C9t4MQD7GGidZvdy9AV8Nwmnoou1jZEa7ZsEZnw5BncX",0,30,-Infinity,-Infinity,20262
"CqDkE6NwoHNyRdU3x4h52pKrf3iD4RyTszwhNYyRyXKm",0,115,-Infinity,-Infinity,20258
"4bhoRSz53dMABDx2CkA9KSXtu5NGhoJA1SzY1h2Pttqi",0,115,-Infinity,-Infinity,20191
"xQoNyt6WsfTrSC81ahnkv7yD7vv1YY9rGynPJcuhNw3",0,60,-Infinity,-Infinity,20119
"2nkthAWjAehaEQ1S6r4nDSAUzAVTL7ZW3bd7WkP4KrrK",0,54,-Infinity,-Infinity,20112
"WEBbpK9jEYGWJnz2BL25mMomTEPYiNtzB976ynKmwGE",0,79,-Infinity,-Infinity,20095
"DR3Gt31cATSx4T6qRTaWcPzLKP3FSYpqrZ74iDHVm5A5",5,20,-Infinity,-Infinity,19876
"EQPh7izMjykXgiKr5Qwk8JRGdooHph8YJouLZmqFAMxt",0,53,-Infinity,-Infinity,19858
"nVu3zzzLXJJzvoozEaUCyNFnHE2ZTgjzdG251EMW3JW",0,118,-Infinity,-Infinity,19705
"7zFvisPXq7xCFoSAL4oxZhRpDonmf8NxQFuLNGW4UYFh",0,7,-Infinity,-Infinity,19692
"BzFtHeFSLDDEWeGN4UbRNLCtdeaicHWsxRjCTvxUnJtw",0,115,-Infinity,-Infinity,19654
"WENuuMXGi8adKogNbQj33Vxgia9oA2erkWAPF4szWN1",7,10,-Infinity,-Infinity,19622
"8LFBopVbvVJ4RqDaheie99P5jK7jrSm99t2F77jBwdFc",6,95,-Infinity,-Infinity,18965
"9eRNg2wNQjs18Qu7rCbqEGsdxByb86Rs92VhAeGD2XTz",0,6,-Infinity,-Infinity,18677
"8M7fvH3pXSrDK8xaNXLN6kNxaAL3J4niRqPvzQru7X4w",1,2,-Infinity,-Infinity,18671
"34nZYTMHzQcrWFQ7v47t34B7AzSbJgwLVehaZxTRPQwn",0,117,-Infinity,-Infinity,18641
"F1FkySZudpAUwfzcgrGVJTrQKFGg2bxBMJooNhRX1RBB",6,116,-Infinity,-Infinity,18543
"sRMFc8dQFS5QU8j4LoRavfg3pPQu8EXX8L8EwchedNS",0,100,-Infinity,-Infinity,18354
"QUD1J6B4NWLLzt7JmUuq21sNM1tBeCJRJAcks8b9SYa",0,118,-Infinity,-Infinity,18272
"7HhmcAGzjChFjG1qsN4Y9NPgDWfytXXVA7ZRBWE7eZc3",0,116,-Infinity,-Infinity,17817
"2uXoWb4tuNZ72wAdQDfGn42PzRQ2kZD2x6ZDt3urwPrv",0,116,-Infinity,-Infinity,17572
"DKeL7T5t7XXKSbWpM3i9mkV9hRhqrEDbVVyL63AJ7TqE",0,47,-Infinity,-Infinity,17525
"EreifamaYZ1cAtegv5hJFgRSqDQg3i6uRamWXfYuJeC8",0,54,-Infinity,-Infinity,17503
"CNcaYdqkCwxDpKSVK8in5f6kqrTiZ5SuHsHFDqx6jNvu",9,10,-Infinity,-Infinity,17241
"DM8eVQwKYpFUq4MAC1XEeZMjV4T34LfvGkK9vca55GaY",10,117,-Infinity,-Infinity,17009
"8dHAjvZbnBfi67A7RTBXyMuq6uomJNNyre9guENFGcFD",0,26,-Infinity,-Infinity,16939
"DPhzpiNGU9C6576uLsNSHmdi2AxwxpjMsRdh2iVC4TPh",6,17,-Infinity,-Infinity,16591
"GioetmC79nLRnN7VDfHaq8coWAEFPJKu9py59uUqdV5U",0,70,-Infinity,-Infinity,16538
"F7WubP6g5CLmumKWyB4yUouyucxZbnJxFKJtxq3DiRhA",0,117,-Infinity,-Infinity,16464
"EFEKcHrUBsRoQkuTSJAQNZnj1u8h9oE4LoCYerednc3F",9,118,-Infinity,-Infinity,16122
"HDSSJahUByxK1V6nCee62QDtTEFRpM5zSwCn4456QZpX",0,114,-Infinity,-Infinity,16103
"HTz9TJBmyuT7YEFVYTGHdsnTgt4bzkgq1Gv2Zx688FP7",0,14,-Infinity,-Infinity,16046
"8TnaCtjPu6Md3BYs9vBv5YtSrDkm5vANRZL7Kd7amgf9",0,51,-Infinity,-Infinity,15927
"4k4op6epymSYQkuJoX31azW2bdXh3exmEsj7wLCRKaPB",1,2,-Infinity,-Infinity,15792
"Fw34MoMfRrAUPePPbfKAH9eQDizYodVXWV4fXSdjJwMa",0,116,-Infinity,-Infinity,15729
"J4pH3yiFrzFG1AQPRGBJXo3HP72MCZwsQamtp9ym4LwN",0,13,-Infinity,-Infinity,15553
"mNyQrNRYAuL2CwNCGmCsmwj9EcG88Sf8hs5rCirZaUr",0,117,-Infinity,-Infinity,14306
"9Lp7PzvKVMhjqyQfJwxyha5P6thNWMmVDuVVyqqSaK7b",9,24,-Infinity,-Infinity,14271
"5F2HsNA9j1A27gFH253kxbbsmh4dWUDxFJNFrQuFdXcJ",0,116,-Infinity,-Infinity,14183
"GZCv21mPm7HNwiC5Hq3j1DXz4njDQownDAfN7xziXbjN",10,116,-Infinity,-Infinity,14048
"DbvxuUhsh81y3f1NrqHEHbWA6xJfVbfY3eNTa1rFoWzQ",0,116,-Infinity,-Infinity,13989
"G11K4toVD1rk4ri7eziJyYENZTXb8h7q59gzaoE3BCHX",0,117,-Infinity,-Infinity,12860
"462gkiydfX1ks7bzS71j4k5uLZaonTzcz5mfJpgLGe9k",5,118,-Infinity,-Infinity,12712
"CnB88pH35AjH2XUsiK5X257sVLkGUf11UDioXgJXoLuL",9,13,-Infinity,-Infinity,12541
"ChaosDKeBjU22B4nnvYWXyTRPuWTzJBR4m3QPfBw6Tta",10,20,-Infinity,-Infinity,12167
"8fw5b8A2Ss11PFUVSN9MEA7LKkHEwwADU8YaKtaVfdLn",0,41,-Infinity,-Infinity,11504
"SoLdWNZvT8f9293cELNBcPL3XLzsKCyG4AFmvqwXbmq",5,21,-Infinity,-Infinity,11266
"73ckp5sRXUBqfEibK2TdCeArUpdFyw4mvq6QtTjMfuZD",0,116,-Infinity,-Infinity,11261
"8rcrC8sc3kATiFM3w8oWSbJTDxtGJZuPhLKmpWL4XYr4",0,114,-Infinity,-Infinity,10269
"Luna8BkZNpZ9DKmszrZYPvFpTr4eJJfxxTnGDwTrYkv",10,18,-Infinity,-Infinity,10132
"B9NiU9ZL3Jo2WkZA1X35sSpeyZXxLJpBi7B5Sah7zUQJ",0,116,-Infinity,-Infinity,9261
"3YdhWTVMJ1SrouL2ym5LVmj3pYc6EYAwnXwguvccCACp",0,117,-Infinity,-Infinity,9248
"4PTVcstjs4s89uETGapnjTNPDa4XfHF9kLUu8WCeYNQb",10,117,-Infinity,-Infinity,9204
"C6DEs3i448uhrsWMMnWYq7WsxkujcgADrCJQ4AMJ8ipj",10,117,-Infinity,-Infinity,8863
"AfyTzhTXBRBCxGdTEMc9LNEkVGVGfGA9wHf1VikaNb37",5,6,-Infinity,-Infinity,8407
"Dw3kFV3QXkwPKkApPU6vvkj5MijjmJenuNVt6Gj3jqp4",0,117,-Infinity,-Infinity,8367
"8XPteKmVNkkAwESc7b68BLKLLfHfBwKrag9jk2JnotqM",9,116,-Infinity,-Infinity,8350
"AocSnMAwQNxEn9GPUXSQuZc1YCmufdkfgBqu7ohTPLqC",4,117,-Infinity,-Infinity,8000
"53RJBy7aBGA7Aag6AryxEmBbsHDgwfBWagLrPbGHnfvR",0,117,-Infinity,-Infinity,7946
"28E8jAYguhHPuuMKxQJpSmU3J75zi6iFmktYbiam8eyS",0,115,-Infinity,-Infinity,7886
"C2CaDsVJDFv8gKpePdXVsv7EHkqa8GTxLTKzK8mKvJ6z",0,117,-Infinity,-Infinity,7650
"A2XnPCfYMt8inTUX3DhbVZ6ZW7pmXquLKJ1knGupjaKS",0,118,-Infinity,-Infinity,7629
"SQDSVTDfE5HqL7D6RjZk1vvZhaheWoskrDdDHCki68w",6,8,-Infinity,-Infinity,7594
"A2p8VRhPEZzLjx51dhVAruxjuJv1raXfDYxzXQzeJPEo",0,117,-Infinity,-Infinity,7556
"HM7vebE72CB5LBxRvyxiEbHj3b2teFhVyc4LCkXXhizz",0,117,-Infinity,-Infinity,7470
"2A6d8MHcd5dnA9dx3nUtt271BcfvGcAZk4uje7rn8YZA",0,117,-Infinity,-Infinity,7376
"FdD4CP38NUZf2e1dN6tLw5Q4iU2cb438v1eGcQy5x3nQ",1,116,-Infinity,-Infinity,7233
"9Lqdoxm4LxAYCXWaCTxwFQF78KnMRbcjadNm188k4KpK",0,118,-Infinity,-Infinity,7098
"FM9TSfBK3Xcdj2KY91hUZveSbiTDCBbaYkDbL1ksdwvn",5,117,-Infinity,-Infinity,6950
"4GAmUQ8FvKcTzeYGqxu2oSBMStYNwDTmBo7LC1Csg6SE",0,117,-Infinity,-Infinity,6847
"GushxqHNL1eYcRumKwbijG7dtNH1sbJJRm2rqVZzmUAH",0,115,-Infinity,-Infinity,6758
"eRuZHEsLgULocRrgw5PsuDEjWR1SrkC4aES8QsiHhF5",6,117,-Infinity,-Infinity,6746
"2b5e3w6R3XTBGpvUJj9845xcpJUtXnGsKJbjGfdWEPzg",0,117,-Infinity,-Infinity,6691
"8tMnVxscJu4zgBc9SWmXNHoY4UyERSss2ftHbPnNWBpU",0,115,-Infinity,-Infinity,6651
"Gfho5i3wo2HiLtG6xPftvyHM3GQr2KAV2coUU9mhndLE",0,117,-Infinity,-Infinity,6561
"G15KujziTiDdrVKVbA9sCjbNHkNuHMSAZ9xdp9eVT2Mr",0,116,-Infinity,-Infinity,6555
"2m15uU8ifpfLY2myMCeNcxwn81KxXoQ2g7akG7Wf6pm3",0,78,-Infinity,-Infinity,6554
"HwcEWmU5G67QwQfUX4KG1euJXEu8joL86T2ZBxXRziby",0,118,-Infinity,-Infinity,6396
"45Rybt3VGxcu6jbSF6KgjbPk4vzGDc4unPWoiC6dP4mk",0,116,-Infinity,-Infinity,6376
"A7KUE4ZmE3tVigh49pws5eC1MR5dM4ojW3FDecSJZeiu",0,116,-Infinity,-Infinity,6296
"H2z3pBT62ByS4jpqsiEMtgN3NUFEuZHiTvoKCFjqCtD6",0,117,-Infinity,-Infinity,6287
"Fy9rMyH93jtX21AAvKdVXqDWEGovaX16oLm1MLfbLbY4",0,118,-Infinity,-Infinity,6283
"9R4Qp6vJw6W8qEmXsfkfH4tP1PCCKkBbYQhdLU2CAY7o",0,118,-Infinity,-Infinity,6265
"6q9FDuZLXxZAXttw9oNHnya7cvgvrqLW2xbcc7wJdFFz",0,117,-Infinity,-Infinity,6222
"9CquYfmEAUs6FsrLP14DxcyryehchkfTKeQ2Fbg1HraN",0,116,-Infinity,-Infinity,6220
"3WVpmSScht8t8uPZHWqwCwPECrz9TdEVdumaGqPhGM6H",0,118,-Infinity,-Infinity,6200
"HSqp9mTHWiAgd3FuFu6jPTRHSA9Q8vcJCPU6Ln9qLNKU",0,117,-Infinity,-Infinity,6168
"2ZafMrwTVAHtCkn9PfGQqmqdD34tkWdqvvHfsxebbgKD",0,118,-Infinity,-Infinity,6162
"AKwLPtEbA5EDJ7dapH8p62gbhVC1dLNAp2DqyZMSPjJC",0,117,-Infinity,-Infinity,6150
"7spi8Z1CpG1AezUpjHQ5rGKxw2dBoeTfBmQxqT1YkS9y",6,117,-Infinity,-Infinity,6149
"6DotPcVwdR4AtPA5nN9UcbLQ3WHtghvn5SCQXYkSV9kt",0,115,-Infinity,-Infinity,6149
"8qHuv28pcps9GmonX8Dec44FrrJwxsz5zFiSqURteioj",0,117,-Infinity,-Infinity,6139
"52HBJgFBWwMSk6maAqMshgc1iniQKrRiTgXsQCCT66XA",0,116,-Infinity,-Infinity,6115
"GRmgXGYfKd1oPzMnzNTYG3GwvyCZKi79LyyF3ANVre3g",0,115,-Infinity,-Infinity,6112
"EREdwtKaz2Myg5E1v5akDLdAoV19qNqxrNXy95FGBzPP",0,116,-Infinity,-Infinity,6081
"8rr2MSUfLmejRVUbsLYRsQCcB8rHsBqjicdGoYhZdvgb",0,117,-Infinity,-Infinity,6039
"Js6XMtPXbywcYfGVNb38cdt8kdv55vgAJr3KuvgER6K",0,116,-Infinity,-Infinity,6035
"BLU4mrxkURvru5YHt4TzQu2qNFDU8PPGU3frSUxn4Zj9",0,116,-Infinity,-Infinity,6029
"CP4UHXqiTf8zesbYZh4zyoS9jHGo4w4RpDAQ3y7AGEhi",0,115,-Infinity,-Infinity,6008
"Czos5xViyJStxzvZc1B8mEfU91ZZFchXU7sNuY8vensJ",0,116,-Infinity,-Infinity,5950
"HCQ2gm7gApi5L3dbdvjFeJzvMkrdfxEc5WGcFvE3D4w4",0,118,-Infinity,-Infinity,5908
"Fc2GXrMTuZvZh5cPR9ovSk5Jn9auU4pdjt337G5MczMq",0,116,-Infinity,-Infinity,5899
"EZ1Va4qxTaow2TSVo2ZHHvH72BC9t8mQ8ZG4kdq1AnCs",0,117,-Infinity,-Infinity,5873
"H9DZHSMsytPrGKjdsqoMJ19RxrXaaFFZMwN7kgquQj84",0,116,-Infinity,-Infinity,5863
"95YsopyjvJQ7MedMy9AgKy8dL8vXxKNiY1Ath52WSHb7",0,118,-Infinity,-Infinity,5855
"F2wLWDvK3FsvHNXQka6zqQMz3rg5ByuhrcnrMd9URhgk",0,118,-Infinity,-Infinity,5792
"HBfknB1h47CyqQiAK7rC59qtdBNHwGg7HB1hZud3sdgY",0,117,-Infinity,-Infinity,5781
"9pxdYafUaYcQxCFau9CigKPANoTdL88tGC5hxhAvW5CP",0,118,-Infinity,-Infinity,5781
"257RiTszC98omSCmX9KjNMwDDhiceGPcHtPyzC184D8R",0,118,-Infinity,-Infinity,5776
"ErdfgpiSuwpMmbtx4bZ4Q3Ap94PyJ4aMJ1mLsUiJmywK",0,117,-Infinity,-Infinity,5772
"FqqeQTcB1feUo3kxHzFAE9i5TnzTYZmD2xRTHZVYby1c",0,116,-Infinity,-Infinity,5694
"8sqpHTT3B8kLto6Vb98bNP93MVuRuPKdcUAwZaP6xuYs",0,116,-Infinity,-Infinity,5690
"BdeeGeStdrRL1Vc93zgJ5wri26gYT6gL1YaDkwv5rES2",0,115,-Infinity,-Infinity,5685
"EEgn6UpRjJZYntNQnEpodqZeShDeYhHDyPJccziQ3rhh",0,116,-Infinity,-Infinity,5676
"8HKPEMxtHy6gakwm4MzLBpc8ieSDWypky6ZEkzNHKyhF",0,115,-Infinity,-Infinity,5630
"2Jc8YA9pjTBbhcjsk1hMrLzHN5buCiV9e1XXYNT5Ltju",0,117,-Infinity,-Infinity,5625
"2PC2DCk8C7n4jhXA427a1qL9CFRu7PtrzKHixU6LXocN",0,115,-Infinity,-Infinity,5617
"6CEi8mpebENyYPfPDpXRHSPbJBUHEFwU7ftLVhwBSamt",0,116,-Infinity,-Infinity,5594
