"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","max_observed_commission_last_10","max_observed_mev_commission_last_10","avg_activated_stake_last_10"
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",9,135,0,800,1057727
"Va1idkzkB6LEmVFmxWbWU8Ao9qehC62Tjmf68L3uYKj",10,132,5,800,1055141
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",0,132,0,10000,1050308
"Bkskrv38Kn7zJR5mvmbCDGn2M4Jyhzt2ZqwQXV6rYnXa",0,133,100,200,998711
"J21SMPFJEY9ExCDPiSJQXN23PVSeoQe3LnKD7QcP3bgP",0,133,3,10000,987925
"ALiQdX94fYbGUt8ar6chuAN1nj8g8bKSgJ7qV3W7bPsS",0,134,100,200,986529
"voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd",0,132,0,10000,925976
"GNZ1PAAS33davY4Q1BMEpZEpVBtRtGvSpcTH5wYVkkVt",10,134,0,200,875830
"juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx",10,131,4,800,865288
"Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4",0,135,0,9500,854358
"7S9dHgoeMYvtShTjEC3x5D3THRDQz123WVGPseZsm3hm",0,134,100,10000,846177
"3tUZu4CkwMLwYdosoGc85n48VgDMyxZVkL1VUJc7DrxW",0,135,100,10000,842411
"7opSZGmevWhRDyLt5Wu38FZFjUyredGmMki4DNmxDnjd",0,133,5,10000,827840
"GREEDkpTvpKzcGvBu9qd36yk6BfjTWPShB67gLWuixMv",10,28,0,0,827640
"5sMmkL4BXjU6vZXQxE3RquH2CR8v8Zbfi1EAAFxLfxMx",0,135,100,10000,825470
"5orRi4tMEGneZ9U2y381JnBEnsqFJDBSNQLhBn98Bkcv",0,134,100,10000,824664
"8uEgdseqbUrDLfmHbUpTHoH1LLRxeViYDk7K6NdXKRYM",0,134,100,10000,801923
"8zHJtME22tiY3UsSHtDJXo2J8hUfwikBxXNbVqQzA92r",0,134,100,10000,749421
"CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ",0,134,0,5000,730589
"QUANT7qKUEW4PS4eP9jq4K35rDHpgWkWcgjbW1CwnGJ",10,84,0,0,726792
"StepeLdhJ2znRjHcZdjwMWsC4nTRURNKQY8Nca82LJp",0,134,7,10000,697364
"2PEyBgsPYBQ8pMdXQtEaPGNqWQHE9GCnmV2tTVN4GMru",9,135,0,800,696710
"8tjRQLzor4dP4qd1e7pVDdQmsdwdVv4kSeCVEHwWEiQW",10,133,3,800,686132
"2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp",9,134,5,800,668640
"edu1fZt5i82cFm6ujUoyXLMdujWxZyWYC8fkydWHRNT",10,135,5,800,655018
"7emL18Bnve7wbYE9Az7vYJjikxN6YPU81igf6rVU5FN8",10,135,2,200,653337
"BxFf75Vtzro2Hy3coFHKxFMZo5au8W7J8BmLC3gCMotU",10,135,0,0,649688
"7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh",0,135,6,5000,642239
"SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV",0,134,0,9000,627758
"6W8yrMwtDU5G6ErazhZHfLjqZV8cMvajpSRGYgrZ3d4v",0,133,10,10000,599528
"BfxZj7ckfRGHxByn7aHgH2puyXhfjAUvULtRjJo4rd8C",0,132,100,10000,587161
"HAu1TuW2T3mBQYbQdQ7edzVhKxirqT2k7jwUcFxSJGWX",0,134,100,10000,574955
"Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf",10,134,0,800,563305
"J1to3PQfXidUUhprQWgdKkQAMWPJAEqSJ7amkBDE9qhF",10,134,4,800,545882
"B6nDYYLc2iwYqY3zdmavMmU9GjUL2hf79MkufviM2bXv",10,135,5,500,507310
"EwsDhgfbT6H4FRC7AHdhXNBxfBSbWCbDfknrw6g5Dph6",0,34,20,2000,494119
"8yPiZWMNYMhEqTmPSRc6LsWLFC8pewYEzmgc5kRCLTrZ",10,67,0,0,492929
"J2nUHEAgZFRyuJbFjdqPrAa9gyWDuc7hErtDQHPhsYRp",0,135,9,800,490157
"oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe",10,108,0,600,487133
"7ikNtivRm2EDHQtnheqSnxkbNvRxMgtmthEAG84V8AEf",9,134,5,800,481035
"mrgn2vsZ5EJ8YEfAMNPXmRux7th9cNfBasQ1JJvVwPn",10,125,0,200,453867
"8HR5rCobbFMDe5EbgKdJLNDWVCeGG79w837BUxtsCngs",6,133,6,10000,446843
"AqCAXRpWJBpaJxEDyv7ruP2wi6fef6DBTaAHSxdTf7hA",0,135,100,10000,434574
"2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z",0,135,5,10000,434393
"4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN",10,135,5,500,433003
"6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",0,135,0,10000,419692
"GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr",10,134,1,800,412993
"RNXpSdqrJL6eoLrbW69Q9qsFviEwRpfFfk3HiRRRohq",0,134,6,10000,402446
"46mwXQRqWwj8Jp4ZR2tL1Yr3Snm99xDfKUs5jz7hLmEK",10,14,1,100,400180
"J9pfW4dJM8fkoCLQazymPcbNrUV3DzDo9qqokYiTHLZ",0,89,100,10000,375327
"CAf8jfgqhia5VNrEF4A7Y9VLD3numMq9DVSceq7cPhNY",10,134,5,800,369459
"696fkFqwiLxsDG8Jr5MvU9kvGm9uuMuTPh3rn3ybRNQm",0,19,0,10000,359403
"3xjfK9C9YNcta8MvK1US4sQ3bc6DEjoJoR3qLExGf9xE",0,62,0,10000,347719
"EdGevanAjM8a6Gg9KxBVrmVdZAUGAZ9xaVd7t9R4H2x",10,101,0,0,340064
"mrgn6ETrBDM8mjjYN8rbVwFqVwF8z6rtmvGLbdGuVUU",10,123,0,200,339624
"R1vAoSPFQdCc6wsAEMtxWXjqptSeN1YUiq2Zni1of21",10,133,0,800,323978
"7nwBKRcUZ4A6Ni1VSoKKSacgLCraqdyQxR8SdVUZmiPN",0,110,100,10000,321007
"BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo",0,132,8,800,319920
"FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb",5,133,0,1000,313231
"7VGU4ZwR1e1AFekqbqv2gvjeg47e1PwMPm4BfLt6rxNk",0,135,5,1000,298850
"6tgtejPHUHR1pECzXqQT8EHZqnKCWZFSqdZXDyBaKe3b",0,133,100,200,298521
"3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7",10,133,0,800,295899
"5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z",10,133,0,0,295277
"SLNDoinxE7cCgE5ga6FJZ19F4FiUaEmtzSatbY6cjWy",0,35,7,10000,293001
"BWkvytz3MAiLkUbMuYK5yV1VYThbBYYQYG3gdef8NLw5",10,133,0,700,285352
"B1w6SZcyvjyp6zEyStcc8u9AxXAh2AbYvNzMmP9rRKE9",10,132,0,800,284428
"A7uqmajxP3NdzbYDXiGQRGTL8d3dZ5pjS4kR9NTZcxtg",10,134,0,800,283473
"Luck3DN3HhkV6oc7rPQ1hYGgU3b5AhdKW9o1ob6AyU9",10,133,0,800,281049
"EcLPNfLFgCkbcTuvdeQ85pnQMgAfBDqi2dkoNVPrSyr5",0,21,100,10000,280848
"7PmWxxiTneGteGxEYvzj5pGDVMQ4nuN9DfUypEXmaA8o",0,135,0,10000,278996
"J8xfTV9UVS1cdaZj4toDd5Q1kgJ41buq19YDB3xH77AU",0,134,7,10000,268299
"9sWYTuuR4s12Q4SuSfo5CfWaFggQwA6Z8pf8dWowN5rk",10,134,5,500,267886
"AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA",10,133,0,800,267632
"eondcw2upjH14EuvBzmn6HfGEGo8t9hG9JbXtPj6cym",0,132,0,1000,267317
"8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN",9,135,0,0,265445
"NoRDTy8jpkpjPR7yxahVdoEUPngbojPhFU5jb8TtY4m",10,135,0,500,264908
"HcbE5huUVDgsf7SURsRfQqnFMp3Zz3i49eXMddugPyAP",10,133,0,0,264609
"Eajfs6oXGGkvjYsxkQZZJcDCLLkUajaHizfgg2xTsqyd",0,80,0,10000,261724
"5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM",0,135,0,1000,261162
"BSRRvjdKd8SHApi3KtTGbzrdhUojitiwAt4xt4nAxbFh",10,133,0,800,260521
"HQbdXrLm3EuFyu66mCpDS4ir9zRkhNHJVnck4vxG7jEo",0,134,0,1000,259198
"6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ",0,132,0,1000,258676
"CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc",10,134,0,0,258013
"9jYFwBfbjYmvasFbJyES9apLJDTkwtbgSDRWanHEvcRw",10,77,0,500,255377
"34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs",10,102,0,800,255026
"8EfUy8zz6DF2iTMQCUe4QAnoq4jVUzfU1yvZMCr2yJ7m",10,135,0,0,254018
"9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6",10,132,4,800,253901
"DySC6eaUthvVVzu4s8GFupm4PzYLNvq372AYnNrKP4xP",10,134,0,800,252225
"37BPVW1Ne1XHrzK15xguAS2BTdobVfThDzTE2mv8SsnJ",0,133,10,10000,251789
"GA2t11gJcmuZ4y7pShTzgYDkxVaJaVQJqkVUqojhPPsT",10,134,0,500,251458
"6n8taYki7RscA1XW7xGmevLcqj855oSgDgjPe1dZyHfW",0,134,7,10000,248507
"BXNW9ysAB9ksEDidcNWraaFkMeA88q6xzFRSyNnGvQYC",10,134,0,0,246935
"2het6nBRLq9LLZER8fqUEk7j5pbLxq2mVGqSse2nS3tf",10,134,5,500,246475
"LodezVTbz3v5GK6oULfWNFfcs7D4rtMZQkmRjnh65gq",10,133,1,800,245908
"DriFTm3wM9ugxhCA1K3wVQMSdC4Dv4LNmyZMmZiuHRpp",10,113,7,800,245670
"Ac1beBKixfNdrTAac7GRaTsJTxLyvgGvJjvy4qQfvyfc",10,67,3,800,244540
"FVhMWs3bbayWpUqDAbWUPH813gzFzJEo8fzhLhhkGstp",10,135,0,800,244112
"C9YVc5dBPRbmyi8tPJKnrBuVwXeULby1eGXWvUVv866a",0,133,0,1000,242321
"8F4e1nbeC6hn9jkojtboERZGaafxUUtsqUy3MKJLohkh",10,133,0,800,242088
"5K8qgC9nHzKHSSyo9fKLsMfYmavYdMgEaYx86cMmVKVv",0,135,0,10000,238944
"Rash24BXgUyy65JJ5KBzpYLrj3pyCqEMEixLVimTcDp",8,134,0,1000,238150
"FiijvR2ibXEHaFqB127CxrL3vSj19K2Kx1jf2RbK4BWS",0,130,10,2000,237689
"8D8XL6ovqx15RKwC1XtFyTz6H8JYF2fUsxTnsY4b123P",10,135,0,0,236553
"BeSov1og3sEYyH9JY3ap7QcQDvVX8f4sugfNPf9YLkcV",3,120,0,1000,235939
"NikGQUQqSLtsdHGGx7mQopojZcgd3N9uWFaZQ1r5EXn",10,135,0,0,235874
"Atw2Wond9H3DHfgg5NGqi4dxMwF3Nrgdhm39x2oK8MCW",10,69,0,0,235297
"6SmEcnuXJ3ZYqJWTqCoPQMhfvey6PfWb1LebLzoH3f7m",0,135,0,1000,234511
"48oxpSHQkM4sdXUY9NQ8KnEtebzZbyk8uUT7JRdVQNuf",10,132,0,500,234299
"9w3YAf77BSGLQXahTpwAe9U9mNdCXkqmxH17uCyN1wyH",9,134,0,800,233944
"3r5ZXC1yFqMmk8VwDdUJbEdPmZ8KZvEkzd5ThEYRetTk",10,134,7,800,233460
"EKUh585fWD7LeDRHgmYd9EXpQnY6KNbNAhyBi3FuVw6Y",10,133,0,800,232746
"i6PZjkPHGYmPfPE8LsJuLn5huZyusXhmysiDiHGPjxb",6,134,0,1000,232655
"b3d74rXdGgdw9XeqRWgAnm7bsZgg9mf5J5hjZMqKxRD",10,134,0,500,232621
"CrLn7zEBytbmRBUGhkDyyUbGCa6H7bMCnw94Dip8QbcJ",10,134,0,0,231666
"DimavhUqvCpWjUZqSFZGLqBiUVUYQ5jZEaCHutKKVs45",10,134,0,500,231178
"Bwkz1ddKoGE8hgiSV6HZLXi9RBLqfBi3HZb2QujzVGgz",0,134,100,10000,230007
"49DJjUX3cwFvaZD5rCAwubiz7qdRWDez9xmB381XdHru",10,135,0,800,229265
"2EWi8L6xp62VgTqFo3LnhoSP5sL9CWqYxvK7UA63qK9x",8,133,7,800,228437
"tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT",0,60,0,1000,223981
"2ZuVhyBsUbTh27LBCQH3BkenjPp86gUZiNBKmhPsTRpT",0,73,0,900,223776
"9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x",10,134,0,800,223455
"2g2QU1NDRax6i2mKzRwgRfdBFoDkMC6bj7Zp5Q3i8sCq",10,134,0,500,221413
"DTDvrj1mKFv453DMAGRuFwg77DuLjsfVHnbLe5BJPL9D",10,134,0,100,221326
"GuxBSrv5jnSwwPepkqnmkM7YCBSakKanbnw4BKMdda4j",10,134,0,800,221059
"21wUViiyG1g47VZ39ZZsSkFX9nu6bkyfy6jryHGD2TUB",10,49,0,100,220458
"Ac8zL56RqrEwZcJa2HL7ZVCBW8py1ehVYj5qmfJXcdFQ",10,135,0,800,220035
"QhyTEHb5JkMBki8Lq1npsaixefUyMXWJtbxK6jNjxnn",0,43,100,10000,217338
"76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857",10,133,7,800,216697
"EBVj3uwSKZpqEb1K267JaPxDQhULVqCy6hYeQqjsPh81",0,75,0,1000,216361
"GNajgJGjkdnmZTRGZzsQ4P4eL54gHRMfDDLyZpnZYmUy",4,135,0,1000,216182
"cover89z945JotsCRGdbjakJm4rnL5XspFSPgN1mVZj",10,134,3,800,215592
"EXrWdDxFaE3Sfsbh3TV5ToGhMqu53xrmeoVdvn467jUH",10,134,0,0,215189
"Ebm1XKkMzaFg2L5rzLPBnFHMtpDPa6SWJ7nVUzZUmXmR",0,76,0,1000,214616
"3NXnw51gHc2rDWTCWU4eVpP1yHyKKbJa1p6JDgMkmiDa",10,133,0,500,214328
"5XGMWvqZSBk1fktPtxbwaMF5dhkbrtchpwd4xiXG9q8u",10,135,0,500,208806
"BCRg6hEiLbrdgaTUbUbuz8deDcbyCgP37fCBMGqNhhq7",10,134,0,500,207148
"CqSMzh8DWZeqYVa5M1V1rHU825T19NCjYipM3pkdHncm",0,135,0,900,207067
"1Dadio3JRvpEjY6iSmXmhbGy9RiU8Nxh2GmoVbNusbE",10,78,0,0,207063
"7wqiBhRVEkbV3A8LbR9W1eNb5s27CBwoRCVro1okB6ew",10,134,0,800,206348
"HWeDLvzf8PhbYCuNFXB9E3fiCaz8RCtHW8b52iPAboCJ",10,135,0,800,204152
"AAhcGqPdM9WdjhVH6T4vAQLvoDFrYQqirkxCdvxoKhgp",10,133,0,500,203866
"845yWKspevkXJP3aUrXHsYPJAwmhmeFFzRGA93LC1Yfp",0,133,10,10000,203673
"Fy6zNoZ1eCPpQX3JXeQ9Yd1HW1BFL8rrFmDvYYDnuxjT",10,132,0,700,203552
"DUCKsGEPEdNv9QeskPNwoJdWgAXjxUFrkNDEKjAnLWyY",10,133,0,0,202695
"GQ8DSRSNCFGEdCEwc6em1ma18qSPc5cXCSDnSPSznWBP",10,135,0,800,202267
"DSRnpPkLWLA5V2TZo3AJwe2eGfkZ4ZaCwRf2v7e4aXg7",10,133,0,800,202065
"4v2os15BGgAnqiy76YvPmAywp5xKh9jfBPfnQGzUVc9c",10,133,0,100,200673
"3uvqr8aX2fS3W9XHdud5avRGbUtY9uswBGmr9S2N7uF2",10,134,0,500,200337
"A2MtELFxn9wAiUrobrZ6vsypQtGHdH3ZesEnvAogvuFZ",10,134,0,800,199708
"Cc7UtVq4G25VbC3w6Ccs2XL2xikjc926q1sHp8zfddoL",10,135,0,800,198950
"HVuzQEZtxQycpfJsLNAeykrqT2vLzKtUyKaAnNsnKy1A",10,135,0,500,197648
"H1ScoL1TosVSRvJgARRnMs9extCdXZRWdKRqY4H7k3ik",10,134,0,500,196726
"2Gife8andd4BkEbT5CncpriPxmQYqbspDh8cXkN6RUSH",10,134,0,0,192892
"vahVByZszdHguLa7U7GLz8UdUFN85mcwdkefiqVjtGt",10,134,0,700,192424
"Simpj3KyRQmpRkXuBvCQFS7DBBG6vqw93SkZb9UD1hp",0,134,0,5000,189479
"7DCb5VuNx9XFqsaEgERyb5mwwRunDNtLRudCEoqhcz6N",10,135,0,800,189036
"DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao",10,134,0,800,188056
"6anBvYWGwkkZPAaPF6BmzF6LUPfP2HFVhQUAWckKH9LZ",5,132,0,10000,187961
"D4mLBafAJjpRABT5Tyj6UhuwJ8DLRk74JzyuTMUdU9Fz",9,134,0,0,187388
"7Eg46UwGgsufXdd9C9kF27UAyD2t4VdmCdVTtPFoqxCy",0,134,0,1000,186278
"7XTz9RDt9gbckonUUYvzQ8q3Pfdo36oiQsreXsHhNFzj",10,46,0,800,185851
"9vNLTLdwAdHw8EdiZrLzDtUpm3hp7E2MGaNi6SmdfBGz",4,135,0,1000,185820
"J9m57tJrjukiCzubJVYQtskwfHiKD7DB6295nhwVRhpc",10,133,0,0,185145
"HG574XwiowrjLx8h91KhHUhPeMfmUPBLfC9XrXynj9x",10,133,0,500,184179
"6tajb2FFdjiRJLrdwfKQsijHGmeVFcTcXJn6NH3BEoLW",0,134,0,10000,181647
"voEskim7SFWrPx1tV2PVisqyrJejxmDEARX11mtZ5vo",10,134,0,0,179447
"LunaFpQkZsZVJL2P2BUqNDJqyVYqrw9buQnjQtMLXdK",0,134,7,1000,177412
"AjdEzodq5LpRA63AtQaiHyTLDfjTkr6csrtYWiSDPjaK",10,45,0,800,177406
"HjQugFHAUm7XbaZhmjnGioNUccdMUnFmwFTJgepm5q3n",0,56,7,10000,177096
"3UmhLuNdgE2NYDSfXmbu5DhPRxWUK8JwiRcG6tXV4JGc",10,101,0,800,177001
"J6XZBDuUpuBzgcVGmY8NgHQYKbGZegoYmbpadAKo1qRw",0,133,0,10000,176677
"8inoRcYLtHdDL1qHWvGph7pkJKuJdrE2kNkFpjcYaYHf",9,134,0,100,173867
"EsEtxoyhFTgfvudcy2VwwQJ1qA6BScLUW39PKpYczuxF",0,133,0,10000,171004
