"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","max_observed_commission_last_10","max_observed_mev_commission_last_10","avg_activated_stake_last_10","total_vote_credits_last_10","criteria_value_super_miniority","criteria_value_commission","criteria_value_mev_commission","criteria_value_epoch_credits","criteria_met_super_minority","criteria_met_commission","criteria_met_mev_commission","criteria_met_epoch_credits","inAllowList"
"BZZFpWeasotFsxhwiwTz37BqtV5BjQtfkrVxz73zqQV",10,94,0,0,69822,68984016,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6895422,6900615,6902334,6904902,6902400,6898483,6900771,6900978,6885062,6893049","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"DHoZJqvvMGvAXw85Lmsob7YwQzFVisYg8HY4rt5BAj6M",10,393,0,0,69590,69015794,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6898983,6903106,6904180,6906425,6904635,6901805,6903531,6903706,6891340,6898083","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"5cwxevV9u1poNgfc1tKxMfEGX4oKt1DZNSHg48Umubm3",10,8,0,0,69274,69019717,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","65535,65535,65535,65535,0,0,0,0,0,0","6899557,6903474,6904353,6906682,6905028,6902343,6903738,6904085,6891848,6898609","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"Defi89YpAhk3Gst1Jpsi3Nhj7yCu5HropESh37SQ2v9g",10,130,5,1000,69227,68848477,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6894823,6900412,6901847,6904731,6902114,6853985,6899025,6891566,6883782,6816192","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"Gotas1PRPrkqqSNm1ZKcn8Tpx9qL8krSQzTZ5DPKzkFX",10,141,5,1000,69033,68846211,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6895009,6900403,6902073,6904643,6902251,6848099,6898935,6885613,6884694,6824491","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"sdo2QoiSsPknraeCts5GeBkV3AYDdtuxJ3VpYCS1CxR",10,135,5,0,68044,69015590,"0,0,0,0,0,0,0,0,0,0","0,0,3,3,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6898802,6903385,6904192,6906396,6904848,6902042,6902927,6903879,6891362,6897757","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"jntrMCSkeNagaMM437fhZxLYbFJh6pvj68bQDZx2pXf",10,170,5,0,67512,68965773,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6895088,6900464,6902191,6904713,6902030,6898012,6900732,6898014,6874246,6890283","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"DeEpSdaw8uBLQ5T2HQhDf8fBSVbm13jGqJwoSF3HTpL5",10,179,0,0,67481,69015968,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6899135,6903098,6904065,6906298,6904617,6901957,6903511,6903747,6891377,6898163","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"4HUU6x8y8A22PWy5gUXwLzDfPg5pqkGpGqN2bKti7Kqk",10,130,0,0,67438,68950057,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6893864,6899744,6901464,6904286,6901936,6897848,6900261,6900595,6884383,6865676","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"HwcVgFSgmfeeF7zGFUBLoVA8Hpx8rtwyfCrJ1npBaSVC",10,455,0,0,67379,69012862,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6898580,6902892,6903861,6906048,6904485,6901668,6903459,6903466,6890688,6897715","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"odc2aCE7yWTcV8ApP1cHmVqQZTkLNduqaYyKE1XhpE3",10,205,5,0,67274,68938500,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6891440,6894252,6899984,6901849,6895409,6894024,6900404,6897050,6880238,6883850","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"stsaYQJUhKZDHSqndGtgo6jgbhVaHBSHhtfVWxCwrhD",10,252,5,1000,67272,68908896,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6893499,6899354,6900587,6903393,6901254,6896631,6899634,6899752,6822538,6892254","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"A9jRCzF4uxLVnVs8ihQECtZ5ZMbHUvoZusddxTQ1iRQc",10,122,5,700,66620,68918059,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","700,700,700,700,700,700,700,700,700,700","6895258,6900555,6902338,6904990,6902419,6898390,6889066,6859403,6884153,6881487","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"chrtyiAw8suFRvS7rTcfgcDyNu49bGPNZ2fjSPzNPFr",10,238,5,0,66279,68974388,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6894121,6899539,6901392,6903992,6901071,6896730,6900713,6900338,6883668,6892824","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"GdVBPczdFaPf1GXvx8ByHeA1ZHAHwwmdQEPihH74SXm9",10,456,4,0,66010,68746454,"0,0,0,0,0,0,0,0,0,0","4,4,4,4,4,4,4,4,4,4","0,0,0,0,0,0,0,0,0,0","6899488,6903521,6904459,6633496,6905009,6902342,6903815,6904120,6891767,6898437","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"Simpj3KyRQmpRkXuBvCQFS7DBBG6vqw93SkZb9UD1hp",10,456,0,0,65966,68968651,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6885021,6900471,6902280,6904907,6898280,6897923,6900783,6900903,6885026,6893057","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"DkZehyHr92C4wHYfoXJU6FpKFVeh64LRgkJmFKYub4UV",0,103,7,700,65876,68981584,"0,0,0,0,0,0,0,0,0,0","7,7,7,7,7,7,7,7,7,7","700,700,700,700,700,700,700,700,700,700","6895126,6899765,6902338,6904990,6902386,6898341,6900725,6899912,6884993,6893008","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"pine9rHVDS1pjwdhYkx3vRyaAyRd5KPDKXZEXAqvxcX",10,107,5,1000,65719,68970308,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6892938,6897795,6899914,6901397,6902297,6898324,6899982,6900286,6884875,6892500","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"sagasJDjjAHND4hien3bbo5xXkzCT5Ss6nKjyUJ45aw",10,265,3,1000,65535,68951237,"0,0,0,0,0,0,0,0,0,0","3,3,3,3,3,3,3,3,3,3","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6895019,6900543,6902211,6904839,6902340,6880892,6900698,6900914,6885022,6878759","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"6frBSsexBMZNKAaQY9dMKhyCu83Px54aL9SZWtuJWeWV",10,43,0,800,65264,68936620,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","800,800,800,800,800,800,800,800,800,800","6894410,6899945,6901499,6904243,6902025,6898037,6879896,6900692,6884838,6871035","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"9FZWpUMfXZ3993g2BfqSFg7xcx9iUCxQwKeYzr2WQCM1",10,456,0,0,65179,68842015,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6899569,6725346,6904571,6906826,6905090,6902380,6903769,6904093,6891785,6898586","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"4269foF8CYyT8SynFSYHiKFzHva5YL6PoAQj9pH3mQmh",10,198,5,0,64744,68964360,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6894965,6900452,6902006,6904639,6901910,6897941,6900715,6898007,6874195,6889530","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"ELE2xaC6i6pmeu7bfrYjBv4whBeTAbgwcg5hf2ythiBs",10,219,5,0,64654,68775190,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6875366,6858764,6884124,6899029,6886305,6870611,6898256,6882151,6850282,6870302","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"Hx4UJCvf8amGeuW9fPFfTckRoznDHxPSYiU9HuUSZKLT",10,222,5,0,64251,68983334,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6894935,6900579,6902334,6904960,6902403,6898291,6900762,6900938,6885052,6893080","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc",10,456,0,0,64190,68992576,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6895392,6900597,6902250,6904891,6902355,6898298,6900652,6900938,6888604,6898599","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"ChaosDKeBjU22B4nnvYWXyTRPuWTzJBR4m3QPfBw6Tta",10,359,0,0,63557,68981153,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6895193,6900290,6902150,6904567,6902201,6898260,6900377,6900768,6884977,6892370","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"adrePWHJJQNNuMfK3QrBKXDZZuRFPRjhovMMeSr3Drz",10,149,5,0,63557,68980073,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6894142,6900555,6902308,6904926,6901228,6898398,6900291,6900883,6884887,6892455","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"Ay5AcULBRJznGEEaGm2mWziRbefETRjdfZ1kwsoXS9u",10,160,5,0,63501,68992342,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6897069,6901835,6902189,6904145,6903496,6900911,6897303,6902208,6889189,6893997","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"BSGMtRHy9qvsPbUKtT8yqd7nNqn2urTcSMVUgzj9zJVd",10,217,0,1000,63182,69015838,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6899425,6903451,6902905,6906692,6904924,6900423,6903809,6904047,6891588,6898574","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"prt1s9dMM15LdsUX9HugajzqPB5WVN8a2mw3frAiCfj",10,114,5,1000,63002,68979348,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6894895,6899487,6901299,6904953,6902180,6898219,6900131,6900902,6885029,6892253","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"8sdFdnuKsY5KvpEU7gPi7qH1fP5DdYWfDhiF7NLjtaX8",10,210,5,800,62621,68983577,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","800,800,800,800,800,800,800,800,800,800","6894967,6900620,6902261,6905009,6902364,6898455,6900745,6900973,6885078,6893105","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"gGQb6ZcDG7fsVLWTvXZ1LLoY348tc1zcP2wkh8kshrk",10,130,5,0,62025,68997328,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6896928,6901841,6902322,6904130,6903623,6900936,6901450,6902226,6889187,6894685","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"7Eg46UwGgsufXdd9C9kF27UAyD2t4VdmCdVTtPFoqxCy",10,456,5,0,61884,69010336,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6899453,6903340,6904352,6906617,6905042,6901403,6898880,6904200,6888394,6898655","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"DyDjFYB6i51FMHQvB4eKSwGHmgMxVf1i3FWwANAngqyY",10,449,5,0,61799,68957153,"0,0,0,0,0,0,0,0,0,0","5,5,5,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6894668,6900164,6901919,6904537,6902084,6886387,6900420,6900600,6873702,6892672","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"41HgiTYQ3qDWFW8jSDkecH2mEHUqZsmwFGDPndtmyLDR",10,354,0,0,61517,68971150,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6899586,6903582,6904441,6906786,6905050,6902418,6904038,6857093,6889643,6898513","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"irKsY8c3sQur1XaYuQ811hzsEQJ5Hq3Yu3AAoXYnp8W",0,456,100,10000,61403,68983035,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6895303,6900479,6902140,6904773,6902264,6898310,6900680,6900942,6885087,6893057","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","no"
"ySxF6XaSFSwU46iJbgyh2rAW5jagLbYULPtWvZCshrk",10,131,5,0,60937,68979011,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6896678,6901834,6902447,6904277,6903515,6900935,6883416,6902213,6889149,6894547","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"vvvvXsU6iG2enDVvs4KeVqS4YrZczTujSv5p3dSeNHx",10,335,5,1000,60728,68973485,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6894511,6900135,6900415,6904653,6901930,6893698,6900404,6900596,6884671,6892472","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"SANDhe6azby4EMLJd8N77QTk5K92n2tCi4NXba7iwuc",10,248,5,1000,60728,68934919,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6863311,6888900,6901198,6903782,6901107,6897568,6900459,6900890,6884695,6893009","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"EJHf5N9is5spAF5Kz384tTvTV3CwTka6qzUoZrYm53SV",10,246,5,0,59832,68978876,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6893321,6900450,6902119,6904697,6902297,6897813,6899939,6900731,6884596,6892913","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"Azc2uttGtHsRLorfQzd7tsMNtfaEg7LyvVEMVtckPCNN",10,456,5,0,59648,69019844,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6899328,6903335,6904474,6906599,6905083,6902343,6904072,6904201,6891699,6898710","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"6hTLQ5HSdWcpZkbXmZxXaGjCgTh7zh8UeWKWKgGE1BPp",0,456,100,10000,59241,68983873,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6895111,6900624,6902364,6904938,6902441,6898475,6900761,6900966,6885082,6893111","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","no"
"DCKYVqFDwUs5m2DhW9muK2EX86pootvWD8wXA4nSqDxU",10,177,5,0,59227,68931996,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6894534,6900568,6902127,6904835,6902015,6898291,6883915,6869444,6884021,6892246","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"6SF5cmEXFFEmnFd5BwM4J6NkZhh3WfPkgmqdoAGjLLPX",10,197,0,0,59193,68860239,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6899423,6748974,6904343,6906512,6904828,6902165,6903819,6901094,6890763,6898318","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"9DR48EtgDzh3Gx5HiiQikZn9c2y12casm1bcUMuurV2x",10,339,5,1000,59059,68980212,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6894637,6900193,6901940,6904617,6902115,6898020,6900558,6900602,6884774,6892756","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"hnhxfrndd827LET6jvnQV4aWqpS2EedaHcT4gj8ArSu",10,264,5,0,58924,68932052,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6895341,6900563,6902217,6904872,6902128,6898275,6883326,6869483,6883651,6892196","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"chdv8H9fPfk2zFqSVaxRjsEo2qEDmswbju3BVgAHPNb",10,264,5,0,58874,68932743,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6895345,6900585,6902243,6904991,6901981,6898290,6883686,6868898,6884562,6892162","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"dstqVmt3cDH43Ux2SeTY2Hza1eVW6pwGLwehWCLfuPd",10,189,5,0,58835,68931970,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6895328,6900548,6902216,6904818,6901853,6898235,6882138,6869858,6884753,6892223","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"PoNV8asqSrjTr9vBBW4Y7f5PVWUCzUXByz2AqcTzv1j",10,160,5,0,58776,69009059,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6899547,6903490,6904465,6906723,6904950,6902316,6903656,6903974,6886945,6892993","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"STevE9xVb1QfBHU4GgEn28r9oikAf5yxKJddF7fufwb",10,152,5,0,58770,68931895,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6895227,6900545,6902251,6905005,6901906,6898237,6883348,6868418,6884732,6892226","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"ExCHgw3CfdZTbsrDA2phe95jswV2bDr5oSJwyKJKzEdN",10,124,5,1000,58744,68980940,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6894311,6900490,6902252,6904910,6902021,6898060,6900827,6900934,6884868,6892267","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"1i1yax3thZfiV8id5HTA61bjsxEi4pbjmhXsqy6JePP",10,171,5,0,58704,68935977,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6895443,6900600,6902257,6904983,6902044,6898280,6883939,6871712,6884647,6892072","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"6D9w8FRw5EFr5qtZEphPpughN3W8zc8p6zMXg4PFuaXL",10,313,0,0,58627,69015957,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6899262,6903005,6903976,6906348,6904718,6901841,6903518,6903752,6891320,6898217","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"roYL9AoyuGae7uEAErzZhPSSxnLLZU4TNx8wmwCk77r",10,152,5,0,58562,68933250,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0","6895001,6900609,6902269,6905013,6902100,6898274,6882288,6870753,6884654,6892289","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"J6KaKtLRj7eQGuVVL2CAz1AS9kDxsrmej9QbYkEtsiAD",10,180,0,0,58178,68975206,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6899345,6903506,6904338,6906590,6904617,6902368,6903820,6861956,6890336,6898330","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
"9BSZriSFS8Yb835exZwTLN19Dqy9B43yvuMAAdL3nBvz",0,412,10,-Infinity,57462,68943188,"0,0,0,0,0,0,0,0,0,0","10,10,10,10,10,10,10,10,10,10","65535,65535,65535,65535,65535,65535,65535,65535,65535,65535","6883645,6900208,6901948,6896804,6902142,6897940,6900338,6892080,6875361,6892722","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","no"
