"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","max_observed_commission_last_10","max_observed_mev_commission_last_10","avg_activated_stake_last_10"
"At2rZHk554qWrjcmdNkCQGp8i4hdKLf52EXMrDmng5ab",0,211,100,10000,2502415
"72LbWsZFEyB7xrB9ggeoPUrSw2vzPEnsPJJHZo1svkM7",0,210,100,10000,2502415
"oixpqSNX7CKWHw93ViA8u1CcLzZXDmacKJjV4AvxMZE",0,210,100,10000,2502395
"2uXzxR2EZVaHE3CuaDaUJ8C9Qr54LMfwkY5BtRPAzbPE",0,210,100,10000,2502391
"8mHUDJjzPo2AwJp8SHKmG9rk9ftWTp7UysqYz36cMpJe",0,211,100,10000,2502383
"BhREyEsP3YAtQbTCrKcXgTNTeaq9gdjWji3Nz4d8Q1P2",0,211,100,10000,2500000
"HDc84gs3CtqhebHycmoDpc5n2y3CFfd5GqYZkr2XiBMR",0,211,100,10000,2500000
"JDMq8hxZnad2smKLGkFbfg8zVMZHKQcMugD4tMR9u2da",0,211,100,10000,2499999
"BU3ZgGBXFJwNTrN6VUJ88k9SJ71SyWfBJTabYqRErm4F",0,210,100,10000,2499999
"33hurzEz6aEnzfESL6pnNyR6DCgcKzssT1pwSzDCBTRQ",0,211,100,10000,2499999
"E9W5kU2fnha9yp4RmFZgNNsRUvy6oKnB9ZyR9LC81WaE",0,210,100,10000,2409417
"HxYHGzR58gyf6c4JAX85eK8GVuaZU2zne4be82Lq9SBQ",0,211,100,10000,2322628
"beefKGBWeSpHzYBHZXwp5So7wdQGX6mu4ZHCsH3uTar",0,210,8,800,2319716
"CxFH1pqJnEmyaE4wEwqdqMKpQMpkmdaMxhS7SzpHokA8",0,212,100,10000,2182665
"EXhYxF25PJEHb3v5G1HY8Jn8Jm7bRjJtaxEghGrUuhQw",0,209,6,10000,2177925
"Haz7b47sZBpxh9SwggGndN3fAyNQ1S949BPdxWXS3ab6",10,47,0,0,2171979
"FjkSLYmi6BJAJQn1iSLUGrPrBQjMaD4y1DVdnv3yaTsX",0,211,100,10000,2083334
"ERut3CwqVeoa616QBaoHc5jL52RpkXjZZZ7MeaMaCtLi",0,195,8,800,2020742
"8BMMDVM8Tb88a2Hx1VSZ1TKmH1rMHbVU7xVafMk9JrEW",0,209,100,10000,1875000
"HhYEE3dAShc3772wEiy73XDYnLjVxyBL8eAWKyRcF14y",0,211,100,10000,1835664
"F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK",10,211,0,0,1827675
"51JBzSTU5rAM8gLAVQKgp4WoZerQcSqWC7BitBzgUNAm",0,210,10,1000,1737735
"74pfDmYto6aAqCzFH1mNJ8NxF7A4LQ4cXkipGwgjY39u",0,210,100,10000,1566399
"DQ7D6ZRtKbBSxCcAunEkoTzQhCBKLPdzTjPRRnM6wo1f",10,210,7,0,1512744
"2LrSZWeyvFovnzVFpFPQE7Lxt64xs3s3Re9HLxMJtGwf",0,211,10,760,1475899
"GE6atKoWiQ2pt3zL7N13pjNHjdLVys8LinG8qeJLcAiL",10,211,5,500,1464740
"9GJmEHGom9eWo4np4L5vC6b6ri1Df2xN8KFoWixvD1Bs",9,211,2,200,1446480
"Chorus6Kis8tFHA7AowrPMcRJk3LbApHTYpgSNXzY5KE",0,209,8,5000,1444857
"9Diao4uo6NpeMud7t5wvGnJ3WxDM7iaYxkGtJM36T4dy",0,48,1,10000,1407579
"8wTSPukwTAzNzEYyUdc8UiKkTg1hNtZ1xLum7o1Ne6wr",0,9,100,10000,1372149
"7jPqpHuN5v59dtBom2tjmYEfi6WaM4sFtJeTD6fzhcdS",0,211,100,10000,1360645
"mrgn4t2JabSgvGnrCaHXMvz8ocr4F52scsxJnkQMQsQ",10,82,0,0,1341649
"FuvD3qqrVjuh355sBs1u8bUS3aU8NgknymLskPvtAc6N",0,109,100,800,1325404
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",0,209,0,10000,1230275
"7KVnUL45FH4N8Z7x1dnvJ7GzMx12cs81mS26mHzNjQPN",10,66,0,0,1211143
"mrgn6ETrBDM8mjjYN8rbVwFqVwF8z6rtmvGLbdGuVUU",10,200,0,0,1210718
"AzbQjKoLepbDS8C6hgkRY7UCRwbwZZ9HqdtnWyef9WjX",0,212,100,10000,1207979
"GRt2mJZKpK9WXph5HGg4pdgewCYLKitRRSiTkrtHLXV8",0,13,100,5000,1142439
"AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t",0,211,0,1000,1139045
"Bkskrv38Kn7zJR5mvmbCDGn2M4Jyhzt2ZqwQXV6rYnXa",0,210,100,10000,1052367
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",10,212,0,800,1040343
"DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5",10,212,0,0,1031205
"FsT844wGgZg7MLR9Uc9T9qHQxmSoFVanhfgAEQvS966r",10,77,5,800,1013751
"EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72",0,211,5,1000,1002899
"FQwewNXahV7MiZcLpY6p1xhUs2acVGQ3U5Xxc7FzV571",0,208,8,800,1002368
"A3ahHFBFkPkuLMhxLGEnKVVZu2J6Qy8Z7z2zozyXGhw2",0,212,100,200,984880
"GREEDkpTvpKzcGvBu9qd36yk6BfjTWPShB67gLWuixMv",10,105,0,0,864510
"8uEgdseqbUrDLfmHbUpTHoH1LLRxeViYDk7K6NdXKRYM",0,211,100,10000,857488
"SLaYv7tCwetrFGbPCRnqpHswG5qqKino78EYpbGF7xY",10,13,0,0,853290
"7S9dHgoeMYvtShTjEC3x5D3THRDQz123WVGPseZsm3hm",0,211,100,10000,846177
"8zHJtME22tiY3UsSHtDJXo2J8hUfwikBxXNbVqQzA92r",0,211,100,10000,835108
"J21SMPFJEY9ExCDPiSJQXN23PVSeoQe3LnKD7QcP3bgP",10,210,3,300,832163
"5sMmkL4BXjU6vZXQxE3RquH2CR8v8Zbfi1EAAFxLfxMx",0,212,100,10000,825470
"3tUZu4CkwMLwYdosoGc85n48VgDMyxZVkL1VUJc7DrxW",0,212,100,10000,825337
"5orRi4tMEGneZ9U2y381JnBEnsqFJDBSNQLhBn98Bkcv",0,211,100,10000,824664
"GNZ1PAAS33davY4Q1BMEpZEpVBtRtGvSpcTH5wYVkkVt",10,211,0,200,821217
"8hPk5CbKDoM7dN9LssTdVkFhDykeq7A8CZurA5AQSFJH",10,45,5,500,814320
"Va1idkzkB6LEmVFmxWbWU8Ao9qehC62Tjmf68L3uYKj",10,209,5,800,797729
"7opSZGmevWhRDyLt5Wu38FZFjUyredGmMki4DNmxDnjd",0,210,5,10000,779369
"Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4",10,212,0,0,766797
"juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx",10,208,4,800,763399
"RBFvvcGPBpgkBYmJGsphoDQJD8sszSuorM7TorWm12Y",10,212,6,800,759056
"AiDoLYTz5CVN3ZLzqDWRtaGUaHGzDnWMeC6KCNYJPqFX",9,17,0,0,752022
"HM5H6FAYWEMcm9PCXFbbiUFfFVLTN9UGy9AqmMQjdMRA",10,51,0,0,732811
"voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd",0,209,0,10000,716922
"CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ",0,211,0,5000,684552
"Ezp1xiZC2mcenHjFB4nAfb8HW9YuGEBFit49yGG7XdAu",8,209,2,10000,680259
"edu1fZt5i82cFm6ujUoyXLMdujWxZyWYC8fkydWHRNT",10,212,5,800,668520
"ALiQdX94fYbGUt8ar6chuAN1nj8g8bKSgJ7qV3W7bPsS",0,211,100,200,650541
"EcLPNfLFgCkbcTuvdeQ85pnQMgAfBDqi2dkoNVPrSyr5",0,98,100,10000,645329
"2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp",8,211,5,800,627952
"8tjRQLzor4dP4qd1e7pVDdQmsdwdVv4kSeCVEHwWEiQW",10,210,3,800,589633
"B6nDYYLc2iwYqY3zdmavMmU9GjUL2hf79MkufviM2bXv",10,212,5,500,581074
"DriFTm3wM9ugxhCA1K3wVQMSdC4Dv4LNmyZMmZiuHRpp",10,190,0,0,558972
"EwsDhgfbT6H4FRC7AHdhXNBxfBSbWCbDfknrw6g5Dph6",0,111,20,2000,545509
"oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe",10,185,0,600,539529
"SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV",10,211,0,0,510082
"Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf",8,211,0,800,502591
"62vDttWmru9mXm1cFBcHa8f7ymya46gqfUTjyZd61M66",9,15,1,10000,502292
"DLKjd8DJc9NajCaHPeQL6BnhPi3a4BZm7zCdVF3MzDRZ",0,15,1,10000,502260
"H43AYFsvhNuALQieHpLXefp1ECgEBT6oVnS4EcTsC25C",0,17,1,10000,502208
"8r4Fu6M8brgnL456RJfwxk8kN4iw1LgczfuXeuG1g4px",0,43,1,10000,501828
"BxFf75Vtzro2Hy3coFHKxFMZo5au8W7J8BmLC3gCMotU",10,212,0,0,475273
"7VGU4ZwR1e1AFekqbqv2gvjeg47e1PwMPm4BfLt6rxNk",0,212,5,1000,469546
"8HR5rCobbFMDe5EbgKdJLNDWVCeGG79w837BUxtsCngs",9,210,6,500,460503
"46mwXQRqWwj8Jp4ZR2tL1Yr3Snm99xDfKUs5jz7hLmEK",10,91,1,100,458326
"StepeLdhJ2znRjHcZdjwMWsC4nTRURNKQY8Nca82LJp",0,211,7,10000,434452
"RNXpSdqrJL6eoLrbW69Q9qsFviEwRpfFfk3HiRRRohq",10,211,5,800,426095
"CAf8jfgqhia5VNrEF4A7Y9VLD3numMq9DVSceq7cPhNY",10,211,5,800,419031
"mrgn2vsZ5EJ8YEfAMNPXmRux7th9cNfBasQ1JJvVwPn",10,202,0,0,418429
"GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr",10,211,1,800,416618
"71nnaeTyVeA4pTozAPjRuQyMydQTZCrFUkz7Pzy5tiDJ",10,58,1,100,383452
"D3QPJm7BDzzPeRG51YZSEz3LfV7GvFNu9NkcibzURxuj",10,111,0,0,377605
"mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR",0,210,7,10000,373737
"4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN",10,212,5,500,371394
"696fkFqwiLxsDG8Jr5MvU9kvGm9uuMuTPh3rn3ybRNQm",0,96,0,10000,371174
"J2nUHEAgZFRyuJbFjdqPrAa9gyWDuc7hErtDQHPhsYRp",0,212,9,800,357517
"J1to3PQfXidUUhprQWgdKkQAMWPJAEqSJ7amkBDE9qhF",10,211,0,800,350095
"BWkvytz3MAiLkUbMuYK5yV1VYThbBYYQYG3gdef8NLw5",0,210,0,1000,349568
"QUANT7qKUEW4PS4eP9jq4K35rDHpgWkWcgjbW1CwnGJ",10,161,0,0,345261
"CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc",10,211,0,0,341742
"BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo",0,209,8,800,321227
"D8aGMETy3q6ymADJs7YS81QY2qTQmptVox3iCfGDgSTA",10,211,0,0,320034
"49DJjUX3cwFvaZD5rCAwubiz7qdRWDez9xmB381XdHru",10,212,0,800,317610
"H7JJ6aE73ufbUuDCZSQMxguQsj28XHe4VQyMk2hsVGoo",10,210,0,800,314387
"2Gife8andd4BkEbT5CncpriPxmQYqbspDh8cXkN6RUSH",10,211,0,800,310527
"GLCrZmxWYcrGMA5uRa8mmNnQurGBL2p9zrKk9DKugSZX",0,77,10,10000,307842
"CooLbbZy5Xmdt7DiHPQ3ss2uRXawnTXXVgpMS8E8jDzr",10,49,0,0,302178
"6tgtejPHUHR1pECzXqQT8EHZqnKCWZFSqdZXDyBaKe3b",0,210,100,200,300020
"DUCKsGEPEdNv9QeskPNwoJdWgAXjxUFrkNDEKjAnLWyY",10,210,0,800,299321
"3xjfK9C9YNcta8MvK1US4sQ3bc6DEjoJoR3qLExGf9xE",0,139,5,1000,294670
"HLM6hyDWrEca9QMS92nDBa2AreU1qDkppttPVuJ7E2CU",0,212,0,1000,293605
"9sWYTuuR4s12Q4SuSfo5CfWaFggQwA6Z8pf8dWowN5rk",8,211,0,0,291581
"39xF5qkfK5HBaG4Hkq6bjumUB2k4B5ozEAmfZoobhUVw",0,210,0,900,288856
"4v2os15BGgAnqiy76YvPmAywp5xKh9jfBPfnQGzUVc9c",0,210,5,10000,285244
"2ZuVhyBsUbTh27LBCQH3BkenjPp86gUZiNBKmhPsTRpT",0,150,0,900,283317
"yrfQfUfsZechz1zqQyTRRz43czTZQidcrm4SNVWiDPi",9,210,0,1000,282361
"Cn9bZCGSYN57GsTfJ5YLCy8HMejHZqrBQkv99eusJtEH",9,211,0,1000,277686
"DepooLoEUsBurWjv2xXnb4qfVFnExRCvAma94mcRzcmc",0,32,0,1000,272963
"6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",0,212,5,1000,270944
"1Dadio3JRvpEjY6iSmXmhbGy9RiU8Nxh2GmoVbNusbE",0,155,0,1000,266523
"8DHFGo3fDB8GudbNLZEyExLzXQPwvY4twybPbxwDnffx",0,210,0,1000,265298
"GQ8DSRSNCFGEdCEwc6em1ma18qSPc5cXCSDnSPSznWBP",10,212,0,800,264718
"Cat8oWQiFfrR3c7BcceTYcpnYCzSWfCPjMXT7mfHXvEP",10,175,7,800,263167
"8yPiZWMNYMhEqTmPSRc6LsWLFC8pewYEzmgc5kRCLTrZ",10,144,0,0,263156
"2w4dcnbJDcGrAh4CFAYYpAaEJiUB2q1rFMGByBuB5Cqz",10,167,0,800,261351
"punK4RDD3pFbcum79ACHatYPLLE1hr5UNnQVUGNfeyP",0,63,5,1000,258984
"2EWi8L6xp62VgTqFo3LnhoSP5sL9CWqYxvK7UA63qK9x",0,210,5,1000,258335
"6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ",10,209,0,0,257694
"1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm",0,210,0,1000,253777
"A7uqmajxP3NdzbYDXiGQRGTL8d3dZ5pjS4kR9NTZcxtg",10,211,0,0,250025
"5mSBnz3zNSVzXQHxBmrTLESynukH2JHVcCN14GHtVsWD",0,210,5,1000,248565
"AjdEzodq5LpRA63AtQaiHyTLDfjTkr6csrtYWiSDPjaK",10,122,0,0,248287
"5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z",0,210,0,1000,247405
"FVhMWs3bbayWpUqDAbWUPH813gzFzJEo8fzhLhhkGstp",0,212,0,900,247306
"3r5ZXC1yFqMmk8VwDdUJbEdPmZ8KZvEkzd5ThEYRetTk",10,211,5,800,246770
"6W8yrMwtDU5G6ErazhZHfLjqZV8cMvajpSRGYgrZ3d4v",4,210,10,10000,246400
"FPjq7vB2V3TiseJJSPsp47UWSfT4AwvKjiU7GEro7bX9",0,120,0,1000,244854
"9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6",0,209,0,1000,244199
"6SmEcnuXJ3ZYqJWTqCoPQMhfvey6PfWb1LebLzoH3f7m",0,212,0,1000,241140
"eondcw2upjH14EuvBzmn6HfGEGo8t9hG9JbXtPj6cym",0,209,0,1000,240513
"FiijvR2ibXEHaFqB127CxrL3vSj19K2Kx1jf2RbK4BWS",0,207,10,2000,237788
"GrefCNn5jSbcWv3uiervqZiCC87F8oX7PXz9LEBiog6s",0,48,5,1000,235994
"HFLsfstZkJeWDgVEA5fmXeea876Ad9f1VxrbXk386bBY",10,120,0,0,234361
"Rash24BXgUyy65JJ5KBzpYLrj3pyCqEMEixLVimTcDp",2,211,0,1000,234243
"6GoijNiK3JZVAY96ykCfPhcJnrQfrQMLvrQaX5HyMVhu",0,211,0,1000,232991
"HAK7iPgQTFwqEzPfVrRDbG5epFdk1dsA9qQexytsDoes",0,120,0,1000,230806
"CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9",10,210,0,0,230643
"Bwkz1ddKoGE8hgiSV6HZLXi9RBLqfBi3HZb2QujzVGgz",0,211,100,10000,230007
"De4k4hrdkxFHmAx4nVRA3g5ukdg4YqmDLdwuYUcrjjud",0,210,0,1000,229702
"5K8qgC9nHzKHSSyo9fKLsMfYmavYdMgEaYx86cMmVKVv",0,212,0,10000,229638
"9jVU1ET9Xxqnrsqjw8FGxmHgcXs6Hbj1HECckWqn2LUD",0,119,100,10000,229110
"48oxpSHQkM4sdXUY9NQ8KnEtebzZbyk8uUT7JRdVQNuf",10,209,0,0,228811
"BrRf2kyJEuW8TgdeDjvJcKK4NzTzRtM9RB6WuVKXHxkN",0,115,5,1000,228661
"4AUED4uj6nSTuANzaAUnGBPJQRmhpDYDwoWJNkoUUBBW",10,51,4,800,228574
"76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857",9,210,5,800,228452
"DTDvrj1mKFv453DMAGRuFwg77DuLjsfVHnbLe5BJPL9D",10,211,0,100,227781
"34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs",10,179,0,800,227604
"GdVBPczdFaPf1GXvx8ByHeA1ZHAHwwmdQEPihH74SXm9",0,211,0,1000,227532
"StakeyJXE1yJbEApBVswHN4JdZXcj7V5MHbzffa4dFp",10,62,5,800,226637
"i6PZjkPHGYmPfPE8LsJuLn5huZyusXhmysiDiHGPjxb",0,211,0,1000,226229
"7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh",0,212,5,1000,226097
"BBGumW2W9u8NEpkKeK4Gq1dCL2dUzAcLVPoPFYHwHHjm",0,146,0,1000,225967
"AnodeNCzJGQ7QwheFqJr6EknKGa72m6XHiLtDQiXcmEc",0,116,0,1000,224626
"tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT",4,137,0,1000,224578
"STeaKrJdxdPMww27XJsjRBfrzqfjFT1BxotgQtFyDgx",10,22,5,800,224324
"5AC692spnjbegP7ttCXJEzUe8S81sLYsqJd8Ae6Zv1xU",10,126,0,0,224133
"JokeruQoFrVevoPR5QBRPGncPQbtrpq3PJEcY22JefC",0,212,5,1000,222871
"GaxxAn5335dA4U3772MCFeqdyqCVEfmsQTQ47YXfC2Xi",0,146,0,1000,222759
"3zEbnWKibg574DaGC1EA3zLNwBK6MGQxEySUgQWKBaYV",0,212,0,1000,221244
"Eajfs6oXGGkvjYsxkQZZJcDCLLkUajaHizfgg2xTsqyd",0,157,0,10000,221081
"21wUViiyG1g47VZ39ZZsSkFX9nu6bkyfy6jryHGD2TUB",0,126,0,1000,220696
"BCRg6hEiLbrdgaTUbUbuz8deDcbyCgP37fCBMGqNhhq7",0,211,0,1000,220527
"Luck3DN3HhkV6oc7rPQ1hYGgU3b5AhdKW9o1ob6AyU9",10,210,0,800,220098
"2het6nBRLq9LLZER8fqUEk7j5pbLxq2mVGqSse2nS3tf",10,211,5,500,219947
"HiLaiF6HAUL2kYBsHcVb3CDws9c3dEphtfPbzDnKYFYB",0,209,0,1000,219385
"NDf9Pv6TAxTDPR6ud3djsd2Ux1WS2m2YfTw4qEmSnQH",10,211,5,500,218407
"o27rnqfNHPwHsRp2xPXXwWzn2q2dGxn6UD4Rt5KMU5h",0,211,0,1000,218058
"5akpkYincAbsTBXVbf2GDCg4KatMnc8BKkXZCh7MWGPK",0,94,0,1000,217707
"QhyTEHb5JkMBki8Lq1npsaixefUyMXWJtbxK6jNjxnn",0,120,100,10000,217338
"FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb",10,210,0,0,217321
"Simpj3KyRQmpRkXuBvCQFS7DBBG6vqw93SkZb9UD1hp",0,211,5,1000,216612
"4tuMshQNpAFpy1YtEHnSsE5EPN1mAT8FevWvn2UPJHNM",0,212,0,1000,216070
"xBLpiTwufjcuFCjbk4aCmFy7HUY5D9xy8L1EX2rBwmC",5,7,7,10000,215710
"5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM",0,212,0,1000,215690
"DimavhUqvCpWjUZqSFZGLqBiUVUYQ5jZEaCHutKKVs45",10,211,0,500,214818
"3uvqr8aX2fS3W9XHdud5avRGbUtY9uswBGmr9S2N7uF2",0,211,0,1000,214328
"6n8taYki7RscA1XW7xGmevLcqj855oSgDgjPe1dZyHfW",0,211,7,10000,214040
"NipDoZC37aMQvv2fFq2moUyyiApQxszc7X4mvWHP2pZ",4,211,0,1000,213951
"EsELtZoep4TYcugKyMnB4ZWZYxn99V5Vb1TwexDzFey",9,208,0,1000,213539
"GA2t11gJcmuZ4y7pShTzgYDkxVaJaVQJqkVUqojhPPsT",9,211,0,500,213182
"2iWXwF2Q5W6o7yntV2mkbxncB4rYHnX61y3NU8a8EFMJ",0,141,0,1000,212808
"9vNLTLdwAdHw8EdiZrLzDtUpm3hp7E2MGaNi6SmdfBGz",0,212,0,1000,211919
"AAhcGqPdM9WdjhVH6T4vAQLvoDFrYQqirkxCdvxoKhgp",0,210,0,1000,211643
"Ac1beBKixfNdrTAac7GRaTsJTxLyvgGvJjvy4qQfvyfc",0,144,3,1000,211034
"7PmWxxiTneGteGxEYvzj5pGDVMQ4nuN9DfUypEXmaA8o",0,212,0,1000,210339
"7X7oVv6K6wawMNzVriczSAEk18GzqyrYrvqyJbwLAY3s",0,211,0,1000,210161
"cover89z945JotsCRGdbjakJm4rnL5XspFSPgN1mVZj",10,211,0,800,206836
"EBVj3uwSKZpqEb1K267JaPxDQhULVqCy6hYeQqjsPh81",0,152,0,1000,206324
"FnAPJkzf19s87sm24Qhv6bHZMZvZ43gjNUBRgjwXpD4v",10,211,0,800,206026
"3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7",10,210,0,800,202684
"8D8XL6ovqx15RKwC1XtFyTz6H8JYF2fUsxTnsY4b123P",10,212,0,500,202326
"BK5Km4MyuncoBWKCM9y3zntA1JjhdqNcHd3mxitms4Xo",10,211,0,0,202174
"5frYQSynysBe1akCVK9tNBJ5j8jgBgUsjAXAgqHxvykJ",0,145,0,1000,201591
"5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS",10,210,2,800,200830
"G8hvpQDLe7hGgYtWYt4TJJEbGbgLFCBJYiMi9pMD9Kk2",10,58,0,0,200489
"6tajb2FFdjiRJLrdwfKQsijHGmeVFcTcXJn6NH3BEoLW",0,211,0,1000,198062
"nymsndUdAZyUPpWYz5VEg8Ghj9cFvwTRgciLogpmYaQ",10,91,0,0,197878
"2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z",0,212,0,1000,196787
"845yWKspevkXJP3aUrXHsYPJAwmhmeFFzRGA93LC1Yfp",0,210,10,10000,196337
"8vyuJTHSDkx7k1zymea4TMsgvixf3rCYBXHPDQajePkE",0,211,0,1000,195287
"AddV9GtVTtepbNa7MBNDx81wTMRgnXf8nzhRuyinVab5",0,210,0,1000,194449
"AY271jdvcyo5VzBiWsMGLEjpZFFrarq8FDydJHLmYgCG",6,211,0,1000,192504
