"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","max_observed_commission_last_10","max_observed_mev_commission_last_10","avg_activated_stake_last_10"
"86dGbSrKhZHgKLWZc1hAyzQkk2asXGCFsoRsu1Ccfzd6",0,146,8,800,3725186
"8Pep3GmYiijRALqrMKpez92cxvF4YPTzoZg83uXh14pW",0,162,0,10000,3651244
"iZADA4YKVRJZJaDUV3j79DzyK4VJkK3DGTfvvqvbC1K",0,159,100,10000,3598006
"GvZEwtCHZ7YtCkQCaLRVEXsyVvQkRDhJhQgB6akPme1e",10,160,0,0,3464963
"6jzDwKeR21EFHwaRgZMefMxJ9D2vnQRqfYxkpUuJppPh",10,160,2,200,3309836
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",10,161,0,0,3261503
"3Ty8DYNBkK237zPvACti83EJYGxDcMcoDMCou5r3eV5Q",0,160,10,10000,3161024
"CertusDeBmqN8ZawdkxK5kFGMwBXdudvWHYwtNgNhvLu",0,160,5,3000,2979735
"6aow5rTURdbhbeMDrFrbP2GR5vZjMEhktEy87iH1VGPs",0,161,10,800,2964431
"BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2",0,160,3,10000,2943865
"7xENfwKCajMB5aVTgmTB6h7d7Su91wTcnfMjoAQCMvKq",0,158,100,10000,2916667
"GHViLgbrJdZDPb6sphRbeuPNM9cmjsFuGWzrTF1sKF5n",0,159,100,10000,2815688
"BkSS8kGUNcQkTgEKMmBhHxGVLdzw43EAzDYpZqyyxFrT",10,160,2,200,2797322
"EXhYxF25PJEHb3v5G1HY8Jn8Jm7bRjJtaxEghGrUuhQw",0,159,6,10000,2644469
"beefKGBWeSpHzYBHZXwp5So7wdQGX6mu4ZHCsH3uTar",0,160,8,800,2623542
"72LbWsZFEyB7xrB9ggeoPUrSw2vzPEnsPJJHZo1svkM7",0,160,100,10000,2502415
"At2rZHk554qWrjcmdNkCQGp8i4hdKLf52EXMrDmng5ab",0,161,100,10000,2502415
"oixpqSNX7CKWHw93ViA8u1CcLzZXDmacKJjV4AvxMZE",0,160,100,10000,2502395
"2uXzxR2EZVaHE3CuaDaUJ8C9Qr54LMfwkY5BtRPAzbPE",0,160,100,10000,2502391
"8mHUDJjzPo2AwJp8SHKmG9rk9ftWTp7UysqYz36cMpJe",0,161,100,10000,2502383
"BhREyEsP3YAtQbTCrKcXgTNTeaq9gdjWji3Nz4d8Q1P2",0,161,100,10000,2500000
"HDc84gs3CtqhebHycmoDpc5n2y3CFfd5GqYZkr2XiBMR",0,161,100,10000,2500000
"JDMq8hxZnad2smKLGkFbfg8zVMZHKQcMugD4tMR9u2da",0,161,100,10000,2499999
"BU3ZgGBXFJwNTrN6VUJ88k9SJ71SyWfBJTabYqRErm4F",0,160,100,10000,2499999
"33hurzEz6aEnzfESL6pnNyR6DCgcKzssT1pwSzDCBTRQ",0,161,100,800,2499999
"E9W5kU2fnha9yp4RmFZgNNsRUvy6oKnB9ZyR9LC81WaE",0,160,100,10000,2409417
"HxYHGzR58gyf6c4JAX85eK8GVuaZU2zne4be82Lq9SBQ",0,161,100,10000,2322628
"A9V5e8ZLwQ2ArKZnCcrmz9Q92pDCkUXE5tqJmJDZkCMo",0,148,8,800,2252236
"HZKopZYvv8v6un2H6KUNVQCnK5zM9emKKezvqhTBSpEc",0,162,100,10000,2225000
"CxFH1pqJnEmyaE4wEwqdqMKpQMpkmdaMxhS7SzpHokA8",0,162,100,800,2182665
"Cat8oWQiFfrR3c7BcceTYcpnYCzSWfCPjMXT7mfHXvEP",3,125,7,10000,2111379
"F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK",10,161,0,0,2109909
"FjkSLYmi6BJAJQn1iSLUGrPrBQjMaD4y1DVdnv3yaTsX",0,161,100,10000,2083334
"Ezp1xiZC2mcenHjFB4nAfb8HW9YuGEBFit49yGG7XdAu",10,161,2,200,2064376
"ERut3CwqVeoa616QBaoHc5jL52RpkXjZZZ7MeaMaCtLi",0,145,8,800,1985044
"8BMMDVM8Tb88a2Hx1VSZ1TKmH1rMHbVU7xVafMk9JrEW",0,159,100,10000,1875000
"HhYEE3dAShc3772wEiy73XDYnLjVxyBL8eAWKyRcF14y",0,161,100,10000,1835664
"GE6atKoWiQ2pt3zL7N13pjNHjdLVys8LinG8qeJLcAiL",7,161,5,3333,1657127
"74pfDmYto6aAqCzFH1mNJ8NxF7A4LQ4cXkipGwgjY39u",0,160,100,10000,1566399
"51JBzSTU5rAM8gLAVQKgp4WoZerQcSqWC7BitBzgUNAm",0,160,10,1000,1547304
"DQ7D6ZRtKbBSxCcAunEkoTzQhCBKLPdzTjPRRnM6wo1f",10,160,7,0,1520999
"2LrSZWeyvFovnzVFpFPQE7Lxt64xs3s3Re9HLxMJtGwf",0,161,10,760,1514377
"7jPqpHuN5v59dtBom2tjmYEfi6WaM4sFtJeTD6fzhcdS",0,161,100,10000,1489250
"9GJmEHGom9eWo4np4L5vC6b6ri1Df2xN8KFoWixvD1Bs",10,161,2,200,1445317
"mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR",0,160,7,10000,1399285
"EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72",0,161,5,1000,1362906
"RBFvvcGPBpgkBYmJGsphoDQJD8sszSuorM7TorWm12Y",10,162,6,800,1353455
"DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5",10,162,0,0,1294302
"FuvD3qqrVjuh355sBs1u8bUS3aU8NgknymLskPvtAc6N",0,59,100,10000,1293070
"AzbQjKoLepbDS8C6hgkRY7UCRwbwZZ9HqdtnWyef9WjX",0,162,100,10000,1207979
"Chorus6Kis8tFHA7AowrPMcRJk3LbApHTYpgSNXzY5KE",0,159,8,5000,1194559
"AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t",3,161,3,1000,1129459
"A3ahHFBFkPkuLMhxLGEnKVVZu2J6Qy8Z7z2zozyXGhw2",0,162,100,200,1107880
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",0,159,0,10000,1040227
"FsT844wGgZg7MLR9Uc9T9qHQxmSoFVanhfgAEQvS966r",8,27,5,10000,1039540
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",10,162,0,800,1037663
"Bkskrv38Kn7zJR5mvmbCDGn2M4Jyhzt2ZqwQXV6rYnXa",0,160,100,10000,1020321
"7KVnUL45FH4N8Z7x1dnvJ7GzMx12cs81mS26mHzNjQPN",0,16,0,10000,1007837
"Va1idkzkB6LEmVFmxWbWU8Ao9qehC62Tjmf68L3uYKj",10,159,5,800,979865
"FQwewNXahV7MiZcLpY6p1xhUs2acVGQ3U5Xxc7FzV571",0,158,8,800,979549
"J21SMPFJEY9ExCDPiSJQXN23PVSeoQe3LnKD7QcP3bgP",10,160,3,300,940757
"GREEDkpTvpKzcGvBu9qd36yk6BfjTWPShB67gLWuixMv",10,55,0,0,896371
"GNZ1PAAS33davY4Q1BMEpZEpVBtRtGvSpcTH5wYVkkVt",10,161,0,200,885931
"Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4",0,162,0,9500,863296
"voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd",0,159,0,10000,853004
"ALiQdX94fYbGUt8ar6chuAN1nj8g8bKSgJ7qV3W7bPsS",0,161,100,200,850530
"7S9dHgoeMYvtShTjEC3x5D3THRDQz123WVGPseZsm3hm",0,161,100,10000,846177
"juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx",10,158,4,800,844954
"5sMmkL4BXjU6vZXQxE3RquH2CR8v8Zbfi1EAAFxLfxMx",0,162,100,10000,825470
"5orRi4tMEGneZ9U2y381JnBEnsqFJDBSNQLhBn98Bkcv",0,161,100,10000,824664
"3tUZu4CkwMLwYdosoGc85n48VgDMyxZVkL1VUJc7DrxW",0,162,100,10000,822411
"8zHJtME22tiY3UsSHtDJXo2J8hUfwikBxXNbVqQzA92r",0,161,100,10000,774684
"8uEgdseqbUrDLfmHbUpTHoH1LLRxeViYDk7K6NdXKRYM",0,161,100,10000,773923
"QUANT7qKUEW4PS4eP9jq4K35rDHpgWkWcgjbW1CwnGJ",10,111,0,0,754077
"7opSZGmevWhRDyLt5Wu38FZFjUyredGmMki4DNmxDnjd",0,160,5,10000,735410
"CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ",0,161,0,5000,690744
"8tjRQLzor4dP4qd1e7pVDdQmsdwdVv4kSeCVEHwWEiQW",10,160,3,800,686919
"mrgn6ETrBDM8mjjYN8rbVwFqVwF8z6rtmvGLbdGuVUU",10,150,0,0,678270
"edu1fZt5i82cFm6ujUoyXLMdujWxZyWYC8fkydWHRNT",10,162,5,800,658583
"7emL18Bnve7wbYE9Az7vYJjikxN6YPU81igf6rVU5FN8",10,162,2,200,648070
"2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp",10,161,5,800,628873
"BxFf75Vtzro2Hy3coFHKxFMZo5au8W7J8BmLC3gCMotU",10,162,0,0,628766
"2PEyBgsPYBQ8pMdXQtEaPGNqWQHE9GCnmV2tTVN4GMru",10,162,0,800,610688
"mrgn4t2JabSgvGnrCaHXMvz8ocr4F52scsxJnkQMQsQ",10,32,0,0,586138
"EwsDhgfbT6H4FRC7AHdhXNBxfBSbWCbDfknrw6g5Dph6",0,61,20,2000,537909
"StepeLdhJ2znRjHcZdjwMWsC4nTRURNKQY8Nca82LJp",0,161,7,10000,531216
"Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf",10,161,0,800,510603
"J1to3PQfXidUUhprQWgdKkQAMWPJAEqSJ7amkBDE9qhF",10,161,0,800,510489
"7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh",0,162,7,10000,505569
"oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe",10,135,0,600,497961
"SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV",0,161,0,9000,495246
"B6nDYYLc2iwYqY3zdmavMmU9GjUL2hf79MkufviM2bXv",10,162,5,500,483326
"8yPiZWMNYMhEqTmPSRc6LsWLFC8pewYEzmgc5kRCLTrZ",10,94,0,0,477504
"8HR5rCobbFMDe5EbgKdJLNDWVCeGG79w837BUxtsCngs",9,160,6,800,452038
"mrgn2vsZ5EJ8YEfAMNPXmRux7th9cNfBasQ1JJvVwPn",10,152,0,0,441414
"CAf8jfgqhia5VNrEF4A7Y9VLD3numMq9DVSceq7cPhNY",10,161,5,800,429787
"46mwXQRqWwj8Jp4ZR2tL1Yr3Snm99xDfKUs5jz7hLmEK",10,41,1,100,414114
"RNXpSdqrJL6eoLrbW69Q9qsFviEwRpfFfk3HiRRRohq",10,161,6,800,406467
"J2nUHEAgZFRyuJbFjdqPrAa9gyWDuc7hErtDQHPhsYRp",0,162,9,800,394647
"4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN",10,162,5,500,382648
"2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z",0,162,7,10000,378157
"71nnaeTyVeA4pTozAPjRuQyMydQTZCrFUkz7Pzy5tiDJ",7,8,1,100,373687
"EcLPNfLFgCkbcTuvdeQ85pnQMgAfBDqi2dkoNVPrSyr5",0,48,100,10000,366611
"696fkFqwiLxsDG8Jr5MvU9kvGm9uuMuTPh3rn3ybRNQm",0,46,0,10000,363621
"J9pfW4dJM8fkoCLQazymPcbNrUV3DzDo9qqokYiTHLZ",0,116,100,10000,354425
"7VGU4ZwR1e1AFekqbqv2gvjeg47e1PwMPm4BfLt6rxNk",0,162,5,1000,353295
"6W8yrMwtDU5G6ErazhZHfLjqZV8cMvajpSRGYgrZ3d4v",0,160,10,10000,353142
"6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP",0,162,0,10000,342843
"3xjfK9C9YNcta8MvK1US4sQ3bc6DEjoJoR3qLExGf9xE",0,89,7,10000,341007
"9sWYTuuR4s12Q4SuSfo5CfWaFggQwA6Z8pf8dWowN5rk",10,161,0,0,338581
"BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo",0,159,8,800,322488
"76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857",10,160,7,800,319935
"HAu1TuW2T3mBQYbQdQ7edzVhKxirqT2k7jwUcFxSJGWX",0,156,100,10000,311318
"EdGevanAjM8a6Gg9KxBVrmVdZAUGAZ9xaVd7t9R4H2x",10,128,0,0,307609
"CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc",10,161,0,0,304515
"GLCrZmxWYcrGMA5uRa8mmNnQurGBL2p9zrKk9DKugSZX",0,27,10,10000,302485
"BWkvytz3MAiLkUbMuYK5yV1VYThbBYYQYG3gdef8NLw5",10,160,0,100,301755
"6tgtejPHUHR1pECzXqQT8EHZqnKCWZFSqdZXDyBaKe3b",0,160,100,200,298521
"GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr",10,161,1,800,291554
"5EYp3kCdMLq52vzZ4ucsVyYaaxQe5MKTquxahjXpcShS",10,160,2,800,288874
"FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb",10,160,0,700,276770
"7PmWxxiTneGteGxEYvzj5pGDVMQ4nuN9DfUypEXmaA8o",0,162,0,10000,267763
"5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z",3,160,0,1000,264460
"R1vAoSPFQdCc6wsAEMtxWXjqptSeN1YUiq2Zni1of21",9,160,5,1000,261261
"5K8qgC9nHzKHSSyo9fKLsMfYmavYdMgEaYx86cMmVKVv",0,162,0,10000,259512
"Luna8BkZNpZ9DKmszrZYPvFpTr4eJJfxxTnGDwTrYkv",10,62,0,0,259441
"B1w6SZcyvjyp6zEyStcc8u9AxXAh2AbYvNzMmP9rRKE9",6,159,0,900,258261
"Ac1beBKixfNdrTAac7GRaTsJTxLyvgGvJjvy4qQfvyfc",10,94,3,800,256156
"1KXz4xKV2viJCGpxqnQqdf2J45vQr5USdmtcJLTaHkm",0,160,0,1000,254413
"Luck3DN3HhkV6oc7rPQ1hYGgU3b5AhdKW9o1ob6AyU9",10,160,0,800,254116
"HQbdXrLm3EuFyu66mCpDS4ir9zRkhNHJVnck4vxG7jEo",10,161,0,700,253454
"J8xfTV9UVS1cdaZj4toDd5Q1kgJ41buq19YDB3xH77AU",0,161,7,10000,252872
"DUCKsGEPEdNv9QeskPNwoJdWgAXjxUFrkNDEKjAnLWyY",10,160,0,0,252401
"DriFTm3wM9ugxhCA1K3wVQMSdC4Dv4LNmyZMmZiuHRpp",10,140,0,800,252092
"6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ",0,159,0,1000,251860
"3r5ZXC1yFqMmk8VwDdUJbEdPmZ8KZvEkzd5ThEYRetTk",10,161,7,800,251425
"37BPVW1Ne1XHrzK15xguAS2BTdobVfThDzTE2mv8SsnJ",0,160,10,10000,250942
"2het6nBRLq9LLZER8fqUEk7j5pbLxq2mVGqSse2nS3tf",9,161,5,500,249809
"NoRDTy8jpkpjPR7yxahVdoEUPngbojPhFU5jb8TtY4m",10,162,0,0,247293
"A7uqmajxP3NdzbYDXiGQRGTL8d3dZ5pjS4kR9NTZcxtg",10,161,0,800,242148
"34yvUa2fxfm2tUqxFEj9PHrVNwCcdzd51eo9hntWpZRs",10,129,0,800,241587
"HFLsfstZkJeWDgVEA5fmXeea876Ad9f1VxrbXk386bBY",10,70,0,0,240757
"voEskim7SFWrPx1tV2PVisqyrJejxmDEARX11mtZ5vo",10,161,0,0,240450
"DySC6eaUthvVVzu4s8GFupm4PzYLNvq372AYnNrKP4xP",10,161,0,0,237186
"AqCAXRpWJBpaJxEDyv7ruP2wi6fef6DBTaAHSxdTf7hA",0,157,100,10000,234999
"5AC692spnjbegP7ttCXJEzUe8S81sLYsqJd8Ae6Zv1xU",10,76,0,800,233938
"vahVByZszdHguLa7U7GLz8UdUFN85mcwdkefiqVjtGt",10,161,0,700,232862
"EKUh585fWD7LeDRHgmYd9EXpQnY6KNbNAhyBi3FuVw6Y",10,160,0,800,232717
"6n8taYki7RscA1XW7xGmevLcqj855oSgDgjPe1dZyHfW",0,161,7,10000,230202
"Bwkz1ddKoGE8hgiSV6HZLXi9RBLqfBi3HZb2QujzVGgz",0,161,100,10000,230007
"BeSov1og3sEYyH9JY3ap7QcQDvVX8f4sugfNPf9YLkcV",10,147,0,0,229851
"StakeyJXE1yJbEApBVswHN4JdZXcj7V5MHbzffa4dFp",10,12,5,800,229805
"9jYFwBfbjYmvasFbJyES9apLJDTkwtbgSDRWanHEvcRw",10,104,0,0,228915
"Eajfs6oXGGkvjYsxkQZZJcDCLLkUajaHizfgg2xTsqyd",0,107,0,10000,228624
"GuxBSrv5jnSwwPepkqnmkM7YCBSakKanbnw4BKMdda4j",10,161,0,0,227276
"9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x",10,161,0,800,225562
"49DJjUX3cwFvaZD5rCAwubiz7qdRWDez9xmB381XdHru",10,162,0,800,224701
"BSRRvjdKd8SHApi3KtTGbzrdhUojitiwAt4xt4nAxbFh",10,160,0,800,224199
"3zEbnWKibg574DaGC1EA3zLNwBK6MGQxEySUgQWKBaYV",2,162,0,1000,223716
"Rash24BXgUyy65JJ5KBzpYLrj3pyCqEMEixLVimTcDp",10,161,0,400,223148
"FiijvR2ibXEHaFqB127CxrL3vSj19K2Kx1jf2RbK4BWS",0,157,10,2000,222072
"2g2QU1NDRax6i2mKzRwgRfdBFoDkMC6bj7Zp5Q3i8sCq",10,161,0,500,221453
"7nwBKRcUZ4A6Ni1VSoKKSacgLCraqdyQxR8SdVUZmiPN",0,137,100,10000,221090
"Fy6zNoZ1eCPpQX3JXeQ9Yd1HW1BFL8rrFmDvYYDnuxjT",10,159,0,500,220724
"HcbE5huUVDgsf7SURsRfQqnFMp3Zz3i49eXMddugPyAP",10,160,0,0,220318
"AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA",10,160,0,800,220000
"SLNDoinxE7cCgE5ga6FJZ19F4FiUaEmtzSatbY6cjWy",0,62,7,10000,219480
"BXNW9ysAB9ksEDidcNWraaFkMeA88q6xzFRSyNnGvQYC",6,161,0,1000,218551
"QhyTEHb5JkMBki8Lq1npsaixefUyMXWJtbxK6jNjxnn",0,70,100,10000,217338
"Cc7UtVq4G25VbC3w6Ccs2XL2xikjc926q1sHp8zfddoL",10,162,0,800,217051
"8EfUy8zz6DF2iTMQCUe4QAnoq4jVUzfU1yvZMCr2yJ7m",10,162,0,700,216042
"GNajgJGjkdnmZTRGZzsQ4P4eL54gHRMfDDLyZpnZYmUy",10,162,0,0,213345
"21wUViiyG1g47VZ39ZZsSkFX9nu6bkyfy6jryHGD2TUB",10,76,0,100,213082
"3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7",10,160,0,800,212805
"9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6",10,159,0,800,212760
"9KCBBdzx4cGZg14YaqBuZd1tGUvo9ohYnW7KEqQes1E1",10,160,0,800,212573
"7X7oVv6K6wawMNzVriczSAEk18GzqyrYrvqyJbwLAY3s",3,161,0,1000,212356
"9w3YAf77BSGLQXahTpwAe9U9mNdCXkqmxH17uCyN1wyH",10,161,0,0,210577
"BTquv7QcKQU48GyQEspnpseM7dKjMiXSb2XF1TF8BnfZ",10,161,0,0,209367
"WENuuMXGi8adKogNbQj33Vxgia9oA2erkWAPF4szWN1",10,54,0,0,209333
"DnHUCbu4unnxGukqp5hJWZL6a1P5Msb491f6iybbRCF5",10,161,0,800,208074
"7XTz9RDt9gbckonUUYvzQ8q3Pfdo36oiQsreXsHhNFzj",10,73,0,0,207970
"CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9",10,160,0,800,207630
"4DcSke272vfn4QQK49RNzPPj9pYasbyjoiY1a5UxLDH1",0,97,0,1000,207282
"48oxpSHQkM4sdXUY9NQ8KnEtebzZbyk8uUT7JRdVQNuf",10,159,0,500,207012
"Simpj3KyRQmpRkXuBvCQFS7DBBG6vqw93SkZb9UD1hp",0,161,7,10000,206881
"5XGMWvqZSBk1fktPtxbwaMF5dhkbrtchpwd4xiXG9q8u",10,162,0,500,206807
"G8hvpQDLe7hGgYtWYt4TJJEbGbgLFCBJYiMi9pMD9Kk2",7,8,0,0,206306
"AjdEzodq5LpRA63AtQaiHyTLDfjTkr6csrtYWiSDPjaK",10,72,0,0,206229
"DSRnpPkLWLA5V2TZo3AJwe2eGfkZ4ZaCwRf2v7e4aXg7",10,160,0,800,205826
"845yWKspevkXJP3aUrXHsYPJAwmhmeFFzRGA93LC1Yfp",0,160,10,10000,205804
"tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT",0,87,0,1000,202590
"39xF5qkfK5HBaG4Hkq6bjumUB2k4B5ozEAmfZoobhUVw",3,160,0,900,201496
"LodezVTbz3v5GK6oULfWNFfcs7D4rtMZQkmRjnh65gq",10,160,1,800,200711
"7Eg46UwGgsufXdd9C9kF27UAyD2t4VdmCdVTtPFoqxCy",0,161,0,1000,199400
"8etTu2xMeEFYoECZtZS3p3SBQStZYU3dVzxhV1a4yd8u",0,115,0,1000,199229
"2EWi8L6xp62VgTqFo3LnhoSP5sL9CWqYxvK7UA63qK9x",2,160,7,10000,198618
"5nkSzU4oVSDdxZvorYwxz6BQab2VfmHbdA9AnpYVkAL7",10,105,0,0,198136
"6tajb2FFdjiRJLrdwfKQsijHGmeVFcTcXJn6NH3BEoLW",0,161,0,10000,198118
"3r84fqQnrSLrEDA8p5TStbHB8QFRHB9Frcdmq1AGVDYG",10,106,0,800,196762
"FnAPJkzf19s87sm24Qhv6bHZMZvZ43gjNUBRgjwXpD4v",10,161,0,800,196756
"HiLaiF6HAUL2kYBsHcVb3CDws9c3dEphtfPbzDnKYFYB",0,159,0,1000,196661
"eondcw2upjH14EuvBzmn6HfGEGo8t9hG9JbXtPj6cym",0,159,0,1000,196497
"GQ8DSRSNCFGEdCEwc6em1ma18qSPc5cXCSDnSPSznWBP",10,162,0,800,195964
"CrLn7zEBytbmRBUGhkDyyUbGCa6H7bMCnw94Dip8QbcJ",3,161,0,1000,195607
"2ZuVhyBsUbTh27LBCQH3BkenjPp86gUZiNBKmhPsTRpT",10,100,0,0,195467
"Atw2Wond9H3DHfgg5NGqi4dxMwF3Nrgdhm39x2oK8MCW",10,96,0,0,195457
"5frYQSynysBe1akCVK9tNBJ5j8jgBgUsjAXAgqHxvykJ",3,95,0,1000,195201
"AAhcGqPdM9WdjhVH6T4vAQLvoDFrYQqirkxCdvxoKhgp",10,160,0,0,193537
"MNDE6ueF5uMvyk3ohq7wWZ8H749pbpj1yHj2MvMRCJM",10,160,0,800,193170
"9vNLTLdwAdHw8EdiZrLzDtUpm3hp7E2MGaNi6SmdfBGz",0,162,0,1000,191576
"CqSMzh8DWZeqYVa5M1V1rHU825T19NCjYipM3pkdHncm",0,162,0,900,191224
"BCRg6hEiLbrdgaTUbUbuz8deDcbyCgP37fCBMGqNhhq7",10,161,0,0,191165
"6hkfqeNAbURk7CmAQsP4Qm6WwHVF4LxHupEvQf7Tkrf1",0,161,0,1000,190839
"DPmsofVJ1UMRZADgwYAHotJnazMwohHzRHSoomL6Qcao",10,161,0,800,190659
"GA2t11gJcmuZ4y7pShTzgYDkxVaJaVQJqkVUqojhPPsT",10,161,0,500,190123
"b3d74rXdGgdw9XeqRWgAnm7bsZgg9mf5J5hjZMqKxRD",10,161,0,0,189725
"i6PZjkPHGYmPfPE8LsJuLn5huZyusXhmysiDiHGPjxb",10,161,0,1000,189552
"HAK7iPgQTFwqEzPfVrRDbG5epFdk1dsA9qQexytsDoes",0,70,0,1000,189308
"3uvqr8aX2fS3W9XHdud5avRGbUtY9uswBGmr9S2N7uF2",10,161,0,0,189213
"Ebm1XKkMzaFg2L5rzLPBnFHMtpDPa6SWJ7nVUzZUmXmR",0,103,0,1000,188617
"6SmEcnuXJ3ZYqJWTqCoPQMhfvey6PfWb1LebLzoH3f7m",0,162,0,1000,188614
"HG574XwiowrjLx8h91KhHUhPeMfmUPBLfC9XrXynj9x",10,160,0,0,188179
"5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM",0,162,0,1000,187340
"EBVj3uwSKZpqEb1K267JaPxDQhULVqCy6hYeQqjsPh81",0,102,0,1000,186882
"HjQugFHAUm7XbaZhmjnGioNUccdMUnFmwFTJgepm5q3n",0,83,7,10000,186450
"1Dadio3JRvpEjY6iSmXmhbGy9RiU8Nxh2GmoVbNusbE",3,105,0,1000,185458
"9jVU1ET9Xxqnrsqjw8FGxmHgcXs6Hbj1HECckWqn2LUD",0,69,100,10000,184760
