"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","max_observed_commission_last_10","max_observed_mev_commission_last_10","avg_activated_stake_last_10","total_vote_credits_last_10"
"he1iusunGwqrNtafDtLdhsUQDFvo13z9sUa36PauBtk",0,281,0,0,14141278,68912006
"CatzoSMUkTRidT5DwBxAC2pEtnwMBTpkCepHkFgZDiqb",0,286,0,0,12244836,68890694
"CcaHc2L43ZWjwCHART3oZoJvHLAe9hzT2DJNUpBzoTN1",0,381,7,700,11442342,68800196
"3N7s9zXMZ4QqvHQR15t5GNHyqc89KduzMP7423eWiD5g",0,381,0,0,10878961,68884966
"DdCNGDpP7qMgoAy6paFzhhak2EeyCZcgjH7ak5u5v28m",0,382,5,10000,8315362,68911040
"26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx",0,379,7,700,8299840,68910576
"CvSb7wdQAFpHuSpTYTJnX5SYH4hCfQ9VuGnqrKaKwycB",0,341,5,2500,8196281,68863453
"3JD3jMmnR6g88qff2WZ3cMHJRjJMUk9yVZtmYTYeFrXf",0,31,0,0,7101345,68896421
"DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a",0,381,0,0,6677221,68877380
"HZKopZYvv8v6un2H6KUNVQCnK5zM9emKKezvqhTBSpEc",0,382,100,10000,6449014,68884026
"9QU2QSxhb24FUX3Tu2FpczXjpK3VYrvRudywSZaM29mF",0,381,7,10000,6320480,68968208
"Ak5BJzQe2R8qFuyYmaAFPjXuD7XPux3ZNTv52D7rfiqR",0,381,10,1000,5457244,68909540
"51JBzSTU5rAM8gLAVQKgp4WoZerQcSqWC7BitBzgUNAm",0,380,10,1000,4945494,68908688
"HimWQUK61d9wxhw7EYu9jUje7xQiDs4jKexaTSvuCmXE",0,232,8,800,4777943,68909841
"CKYFpKErmUn75nS3uNcNCPXUxWSpuBqbwMM3QnwPEFHX",0,123,8,800,4628314,68910033
"9jToNMWCLW1GeoLGPZNvEfuXE4AUwiRsrC1HMGmh3PTu",4,128,2,200,3910232,68912330
"3ZYJxzCeweSoh2Jj7oCgencFs9y27iKmXJeqYapje1cj",0,380,100,10000,3886582,68912531
"Chorus6Kis8tFHA7AowrPMcRJk3LbApHTYpgSNXzY5KE",0,379,8,5000,3882991,68910207
"AaVsZUEnrHUZoXC2oVgTY3GF5GGhzCTBGrjpBtuUWy1H",0,113,8,800,3873198,68880987
"8Pep3GmYiijRALqrMKpez92cxvF4YPTzoZg83uXh14pW",0,382,100,0,3790320,68967502
"AZoCYB4VgoM9DR9f1ZFcBn8xPSbtbqoxZnKJR7tkvEoX",0,380,100,10000,3783011,68899775
"G9x1mqewTeVnXLmv3FamYD5tq1AdS395RHH3MLQPj6TY",0,382,100,10000,3742946,68912288
"H74qox1GASBWd94FWMyy6GVAbRVLf9SAMgbJ1tzSUAst",0,382,100,10000,3632060,68912088
"iZADA4YKVRJZJaDUV3j79DzyK4VJkK3DGTfvvqvbC1K",0,379,100,10000,3598006,68897987
"GHViLgbrJdZDPb6sphRbeuPNM9cmjsFuGWzrTF1sKF5n",0,379,100,10000,3486934,68912062
"6D2jqw9hyVCpppZexquxa74Fn33rJzzBx38T58VucHx9",0,380,8,800,3236547,68908755
"EcEowA4GKDsdVBF9PNAZa6c9M4WgYG8y4GnpZSUaqioS",0,76,100,10000,3026047,68909090
"HkFuE9NJahP7uA8RooXtp64UQb7XNUMVisWsJTgx3far",0,73,100,10000,3012842,68912199
"KRAKEnMdmT4EfM8ykTFH6yLoCd5vNLcQvJwF66Y2dag",0,379,10,1000,2981190,68871840
"7xENfwKCajMB5aVTgmTB6h7d7Su91wTcnfMjoAQCMvKq",0,378,100,10000,2916667,68912241
"FKsC411dik9ktS6xPADxs4Fk2SCENvAiuccQHLAPndvk",0,382,7,800,2745065,68911714
"72LbWsZFEyB7xrB9ggeoPUrSw2vzPEnsPJJHZo1svkM7",0,380,100,10000,2502415,68912174
"At2rZHk554qWrjcmdNkCQGp8i4hdKLf52EXMrDmng5ab",0,381,100,10000,2502415,68911800
"oixpqSNX7CKWHw93ViA8u1CcLzZXDmacKJjV4AvxMZE",0,380,100,10000,2502395,68906349
"2uXzxR2EZVaHE3CuaDaUJ8C9Qr54LMfwkY5BtRPAzbPE",0,380,100,10000,2502391,68912239
"8mHUDJjzPo2AwJp8SHKmG9rk9ftWTp7UysqYz36cMpJe",0,381,100,10000,2502383,68906318
"HDc84gs3CtqhebHycmoDpc5n2y3CFfd5GqYZkr2XiBMR",0,381,100,10000,2500000,68911815
"BhREyEsP3YAtQbTCrKcXgTNTeaq9gdjWji3Nz4d8Q1P2",0,381,100,10000,2500000,68912336
"33hurzEz6aEnzfESL6pnNyR6DCgcKzssT1pwSzDCBTRQ",0,381,100,10000,2499999,68900445
"BU3ZgGBXFJwNTrN6VUJ88k9SJ71SyWfBJTabYqRErm4F",0,380,100,10000,2499999,68910575
"JDMq8hxZnad2smKLGkFbfg8zVMZHKQcMugD4tMR9u2da",0,381,100,10000,2499999,68901124
"8GbwASqdpw4dVcwbWUxbHXMrjyQx2aKkoBR5H1GJF8iD",9,10,0,0,2481283,62018039
"E9W5kU2fnha9yp4RmFZgNNsRUvy6oKnB9ZyR9LC81WaE",0,380,100,10000,2409417,68912279
"HxYHGzR58gyf6c4JAX85eK8GVuaZU2zne4be82Lq9SBQ",0,381,100,10000,2322628,68907709
"shft7Fry1js37Hm9wq4dfwcZSp2DyKszeWMvEpjYCQ1",10,71,0,1000,2233926,68911106
"CxFH1pqJnEmyaE4wEwqdqMKpQMpkmdaMxhS7SzpHokA8",0,382,100,10000,2182665,68910514
"2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp",10,381,5,800,2119637,68875623
"FjkSLYmi6BJAJQn1iSLUGrPrBQjMaD4y1DVdnv3yaTsX",0,381,100,10000,2083334,68912116
"9Diao4uo6NpeMud7t5wvGnJ3WxDM7iaYxkGtJM36T4dy",0,218,1,10000,2033224,65151377
"G2W5QfMSBYXT5NNWEG8jSN9ZMqvVoaon3DMHMQ3BV7Bj",0,13,100,10000,2013815,68900751
"8wTSPukwTAzNzEYyUdc8UiKkTg1hNtZ1xLum7o1Ne6wr",0,179,100,10000,2005488,68912191
"EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72",10,381,0,1000,1992365,68911972
"6jzDwKeR21EFHwaRgZMefMxJ9D2vnQRqfYxkpUuJppPh",0,380,100,10000,1937563,68825496
"BLADE1qNA1uNjRgER6DtUFf7FU3c1TWLLdpPeEcKatZ2",0,380,0,10000,1933724,68967888
"FQwewNXahV7MiZcLpY6p1xhUs2acVGQ3U5Xxc7FzV571",0,378,6,600,1933470,68904867
"Haz7b47sZBpxh9SwggGndN3fAyNQ1S949BPdxWXS3ab6",10,217,0,0,1925107,68890442
"BkSS8kGUNcQkTgEKMmBhHxGVLdzw43EAzDYpZqyyxFrT",0,380,100,10000,1921613,68910622
"8BMMDVM8Tb88a2Hx1VSZ1TKmH1rMHbVU7xVafMk9JrEW",0,379,100,10000,1875000,68882867
"GqcuMuWq4gKeCuCrD8iAjXTozCET2EP6qJXmZDFsSTWK",0,167,8,800,1839588,68911816
"74pfDmYto6aAqCzFH1mNJ8NxF7A4LQ4cXkipGwgjY39u",0,380,100,10000,1837000,68904740
"HhYEE3dAShc3772wEiy73XDYnLjVxyBL8eAWKyRcF14y",0,381,100,10000,1835664,68893848
"8hPk5CbKDoM7dN9LssTdVkFhDykeq7A8CZurA5AQSFJH",10,215,5,500,1829342,68911162
"DriFTm3wM9ugxhCA1K3wVQMSdC4Dv4LNmyZMmZiuHRpp",10,360,0,0,1790745,68904446
"HxRrsnbc6K8CdEo3LCTrSUkFaDDxv9BdJsTDzBKnUVWH",10,381,0,0,1731079,68972103
"4AUED4uj6nSTuANzaAUnGBPJQRmhpDYDwoWJNkoUUBBW",10,221,0,0,1716944,68910606
"FuvD3qqrVjuh355sBs1u8bUS3aU8NgknymLskPvtAc6N",0,279,100,800,1569579,68898360
"AS3nKBQfKs8fJ8ncyHrdvo4FDT6S8HMRhD75JjCcyr1t",10,381,0,0,1560039,68912014
"71nnaeTyVeA4pTozAPjRuQyMydQTZCrFUkz7Pzy5tiDJ",10,228,1,100,1551861,68911856
"FbDPRNQZkCuDGsAbmRj1JbbXLzCiU6K8hSWRrL9RZqct",10,87,1,0,1518133,68875028
"GvZEwtCHZ7YtCkQCaLRVEXsyVvQkRDhJhQgB6akPme1e",0,380,0,10000,1505860,68897962
"Eqwa3Jo6aa4ugEbPZNcDQyBfVU7dSz3VR8CcDYRrPyh4",0,23,100,10000,1433910,68031241
"privSGy4XbFCjzEkdLXssV8xMWRWWiWbJeDzh1emUyL",0,73,100,10000,1433908,68907603
"EXhYxF25PJEHb3v5G1HY8Jn8Jm7bRjJtaxEghGrUuhQw",0,379,6,10000,1391142,68887518
"CaBaLhyhzBx3oiEUxUPvwmAG4bSYCM4Emb1NiWJJS5mr",10,104,0,0,1362942,68670505
"2NxEEbhqqj1Qptq5LXLbDTP5tLa9f7PqkU8zNgxbGU9P",10,381,0,0,1345597,68911719
"6aow5rTURdbhbeMDrFrbP2GR5vZjMEhktEy87iH1VGPs",0,381,10,800,1331052,68888911
"g5kwi5sFXQTx26jwetYK97ytvx1WpA1RWuQ82Afdzyn",10,83,0,0,1293456,68911631
"FsT844wGgZg7MLR9Uc9T9qHQxmSoFVanhfgAEQvS966r",10,247,5,500,1263204,68896650
"7KVnUL45FH4N8Z7x1dnvJ7GzMx12cs81mS26mHzNjQPN",10,236,0,0,1217052,68801445
"AzbQjKoLepbDS8C6hgkRY7UCRwbwZZ9HqdtnWyef9WjX",0,382,100,10000,1207979,68912215
"5sMmkL4BXjU6vZXQxE3RquH2CR8v8Zbfi1EAAFxLfxMx",10,382,0,0,1206648,68912160
"5orRi4tMEGneZ9U2y381JnBEnsqFJDBSNQLhBn98Bkcv",10,381,0,0,1195622,68912310
"DsiG71AvUHUEo9rMMHqM9NAWQ6ptguRAHyot6wGzLJjx",10,382,0,0,1151168,68911046
"F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK",10,381,0,0,1135471,68912048
"ERut3CwqVeoa616QBaoHc5jL52RpkXjZZZ7MeaMaCtLi",0,365,8,800,1083623,68897547
"RuBYsjLeJYtWXbabcxPbNcbbFXQvMLrJGutpcqVRomz",10,66,0,0,1081387,68858545
"7S9dHgoeMYvtShTjEC3x5D3THRDQz123WVGPseZsm3hm",10,381,0,0,1060755,68912211
"DZVyygR326SerwzVivgqb8REnegEyU4teMkGQaBV6Bpw",10,60,0,0,1043868,68903051
"DZVSbEJQfAFftodtveLseuzc1Beqm239usKJhx9TiBRL",10,72,0,0,1029081,68970669
"8uEgdseqbUrDLfmHbUpTHoH1LLRxeViYDk7K6NdXKRYM",10,381,0,0,1019120,68912187
"8UHnwrLihP4q1fZjAYGCZdGgtAkCaFiDLXa33r7niRjD",10,87,1,0,1013496,68873101
"23XqhxnRHt5gQWHowvyRHDX4Ky6BZyFdYxjTzxx2QEFr",10,78,5,1000,1011756,68906247
"FpTQXdt7NjYsJWXaE9UgG2yPUshoFiW3nzXbXKz1CjKh",0,80,10,1000,1010699,68280649
"DZViGjfD4um4GQaNEE1h8tmWtMpgCW6qcvPBuHCyLwRX",10,69,0,0,990481,68908002
"7jPqpHuN5v59dtBom2tjmYEfi6WaM4sFtJeTD6fzhcdS",0,381,100,10000,987394,68911010
"3tUZu4CkwMLwYdosoGc85n48VgDMyxZVkL1VUJc7DrxW",10,382,0,0,969642,68912150
"AtvnDGvf7Dd4AUA7iihx3hV8598skHejZTn2YTNV6AMF",0,185,40,4000,943374,68910412
"BU5CXmHhXwZfSYwFjCjqAqdbu7MTUsiKLUj45RSXiPsE",10,49,4,0,929889,68856885
"DQ7D6ZRtKbBSxCcAunEkoTzQhCBKLPdzTjPRRnM6wo1f",0,380,7,10000,919243,68898519
"55L7AV93xRmx5F7rX1GCfsHxfYWNu4bKsG6f8tG6dFRo",0,285,8,800,902371,68911804
"CooLbbZy5Xmdt7DiHPQ3ss2uRXawnTXXVgpMS8E8jDzr",10,219,0,0,879557,68895262
"6F5xdRXh2W3B2vhte12VG79JVUkUSLYrHydGX1SAadfZ",0,379,0,10000,867575,68905668
"AiDoLYTz5CVN3ZLzqDWRtaGUaHGzDnWMeC6KCNYJPqFX",10,187,0,0,855979,68912183
"LSTmLs1DENX82ihc7jU134mydiV3NDEPXsRrekAY6Ys",10,140,0,0,836490,68912275
"Bkskrv38Kn7zJR5mvmbCDGn2M4Jyhzt2ZqwQXV6rYnXa",0,380,100,10000,834000,68911524
"J1to1yufRnoWn81KYg1XkTWzmKjnYSnmE2VY8DGUJ9Qv",10,379,4,800,801527,68891842
"beefKGBWeSpHzYBHZXwp5So7wdQGX6mu4ZHCsH3uTar",0,380,8,800,783961,68909092
"CertusDeBmqN8ZawdkxK5kFGMwBXdudvWHYwtNgNhvLu",0,380,5,3000,778121,68882994
"J21SMPFJEY9ExCDPiSJQXN23PVSeoQe3LnKD7QcP3bgP",10,380,2,200,776076,68884882
"7opSZGmevWhRDyLt5Wu38FZFjUyredGmMki4DNmxDnjd",0,380,5,10000,773274,68364932
"94qeNkhspb7DjuqNPcGUgVcnnsNuibGYuqNTvm9FnX9m",0,74,10,1000,760165,68828575
"9jYFwBfbjYmvasFbJyES9apLJDTkwtbgSDRWanHEvcRw",10,324,5,500,713877,68911580
"oPaLTmyvoUhW26QCMwLA5JNUeBYy72PDpFoXQF8SeX4",10,149,0,0,704184,68971107
"BT8LZUvQVwFHRGw2Dwv7UeqDUq7btfjegLpuz5bwgziD",9,134,0,10000,701525,67363851
"8tjRQLzor4dP4qd1e7pVDdQmsdwdVv4kSeCVEHwWEiQW",10,380,2,200,700623,68912211
"StepeLdhJ2znRjHcZdjwMWsC4nTRURNKQY8Nca82LJp",0,381,7,10000,690174,68888161
"CMPxjQDTDyXKh3ZsKP7HLwi3tvgSVpFtLJYMxbeNZE68",0,16,10,1000,671817,68847852
"XzMLju7T6BSSngmsPogeuryd6uswiimkPU87gB2chho",0,281,8,800,670985,68911306
"8zHJtME22tiY3UsSHtDJXo2J8hUfwikBxXNbVqQzA92r",0,381,100,10000,662157,68911947
"juicQdAnksqZ5Yb8NQwCLjLWhykvXGktxnQCDvMe6Nx",10,378,5,500,659948,68861622
"oRAnGeU5h8h2UkvbfnE5cjXnnAa4rBoaxmS4kbFymSe",10,355,0,0,647089,68972325
"GE6atKoWiQ2pt3zL7N13pjNHjdLVys8LinG8qeJLcAiL",10,381,5,500,633046,68911205
"7VGU4ZwR1e1AFekqbqv2gvjeg47e1PwMPm4BfLt6rxNk",10,382,5,1000,612640,68910554
"Pond1QyT1sQtiru3fi9G5LGaLRGeUpJKR1a2gdbq2u4",10,382,0,0,610431,68971890
"EcLPNfLFgCkbcTuvdeQ85pnQMgAfBDqi2dkoNVPrSyr5",0,268,100,10000,606310,68886014
"BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo",0,379,8,800,606170,68847863
"6XiVWAyRpG7wGUQPVRd2XrYdgQVQyoQamd2J8XAmate",10,29,0,0,599129,68893619
"C89gGyN6Q4N47bg5kZWGYVc3P1x3rYaHbpG3EjSLeEx3",10,70,3,300,595682,68909367
"RNXpSdqrJL6eoLrbW69Q9qsFviEwRpfFfk3HiRRRohq",10,381,5,800,591030,68886340
"CogentC52e7kktFfWHwsqSmr8LiS1yAtfqhHcftCPcBJ",10,381,0,0,579794,68890298
"HM5H6FAYWEMcm9PCXFbbiUFfFVLTN9UGy9AqmMQjdMRA",10,221,0,0,576772,68909587
"mnvkHm47ZmRKoSWuQZAfXLRiDPiKCq8PWkMWrp1Wwqe",10,74,0,0,565896,68910329
"5s3vajJvaAbabQvxFdiMfg14y23b2jvK6K2Mw4PYcYK",10,221,0,0,562180,68901133
"ANCVpxEySGWWLqqkVKw2xWYDE9UP4fmZWMCBr5t96jch",10,66,5,0,557126,68969077
"6H9J5xtcqGwh2hd2GpBHfvrnDicWk8GtvpnypH7piktA",10,101,2,0,554257,68911444
"HMV14UAuULSwqmZhsKHzaVkYAd94iWpEeURgbUegfQLc",10,151,0,0,541190,68967888
"xBLpiTwufjcuFCjbk4aCmFy7HUY5D9xy8L1EX2rBwmC",0,177,7,800,536174,68910960
"H43AYFsvhNuALQieHpLXefp1ECgEBT6oVnS4EcTsC25C",0,187,1,10000,534940,68017238
"DLKjd8DJc9NajCaHPeQL6BnhPi3a4BZm7zCdVF3MzDRZ",0,185,1,10000,534593,68505774
"8r4Fu6M8brgnL456RJfwxk8kN4iw1LgczfuXeuG1g4px",0,213,1,10000,534264,68820591
"Va1idkzkB6LEmVFmxWbWU8Ao9qehC62Tjmf68L3uYKj",10,379,5,800,526874,68742722
"bkpkQKgJMQXqwZL5dRX9LMwnsz9zkZZqCtqWfnBcwDx",10,136,0,0,523670,68880639
"HCvnhbT3Sn5RsueDisWzzn5FkW8tAqoQK1dr7cvAVzin",0,225,7,700,512050,68911399
"DqbRPQXbN8GDKWZkKiHnRjiSKPqE3rQaNgTPxdLGPDMK",10,94,0,0,502984,68964295
"Ha1VoTEPWFQp1wZjbQhBNXJftuHvimu1ruzF3xKYRPDQ",10,153,5,1000,500430,68911297
"SKRuTecmFDZHjs2DxRTJNEK7m7hunKGTWJiaZ3tMVVA",10,56,0,0,496005,68911402
"CAf8jfgqhia5VNrEF4A7Y9VLD3numMq9DVSceq7cPhNY",10,381,5,1000,490871,68883534
"4CjWMmjGtRAZH6unY8EAzDYHWKUoPKqkZoFNrgxSGnyc",0,113,100,10000,488299,68912081
"8HR5rCobbFMDe5EbgKdJLNDWVCeGG79w837BUxtsCngs",0,380,6,10000,488084,68875515
"punK4RDD3pFbcum79ACHatYPLLE1hr5UNnQVUGNfeyP",10,233,5,1000,482932,68911724
"voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd",0,379,0,10000,481913,68911070
"GAoCBDE9ABRYmhWUREDp4po4L8JgCPeQsPS77p1mx3WR",0,84,5,2500,478499,67653060
"FiijvR2ibXEHaFqB127CxrL3vSj19K2Kx1jf2RbK4BWS",0,377,10,2000,474249,68910032
"TXTXAmsarrYrTobiCzq2r9NBqfChqRE8wEfJNsYZZ6F",10,39,5,1000,464946,68887635
"mrgn4t2JabSgvGnrCaHXMvz8ocr4F52scsxJnkQMQsQ",10,252,0,0,462036,68970710
"2HQ5YHuw8cR1erRYZmemDmQVpfEMCjAvwU7V4fgdemJB",10,212,0,0,447901,68912100
"6x9uLhegx488uA3dPoq8DWHS488K4FsEqeeMXeW7kQPx",0,280,8,800,444404,68884858
"BxFf75Vtzro2Hy3coFHKxFMZo5au8W7J8BmLC3gCMotU",10,382,0,0,442475,68894007
"76DafWkJ6pGK2hoD41HjrM4xTBhfKqrDYDazv13n5ir1",10,379,5,1000,435668,68911490
"RBFvvcGPBpgkBYmJGsphoDQJD8sszSuorM7TorWm12Y",0,382,6,800,434798,68911117
"anza1Vgz2kcN9Qo6ECvf43v8RxBzQ7UpvxFoxJtLmGz",10,102,0,0,430554,68911883
"2iWXwF2Q5W6o7yntV2mkbxncB4rYHnX61y3NU8a8EFMJ",10,311,0,1000,428164,68970824
"A9V5e8ZLwQ2ArKZnCcrmz9Q92pDCkUXE5tqJmJDZkCMo",0,368,8,800,427434,68912383
"DMSuZcavta8L1w1tSiH8bALWjz6Q6KSryGG6m6Az4Qt5",10,382,0,0,418890,68969224
"DG6fVEB2Qy1jntvHVPui3R12CMqcwNNnjYPYdsbQ9ACP",9,277,5,1000,414955,68288275
"BbM5kJgrwEj3tYFfBPnjcARB54wDUHkXmLUTkazUmt2x",0,134,0,10000,408451,68972238
"Ste11vRHQJyQjcTKrDbTWAYsTXkX6PCnoEw3mSH3u2k",10,56,0,0,402573,68892302
"A11pGbZDE8fPNZgiqDjoST6v3QMdhzZ3r8W5YahCKtS5",10,182,0,0,401020,68937188
"Bwkz1ddKoGE8hgiSV6HZLXi9RBLqfBi3HZb2QujzVGgz",0,381,100,10000,400007,68971958
"DierScgiTrz5AM7mddeJLHYNvafym3XhjjdM51AnKevU",10,204,5,500,395514,68971470
"5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z",10,380,0,0,390446,68971503
"HLXktVmNFeELB5uL5nrpP4WL7jyi3TMyekxASVjDhZ1t",10,101,0,0,388750,68966948
"8zuMRTXThoPTTPLLvaiKiJshLLCqGMt9BdRjjCL19xBc",10,83,5,1000,380062,68972235
"Wh1teWn8PVimrF5FLJyrPzwzCFx5adGqjsWoTaLGsKK",10,35,0,0,374972,68939493
"mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR",10,380,5,1000,374938,68911982
"SLaYv7tCwetrFGbPCRnqpHswG5qqKino78EYpbGF7xY",10,183,0,0,372385,68910359
"ALiQdX94fYbGUt8ar6chuAN1nj8g8bKSgJ7qV3W7bPsS",0,381,100,10000,370569,68881572
"74y2qkCaJ5L17hTsz3E8jftNxTBCTvdz4P2L6qTHDW59",10,97,5,1000,358513,68964978
"6q1VNp8Vy2Go12vb8CwbjUqqj2SXr2JYftJRWs71sW23",10,138,5,1000,356892,68911011
"4udPrmxccbP1NwDJ6vChFKs5qcqyjmQff6gsKXD1mdaj",10,74,5,1000,355594,68927531
"SAFUitvicp7bGv9pbYhRJB5wu4doALqR5xB22V6EDjQ",10,84,0,0,348768,68910124
"hy1oJTV2kX9acsqpwk7hbteqXFw9VDbWvbxoamFEufW",10,69,5,1000,348529,68825335
"2ZP7DPXW6gwMRSY9PSXQ75fZLrk4gKWKnT85pK5sVPa5",10,58,0,0,347453,68892270
"J1to2NAwajc8hD6E6kujdQiPn1Bbt2mGKKZLY9kSQKdB",10,380,4,800,344490,68906500
"47hzyKgoz9Fu1HP4mR48tvAFj7akCFZKGzZqWo32sNqG",10,109,5,1000,343865,68899369
"BN6EvLCeuYdrTjGaHCyugF7sSH5uckoVoy3Kg2TkyuDW",10,112,5,1000,341560,68912008
"9sWYTuuR4s12Q4SuSfo5CfWaFggQwA6Z8pf8dWowN5rk",10,381,0,0,333182,68889516
"CCxSNvJogH6LWyoiEbG7JfcWybw2FqqCExs5GuemChGr",10,379,5,1000,327108,68909067
"GLCrZmxWYcrGMA5uRa8mmNnQurGBL2p9zrKk9DKugSZX",0,247,10,10000,325825,68827215
"FRTcwF2LHHLV2VxKB9nzNpqyBXjpKvkEs5aRuMXrrk8X",10,138,5,1000,325680,68907094
"BH2PMb9vuHxkVFMMHbH8iudCoBfUoX5tVaHfnEkKJ2gQ",10,141,0,0,322691,68908097
"NDf9Pv6TAxTDPR6ud3djsd2Ux1WS2m2YfTw4qEmSnQH",10,381,5,500,322394,68885338
"6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ",10,379,0,0,319397,68971910
"SFund7s2YPS7iCu7W2TobbuQEpVEAv9ZU7zHKiN1Gow",10,381,5,1000,318268,68908694
"4m1PbxzwLdUnEwog3T9UKxgjktgriHgE1CfAhMqDw7Xx",10,288,5,1000,317962,68908068
"GB44NXtM7zGm6QnzQjzHZcRKSswkJbox8aJsKiXGbFJr",10,381,1,800,312886,68912219
"78QvBqfkWbDbyo1DMb2ku42r1UfxecwptjbPWJqxkX6E",10,381,5,1000,310760,68903915
"HJmfKJjKiyuuxFUuXgecgD5gdD312apCpHwZt6ETuRMU",10,60,0,0,306644,68911645
"3xjfK9C9YNcta8MvK1US4sQ3bc6DEjoJoR3qLExGf9xE",10,309,5,1000,306404,68787170
"3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7",10,380,0,0,304842,68971494
"3Gzmaw7NVNeaTzYBySzSwsU8ctTNy2DBRkxi46fumw3X",10,50,5,800,304458,68880661
"1Dadio3JRvpEjY6iSmXmhbGy9RiU8Nxh2GmoVbNusbE",10,325,0,0,300962,68971113
"A3ahHFBFkPkuLMhxLGEnKVVZu2J6Qy8Z7z2zozyXGhw2",0,382,100,10000,300057,68884375
"4ibf8qJirtoBGg7gSD7V7CeCKoFB96PBYQ3J5QjSmAob",10,93,5,1000,299340,68930972
"4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN",10,382,5,500,295233,68868916
"BoNKvwirX136zCjcnayEM4W82vn13RKkjm1Sy3UPBdim",10,92,0,800,289092,68912060
"FrtCZRajYfrdoZarPxCsUB6f66ga5DPSXGz4F7VKyfKP",10,73,0,0,288890,68911329
"2wUhcnViyzstvWmk7NAboKtjbFbqJPo4BvFBV37dacLc",10,380,0,0,288754,68968556
"GA2t11gJcmuZ4y7pShTzgYDkxVaJaVQJqkVUqojhPPsT",10,381,0,0,285107,68910542
"nymsndUdAZyUPpWYz5VEg8Ghj9cFvwTRgciLogpmYaQ",10,261,0,0,284685,68970929
"phz34EcgWRCT9otPzRS2JtSzVHxQJk4SovqJvV1TQk8",10,284,5,1000,282488,68847030
"ADoJoWDcMS7HVW8cMu5GRvy3FBm3RG5bEWQi74YRnwKt",10,23,0,0,281295,68844529
"2NXwP6K1ityVnvK575SY7KdoEkvPHrfcRLY7BJRBk4ht",10,73,0,0,280251,68910519
"KiNGunz943rm3mJmnbELCTSh61EPqbNATFiP9XbFb9G",10,48,5,0,280053,68971370
"VotESBSkLKU8vebS6wTR2rzWWJsLc6YThYS6tebPxXq",10,284,5,1000,278789,68907080
"EJHf5N9is5spAF5Kz384tTvTV3CwTka6qzUoZrYm53SV",10,171,5,1000,278602,68970002
"538iREQi6JxNqDHsMJRAJJ1ZqDQ2tvYuS8tfhtb7BaGu",10,83,0,0,277153,68911186
"9bb63m29Xy1KiWqijLs3f8adTE4KcSmVkt1qPxGkbkna",10,79,5,1000,275086,68923545
"Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf",10,381,0,0,274081,68912215
"J2nUHEAgZFRyuJbFjdqPrAa9gyWDuc7hErtDQHPhsYRp",10,382,4,400,273357,68911808
"EBVj3uwSKZpqEb1K267JaPxDQhULVqCy6hYeQqjsPh81",10,322,0,0,272524,68971540
"JnGGar3XbAN6J3cKGRbNajCuhqnc9XWrk6WWr6hDmuM",10,229,0,0,272522,68971766
"DPsW8v7gkGUbPPRnraS5e163bDepd9tD537X9S231T2j",10,93,5,1000,269350,68949457
"46mwXQRqWwj8Jp4ZR2tL1Yr3Snm99xDfKUs5jz7hLmEK",10,261,1,100,266694,68896490
"3ZUQekqiZoybB57y49eqtvSaoonqDwuNbeqEGwN88JkQ",10,151,0,0,266304,68971265
"bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8",7,381,0,10000,264996,68971326
"5BAi9YGCipHq4ZcXuen5vagRQqRTVTRszXNqBZC6uBPZ",10,381,5,1000,263888,68911662
"R4spmF6oFW6wMQHv9L3PCEKumkspN3nveQihWyDAdRy",10,103,5,1000,263011,68960746
"H6rbcwuQtadcv9JvxLM7GEskF6xFXnrNT3iPkk4RfyBE",10,59,5,1000,259995,68956528
"2DNGsVZ9rg6RvT8bY4SGmGvyiVJ4xt9RL3NDd6uhfN46",10,84,5,1000,258289,68922674
"9RXDftY5xyhtYyzk4z7U9ddvBF2Z8DMfXmV6P6du9dxS",10,210,0,0,258179,68910028
"34mSDco9FM8599y4QF1GJvyWUrPixeT3zRNZAvzNXF6x",10,84,0,0,257975,68966365
"1234LB7uvDC23rdCQoK8C3jNwnovUNyeKxz8wC3dghJ5",10,381,0,10000,257823,68910720
"6tgtejPHUHR1pECzXqQT8EHZqnKCWZFSqdZXDyBaKe3b",0,380,100,10000,256383,68052948
