"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","max_observed_commission_last_10","max_observed_mev_commission_last_10","avg_activated_stake_last_10","total_vote_credits_last_10"
"ZRXVeuNBGo5ynDyxnJut4k8srw5KNigVTYKkq3tDrb4",0,12,0,10000,20,42949672950
"8YxrpeQUEhdgBzaGSaCQMwNQa7YYPQg8iV4ykeHVRrw8",0,0,0,10000,17,58494944
"ArL9E6WFZzExCrJgFy68w92zErZs6zHHFngXkZd6pZtc",0,0,100,10000,15,55124578
"AvDxkBtVZgauCHTMLMUMFCG2GfnsN9zv2qXbrgAoWUmA",0,369,0,10000,13,38655556167
"3wnR7phx1zh7dDyRU3MJEGqrvTRZDxH44SykRsenKSbd",0,131,100,10000,12,42949672950
"DggvF7asrbjrqvcvPPRKovy3VVvjCgvc2GnWVusxq2MP",0,368,100,10000,11,42949672950
"33JxTD3GkHU8zePNVNjJwEM9BFChWtzPdGFMwL4Ar6X7",0,0,0,10000,11,6898226
"BBGumW2W9u8NEpkKeK4Gq1dCL2dUzAcLVPoPFYHwHHjm",0,305,100,10000,10,38654762281
"TRAMp1Z9EXyWQQNwNjjoNvVksMUHKioVU7ky61yNsEq",0,0,100,10000,9,68911596
"TrutHUEykD2UsmAq7W3hA4r3XiQxGLqhENAwo9522xa",0,135,0,10000,8,42949672950
"nxtHdSDmUZ8dWTC7KuPp8ZLxVVxhim4RCL4pmaQnLFA",0,163,0,10000,7,42949672950
"EsELtZoep4TYcugKyMnB4ZWZYxn99V5Vb1TwexDzFey",0,367,0,10000,3,42949672950
"A9imXij39MJWMREfxxXxfcrU3jRezNuWXas5KgZgpi1V",0,42,0,10000,2,4351831868
"DgPHEon4S2ArZ5m1NaNNyCbhr8Gh2fsMN7vAjx71GGq9",0,0,0,10000,2,20682678
"3Fadb7PUszCuR71JNP9x1frXSFCQmiZajew1m7Mbnn9q",0,42,0,10000,2,4351831753
"BJipnsRJCxgcMoYc7Env7ee2YASTtwLuyvD23AsJ3E6U",0,370,0,10000,2,42949672950
"FKBPfTuoqdF9yTmMJowTukend68EnyWXQXdc5Cxd5rSa",0,0,0,10000,1,27580858
"EwtnPXAgJsN8GVpX4GiJc1pSKcMGnCVmwwDiXrjuC3fP",0,214,100,10000,1,42949672950
"4VgntoyhaZ9TFXCJ73xNSon3sL4ieV2yrACRFSCnzf6i",0,344,0,10000,1,42949672950
"6ZUCygEHeA1MRgdxZ4V6e6gcAsJz1e2uDA3e3jv1bY7M",0,190,100,10000,1,42949672950
"2bUEQXx88Gog7ysqoAfY3mRdHtw5eYdfeCkbcMsm48RW",0,0,5,10000,1,68888163
"A5dLWA1kcZZSEjrphF814Da7PW98gz72eG9EPTR4wuqb",0,367,0,10000,1,42949672950
"BWkvytz3MAiLkUbMuYK5yV1VYThbBYYQYG3gdef8NLw5",0,315,100,10000,1,42949672950
"AwmxY25ecvuLxRJKgnVX1ZnjYZcYzZX8vHwkCx4x1FZw",0,0,100,10000,1,4323257803
"8uoJXyrWmE8hL5Kx3Z3zjC9S4zV6FSeP5NQEw2DTqkfU",0,190,5,10000,1,42949672950
"BUS3ixL7siraZR1tLhtquN4useHGRT87m5NJHLuMSSMp",0,77,0,10000,1,68964416
"E5gJwVRSckjhGnXMR9wzuiELS1rDN8CJWnsEtn24z6ax",0,37,10,10000,0,42949672950
"2PpHNHPLseBb4doTu1ajTwAxCrjmu7ubReDHKPrjxi9F",0,363,100,10000,0,42949672950
"ARK2Lvris4VzGVuY2je4sC6EzsNJhkDiik1ZAoL6KKgZ",0,92,0,10000,0,42949672950
"G8GqFzoEZrxHqV279nYxD5PX1vWWHvxWHkBDkXU2qMy6",0,163,0,10000,0,42949672950
"A2EkZkqEfk84dxKpD2ja1ygtgNFmavtcwZj6m4tYnaEu",0,63,100,10000,0,42949672950
"8SvCoTWmD6m7RxWLG92cWcQ6os8Ebd87vTYJ3yRv71MY",0,66,-Infinity,-Infinity,0,0
"3tQ1A2fmtwSN1hbTAHb42MJaDbp3ebZm4vSXpwoqUZ2r",0,0,100,10000,0,42949672950
"3aHzcWLrkY2QrcDSR3bMbFWURRJWFojxh3o8wbEghXZ9",0,260,100,10000,0,42949672950
"Eyguy5v25fonYVzPPpQ4fTGFjxkSmQzcHz5X24d8VpVQ",0,120,100,10000,0,42949672950
"nVu3zzzLXJJzvoozEaUCyNFnHE2ZTgjzdG251EMW3JW",0,292,100,10000,0,42949672950
"8iQ1B7D8eUpiJonRswHTBoy1WUEuj4JtPk4BzZqG3SD4",0,93,0,10000,0,42949672950
"5fdEXhCBKC7FRRsH64asZCSiwgNXRozxmzb1cFzfrtWM",0,285,100,10000,0,42949672950
"9rY6YGuR5tQZvy4YjZGi7oujhjRSR3zqmCXX5LGoHmas",0,172,0,10000,0,42949672950
"CqDkE6NwoHNyRdU3x4h52pKrf3iD4RyTszwhNYyRyXKm",0,240,5,10000,0,42949672950
"9J7Hvujf8LZiKBaXGmA1XwYszfVenieTdta1imwoC3QD",0,46,5,10000,0,42949672950
"FdPUY1RZZJcmTo6gj5GBXXTSa6Txwm9zP86WY8SUXQKM",0,69,10,10000,0,42949672950
"A4hHNvkF2eDKhzZWehEBDzAcsMTcMUVXJypBgtk9TpDK",0,71,10,10000,0,42949672950
"9VYdbryFqLNoAkxy3xNKv8HTTWmFFAeknWcxxmZqihuR",0,0,0,10000,0,42949672950
"8RkDycDZqFSt9H61Xg6u7y3ykBQmNcLfeb3aGSCohYkC",0,67,10,10000,0,42949672950
"H7JJ6aE73ufbUuDCZSQMxguQsj28XHe4VQyMk2hsVGoo",0,310,0,10000,0,42949672950
"GqYJqegnzVNpyKUPAfomqJyN4VfxRyaZxrWg6o5X8KSM",0,0,0,10000,0,42949672950
"GWoMsvJqPos37RfSqFsnhhP1S18xC9jjCvXVyTyiM6mL",0,12,100,10000,0,42949672950
"HuWHEi3opAih9GGZ4YnvH6vDU4Pji8aUra8CM8hku4Vj",0,107,7,10000,0,42949672950
"FJS1suo9Zt1AhnhNNENGsKZPrWGpk6zvuyAeFR5W6Ga9",0,79,10,10000,0,42949672950
"3zH61eoL7aL626arSqKEbfsx2kPb6P3WFU9ERUWciPSq",0,166,5,10000,0,42949672950
"HdRcSKhqD4iG91qtsFpgATit1vZCcJQgbjnZoNdHmnC5",0,289,100,10000,0,42949672950
"8MWWo5WUBk1UPUAvCrRMqok41rktkesmhpDmofJNRT7S",0,73,10,10000,0,42949672950
"AGec23eWXVGg14JRKRBXu9nXxKuqTHDfq6jk9MCcKpWp",0,51,10,10000,0,42949672950
"45QjajX6Gw98fhfLRmYFvoHTLspoYRtQoQhfzvvomwh3",0,0,10,10000,0,42949672950
"4s5kzHqDyQL2PKdYnZ5XF33Ho8jkP64xYHjmAVKqGGGk",0,0,100,10000,0,42949672950
"BBXLiDyJiBxcKywtMxkqCNeruhZVDXA7ZmYYfQ25P2ay",0,71,10,10000,0,42949672950
"69SajSVq1tWCF7fNWzu6W9fEcAC2FaTVgKZnbZzGSiaB",0,120,-Infinity,-Infinity,0,0
"HNXuDfYtRnRjcUJHqfNg6sKzeqfz3YBCXeZQEBwZJg16",0,260,-Infinity,-Infinity,0,0
"99o7dKHbULYYiEeBphoAXtoCAF5LxHSqdq4rNyNFc51n",0,0,-Infinity,-Infinity,0,0
"A3GVugPZjqiuKSHtWSbH47Q7L9auC9UbTYS2TJCqPxMu",0,125,100,10000,0,42949672950
"89jnaTMuq5aXUkmpLbykRNaU16i7Du6QywqqPeCPT1Dy",0,159,0,10000,0,42949672950
"28E8jAYguhHPuuMKxQJpSmU3J75zi6iFmktYbiam8eyS",0,235,100,10000,0,42949672950
"5mSBnz3zNSVzXQHxBmrTLESynukH2JHVcCN14GHtVsWD",0,294,100,10000,0,42949672950
"Gfho5i3wo2HiLtG6xPftvyHM3GQr2KAV2coUU9mhndLE",0,126,-Infinity,-Infinity,0,0
"ET5johBaPyWugD2Mx1zbTCvvbedxZFURembUHng1rzfZ",0,100,0,10000,0,42949672950
"3M4QYXfFM64wqSpSeQZWA6PJNmR6QQtF64BLzA9SG7ZD",0,242,0,10000,0,42949672950
"85XktcbZhsnbJhsb1vueeUJhpDetkk8UQ2UzobSYEjUS",0,0,-Infinity,-Infinity,0,0
"8M7fvH3pXSrDK8xaNXLN6kNxaAL3J4niRqPvzQru7X4w",0,56,-Infinity,-Infinity,0,0
"HCcSzFYYRiivwEiFkau9txLMKMmxrXSDswAh9WQcGtTy",0,32,-Infinity,-Infinity,0,0
"HB6Zxoagyq3kXuCD4HKffBwH1BmMrvBMK58WQenfRqB",0,21,0,10000,0,42949672950
"3Rv2AfJuaunDHePFPGiDkN828nwzsbcZ5nM8jNdW2i2a",0,257,5,10000,0,42949672950
"779oetuUCvPN31rm1bf4DF3shoCGGAXdjVyni6CwvBPQ",0,128,100,10000,0,42949672950
"6cEvDrwXz3Lq6J5s6iFtg3hcuYoznPPV8g6JZ1mJ5aVf",0,244,-Infinity,-Infinity,0,0
"AZu19pqPb66L5stguwCDEaGoKHBXDr2xzyPyoWxmx3MU",0,29,-Infinity,-Infinity,0,0
"CrdE3LLgvBDU7wkiPJHRH6mtspSWwZmUd9ybhrtG9adv",0,0,10,10000,0,42949672950
"8tMnVxscJu4zgBc9SWmXNHoY4UyERSss2ftHbPnNWBpU",0,125,100,10000,0,42949672950
"9rCg3Nduf3YSPkvYWw421n8Ya8EUJ5KQQvkQaK7G3DkM",0,243,-Infinity,-Infinity,0,0
"BBp6d3L1tSpwpFpS556vneeUwct9Y1Xq3hiKk9UpkAH2",0,0,100,10000,0,42949672950
"A5tXuTBECLBm7DwHcUvPJrqFbzCuBpj2Vm57E8vnnq5W",0,85,100,10000,0,42949672950
"HymVLhdKah8BrZj4FAXJJYH8nhWGqjqvFvPFJM5L5VNa",0,283,0,10000,0,42949672950
"531ABLCYsNQ4xztxHfoCc4xqEQ8xiEWWSP3TKDG5s7hz",0,261,5,10000,0,42949672950
"34y979fA5NqHp9kap5Hfsa1UQXXGjJ1XtwyYDta2BQam",0,62,10,10000,0,42949672950
"DfWrf3vVkqkMQA8vYoJ8mVBHd6tTHjkVBPJ84CyTAybo",0,68,7,10000,0,42949672950
"55d6G3qVzKfZ5ZWQxaExw7rJSZ1sRg5EQfXaJAo6vwwZ",0,247,5,10000,0,42949672950
"8EKcbqKnQT9SV7hFUmfpJixZ63GL5btf74umgPQWsMUH",0,311,100,10000,0,42949672950
"H93RwxeM7x4wuCBVRxAdj6TvNpqPWBKecjGy839bADFf",0,0,100,10000,0,42949672950
"F4UVoVGgmd2aJwnfz3eojQ92P9AvYbRG51z1xnEj8tFy",0,203,-Infinity,-Infinity,0,0
"2YnL16L174Tj8awY9FfRfR5odpGNEbLnx3dM6CRt9L81",0,266,5,10000,0,42949672950
"ArgSLuXhyJzchuv8cN7oYzsVaqiAZwgdvG6nQgyg3Mhw",0,358,5,10000,0,42949672950
"6GoijNiK3JZVAY96ykCfPhcJnrQfrQMLvrQaX5HyMVhu",0,285,0,10000,0,42949672950
"f4ucVoumj9DJ4Ab5rtpVpwQUS2m4798JZT1HUmEq86q",0,31,0,10000,0,42949672950
"H878keHKWKrviodvW2m2PsoV5ehiQX5n6hbzDQCkSrET",0,38,0,10000,0,42949672950
"JACKAL92c9YbzNqkJR1XUNAC2uZQNNNVFnRbsZMBEwH8",0,74,100,10000,0,42949672950
"EH98DbaKkW4b987mJAHQ89c7z4DAviZZMmAxX3LkABCe",0,151,0,10000,0,42949672950
"4SzV3GRjEFXZ53LmJ5kbbi7MMNKux52DHnAy14ypqoP9",0,64,0,10000,0,42949672950
"2w8hKGcg1gXZEs4cysMzjHPCHvcSZ8vVjr17gTcYjhcS",0,66,100,10000,0,42949672950
"4vggdLQRGJYvBkgbVh6kEWhyBzua1yYVpZKh4GeiLo6w",0,290,5,10000,0,42949672950
"B8He2akyLzFbq8qLooUNP7jTkcKA2a1AjyfxieWhm4H4",0,74,-Infinity,-Infinity,0,0
"HnHDn142kXEKCPCdUNYYoz9LU1my9z4a867mswrFZJ2p",0,61,0,10000,0,42949672950
"39xF5qkfK5HBaG4Hkq6bjumUB2k4B5ozEAmfZoobhUVw",0,309,5,10000,0,42949672950
"F9PZNSEtgbqmgsa4mkgkAuLFYQ8nHzn1UqubJQiLkBn3",0,304,5,10000,0,42949672950
"JE1aJz8A3ghPPjdrHV8P7wdsTHs6tg5E5A4pdF8AzTHe",0,68,10,10000,0,42949672950
"4BwKbV3ViY9huwhxRrbYWC5GgRUCwEe9k1YpFqFC7kQa",0,219,100,10000,0,42949672950
"7cUkUBJKGHEH8dT6FrJG7TfifE7ZUjhu65NakpAUZuP2",0,144,100,10000,0,42949672950
"HqeoSipJHfpzPwnr4UE7wuiWRcBC9QHEqjjLZjHoi4fU",0,0,100,10000,0,42949672950
"AVWnWgnS1ysX7ymBbQ9pMdWnt2hpweWGYekHRM8mxpQy",0,241,-Infinity,-Infinity,0,0
"6CEi8mpebENyYPfPDpXRHSPbJBUHEFwU7ftLVhwBSamt",0,124,-Infinity,-Infinity,0,0
"HgovzvawYMRPY6Go2kaQF1vLR4rNixooHKrUWSH6aW4C",0,248,5,10000,0,42949672950
"H4KS2SZJSNjrXkKh3U4iMZ5prGERxX8cpqpFrMF2KY3H",0,11,10,10000,0,42949672950
"BxmU7o4P4zhp8aEvmu2shwXinWnr7A1oxt7VWy1UJWLx",0,72,100,10000,0,42949672950
"BgheKvqFnT6qEyBtweMGGBRGtgqzb7DxAYn13uXqfoZW",0,247,-Infinity,-Infinity,0,0
"8k6ypMuCNYusZxwfmrVAWPhbhxgSmu7sSUJnMCow3haE",0,0,100,10000,0,42949672950
"23Zb7GQBxknEZcBQYAgbjaE9Z8waYcgig6aFUV6birfy",0,78,10,10000,0,42949672950
"3H7SgoocTdmTEfKgA1ZwB5z7WYAqzryb9PdnNbQYuZaw",0,0,100,10000,0,42949672950
"E5sX5xLsupKowpCmSwiBRgPvhUGeKKPGHDRYbpU7rzXE",0,142,7,10000,0,42949672950
"7zRyjgPbeh9HFhpyrYCG6CyLz9gssxgoJamj7CSG1cZe",0,0,100,10000,0,42949672950
"B1u3QSjYXHhiD4iWo6t3MwbSnRXjtsguMYZjYGXu3FZK",0,149,0,10000,0,42949672950
"5fDZt4wStbJ7WQfax4bFmmjCXC2ChzHCoKHf51GkdwSF",0,77,-Infinity,-Infinity,0,0
"4GuFVsx5XMjo2cseXW13KKWkM6XMDU3Jjy1c7PcEQoyW",0,148,100,10000,0,42949672950
"3nXt9bgKndN7LTQUMv4G4DkQVoUdVkdcbqwP5fcX2mXQ",0,12,100,10000,0,42949672950
"FM9TSfBK3Xcdj2KY91hUZveSbiTDCBbaYkDbL1ksdwvn",0,121,-Infinity,-Infinity,0,0
"EdRyVRC6ugMbPKzC2REMuPsNPpzTADfbJLepAtGKYkwe",0,33,-Infinity,-Infinity,0,0
"8bEmDNEhxtcHBarVzCYwhcqW8gmzDkoQ2pWwuPbdfrir",0,1,100,10000,0,42949672950
"5wYHvcKbCHPsT9dhEZaVZzoVY1qA7bosKRzKczpcaXpq",0,307,100,10000,0,42949672950
"H4cXCqtAy8qdu9qe2dSxoPhUscMTYVrmVBXyPqRVTNR1",0,162,5,10000,0,42949672950
"2zTwGrCrmXNvuhmasxZerKd8ep43Rr2MMoxgs8xS8gWb",0,249,5,10000,0,42949672950
"BWjYF7ZX8b7Hbj1VHKJVPvdGmxdh59psWotJb7pLBAUZ",0,0,100,10000,0,42949672950
"VATAE86SKc1iedLzrXXc5ubPwBUgWeDDdcerV9qAKw2",0,63,100,10000,0,42949672950
"GB18piyeEUNs4VYbSQvjJguGzSZVhyRJR9ZpAAaEuCEa",0,1,100,10000,0,42949672950
"94Fybch6SXbRxRh9JrKEmMgsThxX8andVUnQ9BuHxjar",0,113,-Infinity,-Infinity,0,0
"GMiBDMmwFRZfxVuHt3bXe6ZF7mGUBGWKXHLfY97NwQ72",0,177,5,10000,0,42949672950
"Syrd4L1eGcZdhRGoB9wb4aJKKJKv9gMudZLMnXdV7AR",0,118,0,10000,0,42949672950
"4MpRU9fDDSQNNTeb4v5DPZZTKupYancGksH679AKLBnt",0,339,5,10000,0,42949672950
"8etsTs3g9a8viLGq66sx3dkUNZY3GJz1U7g4u5joKH3q",0,114,-Infinity,-Infinity,0,0
"4kvJVrawavzHufY77FGwwbj8FWQYtjoaLcPLSAerJWpC",0,63,100,10000,0,42949672950
"32XF123reKzEvDUFHPSqhDG5h8mrENUFsiV3gY3DFjMy",0,0,10,10000,0,42949672950
"FSZ4GBucapayiQC8w1VNpKDmzM6NZDBSZmEFZsgMteRr",0,341,100,10000,0,21474836475
"GSq6gf4MZ8RgHKFeNkop1MvoKVAM57CsULVa7CM5BydR",0,0,5,10000,0,42949672950
"6zvpPt26s3abg8SSj5qNbfevsGnWXubanXFx7UdxoKai",0,67,100,10000,0,42949672950
"BfbkjGQJjfA8DDD6Pkkdc9c2okMQ2pzrg7qpbiYs7TGC",0,180,100,10000,0,42949672950
"6PUwMGtCakHqyrY5o92jN1Pj1W9PPtCVVBBCZLrxLAA5",0,105,100,10000,0,42949672950
"8t6oBySMEPCMzs3K5ebhAnazse6EzC2MptEgmuBbKbQm",0,6,10,10000,0,42949672950
"6PkUiPxyJ2zMwn3aJS5Nxwny2278AP4VrosE2rhmokk1",0,63,0,10000,0,42949672950
"7YzmMGQhrE7VaTiDFnb7R633gquLEKmSpwkXG6u64fhj",0,160,7,10000,0,42949672950
"DU7Xi2JhP5UFUZaLgPkne2VkQueJdts7YosdHyYcJ7bE",0,218,100,10000,0,42949672950
"8mdLJZ3Qioz6DqY2UTmCJiX21xTzoTmtWiK9t5d3HxXg",0,0,100,10000,0,42949672950
"8BBj8dYa49CLRwPkd91Q1eE2q2mJFyTsTD4FAGSci5FB",0,0,0,10000,0,42949672950
"GBj57rgnT8gvFdU7awQ1u4toKxMGcHGHp6VVRXz34qyV",0,221,-Infinity,-Infinity,0,0
"GQcQo83ERtkrqfTmjb2HiYnBdNmXBr95z1nGSgZd5ujY",0,0,100,10000,0,42949672950
"HwcEWmU5G67QwQfUX4KG1euJXEu8joL86T2ZBxXRziby",0,126,100,10000,0,42949672950
"7PyKBtYeE6kmv9YyjNcasC9PZNj858QcBy4ZriFffTqB",0,5,100,10000,0,42949672950
"H3PePkvEDsq7kUaHttsjkjxHf2Cwiay1cyLJhakstg99",0,302,100,10000,0,42949672950
"8d25KBXdovroNVbjRmvDeW7H3QMW2nfZZo7G9zQ693ki",0,361,3,10000,0,42949672950
"7ivW2gg6DgMzvjnp4L2vXBixrtjXLYgKueQKVGtrtREp",0,77,10,10000,0,42949672950
"HsNWtuPCpqFLzGdFHjpBeJubxAAJhnTNBWjZbUSUMgnU",0,0,100,10000,0,42949672950
"Gy8L5n3v5if9pd9Vp1R5hC3eRtJZV8i3faTyNB2VR9u3",0,0,100,10000,0,42949672950
"FLJSCfUjREZku7hK7cB6aEXCVMY6sFVoyn5gMoKxSDkq",0,111,5,10000,0,42949672950
"5CcxrEwDtJYJWatpYd3Ngo5TjZa61WTR279KetxRXJde",0,144,-Infinity,-Infinity,0,0
"CraRZ3Pk5mJC2sfGXGH2rFRYjr8LPVz2gLowNbujcND3",0,242,-Infinity,-Infinity,0,0
"EARTHZeTM64X3UMYf5rcWonQkTCn3uifEwutBx6e656K",0,119,7,10000,0,42949672950
"F1hnW5XU95uyMZ1zfCqC8w6beJEt99CfbJVoFQ7NZEuL",0,123,100,10000,0,42949672950
"F2wLWDvK3FsvHNXQka6zqQMz3rg5ByuhrcnrMd9URhgk",0,127,100,10000,0,42949672950
"xenVsaCkZwQM1VZ7D5DhgmFVBPZTyTy8asZLtpbRKxN",0,116,100,10000,0,42949672950
"AKwLPtEbA5EDJ7dapH8p62gbhVC1dLNAp2DqyZMSPjJC",0,124,100,10000,0,42949672950
"94hdc73PTrQAnWkzGqCJqmUPV4eMoMuzs8KtSoeQLVfB",0,44,-Infinity,-Infinity,0,0
"9UL36jMUb87NLqGhMDTZdEreZQ4gjQMcc5w5p1B4JaNS",0,262,5,10000,0,42949672950
"3xUTfGKLmjP39oGDj3g2tX18vV2e3roQCAyZ7PjCnC2q",0,27,0,10000,0,42949672950
"Bt9u2Vmxu4B8Kkjv6RagPskdeJNS6E7nGci4d68HJ3xh",0,0,10,10000,0,42949672950
"GuPUYQmbRN7mdoMNDXW9sq3KTAFjL2GuxQPVhTZoFDhN",0,86,0,10000,0,42949672950
"3YCCGCuCicRggDgdK3ixZWXNPVRYfQxvytDUgHFrRFJ4",0,245,5,10000,0,42949672950
"7z3wq9dTjdRBKGpapQv6FugsdSUKxZTEEkzSFaUG1noE",0,134,100,10000,0,42949672950
"E1do5f7LRZAuBGrUa7kmaZYiW5G93bbt7Q5bhPbALMLD",0,0,100,10000,0,42949672950
"p2p6sw1z5bCjoEtTAVrccc2gCjZm24q7F3SD62TLekk",0,0,100,10000,0,42949672950
"GVEADYM5kjjYYs347YF1PufWv9sEBKBt9Vvqc2Dersri",0,149,0,10000,0,42949672950
"EHSN8HePAJHpaMThxxcS3Pv7X6q5hVg259Q9MtXEuY1h",0,121,100,10000,0,42949672950
"3khMmeupU7B6ZSDSbTX5cYtME9yVqeJ178PQD7mCE7g1",0,320,0,10000,0,42949672950
"EEgn6UpRjJZYntNQnEpodqZeShDeYhHDyPJccziQ3rhh",0,120,100,10000,0,42949672950
"5enTTfG63W4JUzCpwioeLte7827NrYXUgGr6z7Rm7xf5",0,57,10,10000,0,42949672950
"CFxQ1dFznJGYdskGXCgayJkt5AVsvN2ms3PTHHvqooTx",0,112,-Infinity,-Infinity,0,0
"FKCcfoLt2pq7boiNqRGucVq5LE1K5Dt4HALCx2WbEQkv",0,314,0,10000,0,42949672950
"9SwKtFLWA8HZKSPCgyA78Fq42nBdrTTGMswqkUaA1oAM",0,68,-Infinity,-Infinity,0,0
"EzZEi48kvDWPJJBM1z9nmjpgRyMwWJwaa4xVW2U6psPr",0,263,-Infinity,-Infinity,0,0
"4seK6kzJpJM8o1Sq1oGKqiAxLkxk5XULQpPCbzjV5tQ9",0,0,10,10000,0,42949672950
"s4VEVydfBor1CyCDXJNNQXzFFPnt9UFwuhM59NXjotH",0,166,7,10000,0,42949672950
"G2b1Pi9kf3KFX73V7kD3PdPxYL3iJxc9WubMa6Az1kWs",0,64,-Infinity,-Infinity,0,0
"AsiGmWgxcbZm3FdbYHJ241pqt7r5FjUndATazYeJ871w",0,286,100,10000,0,42949672950
"EjuTA5P37oBg1oHTg4aWarNcLp75gXxu8zA8CCmTYxJ3",0,32,5,10000,0,42949672950
"CT2CzbiNRz8ccgWQZR4BN7cpm3rDyWyQxUf5MNbMom7n",0,187,100,10000,0,42949672950
"5pkXTTVgxvebUwtfCmZmMeJBhKB51BeiZbguo6ZrrSas",0,114,99,10000,0,42949672950
"5DdTnS7xoNu7epBPLtmxiVtrf8F1Y1kacRRyA8g7ZUWY",0,64,100,10000,0,42949672950
"BCRg6hEiLbrdgaTUbUbuz8deDcbyCgP37fCBMGqNhhq7",0,343,100,10000,0,42949672950
"6sV5G1kZB3ARPMWG51A7Qb5vw5CboK31A25Jv4dT4YY7",0,0,100,10000,0,42949672950
"F6ui6Rz6cCKBtyrSBqnNY5RzTzENdjFFpTJZYw47GD31",0,161,-Infinity,-Infinity,0,0
"BtUD8v5vEXJ8CSUo2qQq4vqQxKSiLKUp1bxeeGLJsPXM",0,119,0,10000,0,42949672950
"ATRFbtnsDd9ka3eZooTPixm3AjicHxod1BAhNYBMsj8K",0,287,100,10000,0,42949672950
"AE6xdVD5e92ZgevjWAamoF5kuAu88AvmUv4RRdBcoyz3",0,182,0,10000,0,42949672950
"9bpq8VAugtLeeQx2KF5x2RfK93jj4zSfZ4bPVhyHUJxe",0,124,-Infinity,-Infinity,0,0
"CP4UHXqiTf8zesbYZh4zyoS9jHGo4w4RpDAQ3y7AGEhi",0,124,100,10000,0,42949672950
"3uLws5GfgvHPSeLcmP3o7PLfoF9dp8QmUTWMdFJvQ7pA",0,64,100,10000,0,42949672950
"mnde2ZW5LdekuDB9ywYsKeZvpNUqRXACnGks8d6TShC",0,313,0,10000,0,42949672950
"EMW5iyYF1P49i14kHqw4KEn3jdNRQAm3LhQDmenyHZdm",0,40,0,10000,0,42949672950
"6bb3VS1Mx1UBEiyFbrdh4QeB4FRVCBwreL3C9mWvKWiH",0,89,0,10000,0,42949672950
"Fi5PyZW2FHsrDWvHRwNBiAAuHRg7467jhpEwC29zd567",0,84,10,10000,0,42949672950
"AAZdEa1krazg48bTnydEsDzNmFrQPt6T7XxhfdQ65D2r",0,119,-Infinity,-Infinity,0,0
"4o5Ti7wcsieUJ8eS4Ep1LERozxNmAWMDXWsta7FDzJzQ",0,121,100,10000,0,42949672950
"HgnzcyRq7xKRSZWBJ2R851gw1X2aFYD5AXYnwrVy9tni",0,63,100,10000,0,42949672950
"HiP3SG8KYsLScE3U8QxcQQKkeE8RCHuKXpQYBsNJ79xb",0,64,100,10000,0,42949672950
"B191sdbDFjEmLLNixWEfjsoxoYLbr5hnpT39KKoqgkUp",0,284,100,10000,0,42949672950
"6V9dZnUaR3aNCKskpj5uuXqVezi1PJE9fJnDwLQfNs9F",0,0,100,10000,0,42949672950
"6mEgxgVus3rWJrt3qFk3BvEV38SVHNCqBdQJXxLBbcst",0,242,-Infinity,-Infinity,0,0
"Cbgpu9mePde2S3YPEDbVECdi6NNnXyGJZDba2yZ35qkX",0,63,100,10000,0,42949672950
"CX312wwMGh4j4vRfpfHFSr32A7wxeESKvjp9iZfVaRYP",0,0,100,10000,0,42949672950
"2ueVedJz8CZm85wet8vxPGX2bD3VrhB9oXk46ym9rcDA",0,262,5,10000,0,42949672950
"3CU8fbSAvMkvHW4YPADYYeq2MupaYa7GVaZDQ4JhUY7M",0,123,-Infinity,-Infinity,0,0
"5YL32Gn6c8bPhum6WEgwnCpdtM8t8mSxRi4urcVvBZrj",0,72,10,10000,0,42949672950
"Egz6nSLqdTaM4xPyx6ZerwWqaNJV7NFRprXJtFKonASV",0,68,0,10000,0,42949672950
"5HedSkUKfYmusiV7rAppuHbz7fp8JmUoLLJjJqCQLS5j",0,121,100,10000,0,42949672950
"5oLiDYN5eSDRkjPXvCPVD13aHuT5AG4zx6728BKPpWzt",0,2,0,10000,0,42949672950
"AUPqVPW8XTtZSxx2i7QyNkkTKgHKY9macRSsd8XssNs2",0,62,-Infinity,-Infinity,0,0
"6GjZkgrdkS19Ws5Zy5BEBgrHqgwXZynr2biHjTZb1hdM",0,242,-Infinity,-Infinity,0,0
"7FpZvZikG9RhTFxrCDA3g34q5o6tipTyhFPkt9EraVWw",0,127,100,10000,0,42949672950
"E3yhPs5PPN4RZh8FbJo2eqtdrAYKCK9H7pcSD1vCNCP4",0,321,5,10000,0,42949672950
"45EFuLYe3dENpTgxTb44xB7NCozKdZpdFoJigUPPfAMj",0,125,-Infinity,-Infinity,0,0
"FpEPW2mhwkWobuzAeamPokAhoi731bkiLXXrptFiXTSR",0,63,-Infinity,-Infinity,0,0
"EPWrFd8jJ4SLA1YtcZcRAsAMxmnikSVqbumerCq5yV6z",0,6,0,10000,0,42949672950
"BqcP9Uj8R6jAG9btZLPxhnPtZBjCTQax6qmuztby2xoG",0,183,100,10000,0,42949672950
"C4UD55ynixANA7brHZTyBwPN2uL3YYRwn2d1x3TgShvi",0,253,0,10000,0,42949672950
"PLabz9oscUEPcWeFRwQdGsE5XSuqkUxWQGJWkYUAkFq",0,77,5,10000,0,42949672950
"DHPtRabEF37ZtYZEF9sNzLarJzEPvN3Mb1SE9Lgw18am",0,122,100,10000,0,42949672950
"A3MC4K2pxLXTEHVN5HFF9ikjiauGP7ioZws9FYsucAWF",0,145,5,10000,0,42949672950
