"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","avg_activated_stake_lamports_last_10"
B6S6HPWagALL6Lu7GWK13KzpvwaUpXERZQ66xJPZdfuL,10,113,45183
BmzxFKSTTNcnbrJEuMGcteusmWhKtqqbKH8ULBMKthHR,10,113,45175
6Ap8xd2VhKLsrPdLSR6sRhCNwdqGQuDY1QyszTQD97AB,10,115,45119
6Y9PzB2Q9xBiTXH96u7urveHvwPm7pa2et7w5Frp88Je,10,114,45075
2VfUfvNVAXURsTdszmEXdekrZSpw7UGZ2it3CucLbJBN,10,112,45042
28zwG4dJX1QLWxhtC3QCf8Kn9evYgsw7gB69r3y863xA,10,115,44996
9oUb8HygFg2bNbJK3L2swoKQQo5qiQGuM7p4f1G4TngG,10,115,44990
2oLB9KMzsp1Ve7a8a4dj9NaZTSq93bJYXohi7bn5oAhM,10,114,44985
DZSABMcRjpxwWEuDFmq1rAD3kbrQzC7N8vZ7JMk5CKZM,10,116,44965
BPetqb1Fe29tfsMHWT7UCizThTfSTfN8kiRCfVLtzxmC,10,115,44958
DL2aNNYzj5iRaA98xF7rzr3Tvva8h7fsAqM1iu1U7uGa,10,115,44851
BLJkYrgfzXEE1uYtfnJT3i83ZYoaK2acwLUnrQQnx4qd,10,27,44806
EZF1djkq6BCjrYcJ8L4iQ5Lkz3ZVt2vBFZF2JyemfDiU,10,113,44729
2RK5ovYSYeYAZ9SkPUP4dQP1QKNeBoDxaj9GAdb4MxNb,10,114,44710
6DnHYvu91XJFTvefqa6DEZXTaKyHxwZHTkFsQycivLW3,10,114,44703
7cXLpbewuDLFSDPAjkLtMcHmUTXrgnqwoNDrxqi31aaz,10,115,44702
ABGx34Hgh2PYVvhNbWJRwrTBJ6TuzjqCWC2witz8AGCv,10,116,44685
2LfQtCDoQhAdRmSWH3gwCv4ndLMdZdC98JXAGcnJw5qK,10,116,44685
D1hKf26vz5huiGS82yvjfzsEFVAvuPD4gAsWvEowvZJe,10,113,44664
Hrg6BMxtaYjMrErCT2uLeJN5CHiye2dQF8fuuz4U43Fi,10,115,44632
4UdgzppSJvEYZiNH5L17uer9Zu1L1GpX9PYwqA4FpVwF,10,115,44578
D5NfybCMJ2HiWdnKdYRUkxvngfUzuSHEy5VCjq58wBYT,10,116,44508
FtbZgHobAYjk5czJZhmouNbyodo3tqMAaULupmnfBTGy,10,116,44458
AyEDM9KrbQD4jtBQ2YnzuQ4uy99eZEJGyRz1aUAHfsT1,9,115,44451
5Rp9PSPaKYHA7JbWmTyF7YaaXfWqfXjUdFpkb7REGRLz,10,115,44442
4PVrmXjQxVwgQcEJoLxcwaVEE5hFX6LbRDfuR5frLF8Q,10,115,44390
BnFhWf4cGXxVRauhz9L4gWLUwgPCP8Xei9F5GuaK2NGw,10,115,44387
3VuZx7V56TiB9WwhjWfe35yFDwsAFZSAjgpjWA1YQe8R,10,113,44302
9K2GrYucinufsmXrvDeKSbt7pLpq9MBSyX2KAKRsW2JY,10,115,44219
rPx1CWoY8qgJQ9p6imEanZPutSnvTTutWn6vEke1XMe,10,116,44216
2TCRHrpsXqHet8M3yNCeZM4t71QQ2tQYVXdsPh4a7Yeo,10,116,44098
3wDhnRBynC7Xpj7Aory2hQeZ499t16sMbDm8RfrHyzxv,10,115,44096
2dTbZ8VpkT897dmJgXg8rHoaMaCi9Hm6K6GV3pv2QMcR,10,115,44073
7Q4UNToMbAe7dJZ8KW585yBr8zv4cACoNnTjjHPhuMxq,10,114,44072
3AJj8nXwrWbuGukjZvgqi6tAdqWeUEAaHXF2nPPU4P9G,10,113,44072
6VxGnwHV2ujzuVvDE8sGuAoXVK661d9iGumuUthCzG3s,9,115,44056
CtXZsSP1hqZSe7qxS3YCMniz66Saf2wx52FPXSGonCoT,10,114,43994
6gaDAY9Qt5AsxpsL17ND7t5793XtFS3vxFixh7WKd5m1,10,114,43968
AXwWwtQrS1Z91LS3iG9WbZsRYLHP3d3xwtdxsk6msUZ2,10,110,43965
GwtzScHW3DKUrHgvjoVGCBebxgdHFjERiskPS3UGKSCY,10,114,43951
4BRAPRocRhzTAXK1vWD6jLS7BHmycz3BUwv3aANgVjgi,10,114,43950
BtJJyfKpJLdLbA1j4UiqJ1SoUF8XKUFBh6gBsJ8BYr9Q,10,116,43906
GEy4NjV2RXRquAWAm3kxRc1rFkxDuKqwaAUr88RV4ktK,10,27,43882
6fjMvnQwbQfaT154mDzyXmoK8NxbhdxSqe5ZjESr3PFD,10,116,43824
CRp7DPVvTuVTqjt7oUiQ2FjP2xTkRbMRKtrANeggqDSy,10,116,43817
GoEo9WqZnyY4j3qYuiag2Qz5KHRnTubo3ibAr9weUo3G,10,115,43797
6GgK1ndGQpBR88S2R4xMBZznQhAzfnfsKsVXqVegN9jB,10,20,43794
hsUu5qZoZwVgXiyuxsQCYsqGcA35wbF4b8gK4aXffLi,10,116,43768
5MMsg15tQwRQ4YZ9TMDuBgRUACWf6Xs8NpxMQW9tb2aR,10,115,43744
6LNskD7ErHHaV22f6YLvDH3oz6bKA2iveq9mQtoMwqbc,10,115,43652
DngkAKPZMRa15c9iNSV1Cv1bjiLdFVrjCaqcBXqSH2tT,10,115,43637
6k8gDnSrJMzDhYHPW9bvtW8PeWHLNKSD4tVeKMArEhyr,10,82,43629
6yFnh5NsKuKgDa9oyVdAPSG6exmaMSdUfgvt1ubBhZAg,10,114,43593
HxRFR1rMjzbjoLpJywfzFU8ZZRN8nGdZtmNtuKB89s7s,10,116,43589
7VsNb2uwN9CuJLLGKFi5SZyuuR9sgCfqrsJw3VSCXTPE,10,113,43581
2M3QG5rma7vKGFU2Dfwv9LuTxQJPaisXXJRLaKXvZZAC,10,113,43574
A1KtVPn15AJrtsVEUEeHMfjdXddEHWbPggAfKzSXXVLn,10,116,43563
3iXdo5egF8aBncpPPZpKcidqtJy3mQEhzN3agkMHJzc1,10,115,43543
5hoUDFoLvM4xakKb9RhMUnuMUn1t7wdukMEfZowxF5En,10,116,43498
BFjA3hSLfSYnCw9nDTqrXcLitE931bZStvhb6fp1BaUQ,10,115,43471
DUPz6x1M327geriBES59C6UR6y6dVdPxUXSkyVd2WdEa,10,113,43469
EZR1FgK4uhpH7PkpKeWkq1fmBm3EYtkCCyUZSjbJ6nb7,10,113,43461
Bs36W7vW8RJmBL42HU1xjZxhFBJ26FJJtbkabiHLVcWu,9,115,43448
99VDCfNQBK72KoS8Y4m25orGrmUuwebetLRaNrE2ci1z,10,112,43432
ChtsE59nGcDawbfV51pdq8kCyrtD3J1dxmmoch4msxau,10,114,43428
BzL7ryjCWdG3A3MxXWN4FDq2tGvy3ywR8JeZkQFewUon,10,115,43347
3MxWujZwyKQNcBSrE3gZRPXzAR8oG6YDqX3nzLyoJBhP,10,113,43312
9bkD2iwNoeshzuNg2VJdVngSHmmXwMGMWaxADhvL3HVo,9,116,43300
855EKQvq76eMZ5tDdUehb7Rar6WhNzuM6TycUV69SXtd,10,115,43294
BjPsRvfQaW9GeStRrzMMpHQYVEMF3KyW35eoKikLiNY1,10,113,43281
Gxp4UWss8o5HRHX96PSWG6FSPuV9555AP9mWy9HeMhkg,10,116,43212
8Afk6GTcUJZ7p4iua3pCMdRNZ7LHnBDQcoJwaYQ4vx2U,10,116,43207
25oAVbNhzaNvmUEZE7SmZ9NMWuDcDoSqLB1f7i41BmqK,10,115,43202
HQKn1A5DueCBwJy2ggztdiScCcx9BCAwUPgEZ7JnC7Jg,10,116,43197
nKSj3fXjki8ypHhSFP9sPBhePDYDqadG94xF7qXECxS,10,115,43144
G2X19pCULddcKaoCTWX5J5jJKJLF5PeDoZ6EdarxmLSj,10,115,43118
2ut9AY2Kg6dVxJx2DL8zGmURJkTN4hFzauAefkAzztmg,10,115,43086
DbJCPHtrTGbz5pTdzhrRLGmxkXJydGX3EFFqzM18Mu4p,9,115,43078
cHsoT8jrqtLB43K3y2sKtRRgEPr8BA59HqRjxXK1gR9,10,114,43072
Cu5R5r7Dt5t5BYn6413PSfinFGa5xxZXa2YEw21HS5tx,10,115,43066
EyE6p1meaTdjnUPdGYteB74rWdtpZswVqEGjkEVZaFqD,10,114,43002
ArFScPRCAoEHP4TYiD7eKUA8ZWs5MBWFdf5QkHaNch7c,10,116,42972
CzHPGV5YrB8meYWihrWBZGgSDH88nuL3BeQMyghD6BbM,10,116,42952
FjcfW4UfQfgf3z4HfujznSNosV75ahyw56X8K3ukCVGR,10,113,42936
4z5cFGZGw7fizHRKfCUWEvbTFiDyYow1XaMM2eNx2RUn,10,115,42935
2hTbZdynWunmAwXhXBtsDPyU1mazLzGUsoPa9YfnGQRD,10,115,42921
E9VMk2zBerCxZrZR6DMSPAKbCC6qWUV1M9yDdzhSBg9r,10,115,42919
Hf3RJCr7BuHge5ioac8583teHorWQ7tnmBPQN94JXMBs,10,115,42916
oKH3cgXUvxtNTtbADytMLfsQbsCk7EQj77h4ydJHCxy,10,116,42890
3LqnW7Az47375ivhozGgpGx7jz9EJUE6VpbecvzHqXQQ,9,113,42875
9v3ERP2RJqeicr2YFQzUzamdNALoPgzXeZtiGWWAtCek,10,113,42872
ExyUmPAZkoUrg2gJ4pmdNQ9zzwzhorPMQqzfoYCdJtKF,10,114,42854
7N3Zwn3s3kQ6mthiP9VWsZe49A1eazBzdibhmAWp5hqq,10,116,42851
79hoDbwvE6gG1a6Gyd4tmLq5f4uTnBw7murVmhMRaons,10,113,42789
4H6aWB7C9RKRG355MS7J9DgNtqWoHbG9ccozVkNSbpwZ,10,114,42785
J2tNVvzDc56nM8FAYw3GH9n3vdkMaNFeovxxJsdG7syL,10,114,42772
A6JpDtHw9KBwrbEP1gnPRkYcen7gTvhHduuGLGa535pd,10,115,42752
FaGoyLmrymUzxQKt6PDbiQVGy9Dvr1dCDT2HZwZXbmTq,10,115,42735
HC34twDjb9CNjGsbNd8YKhrfNiiNooieYCXaewCu6XjW,10,116,42719
BXFGFJDaWptwHRvegzqszRGKChr7c6N2ZvpqFzXDnRUW,10,112,42719
EDUGDCZ4VgNHLBHBhHYC8BuYr7FTVRaM6pH5T7eXGyup,10,115,42689
7gnc3fjsQM5ED6UDS4cGBSjJcCAg2SNJYUUpT6Rk85nc,10,114,42670
6LH26LZ3NJoJ8NaNZxvcNM95j6aaPKuPpdPEJKLSCUm,10,112,42651
FUxHi6ufrnQXrdugB8mXuyDm9xRCXTHhXGb2J9ScRTad,10,115,42642
CR1dD2Fj4JQDaxpufQ8QYCzVk6yUWCNKJYLMr9inYk7W,10,115,42617
2S7HQCzk2gjtVU3w5PAL7ZYWpdHGVaBSvMaazye6Je2X,10,116,42607
4XEqhAgKJeAaymZKrwHK64wsrf1peabde6yUGtLn9MU6,10,115,42600
BWHGqTwLtLoV8Ke2s4AdirsPW1tRGG9sFfnbCQBJTT88,10,115,42599
88Nf1rDFwMyufV6rrq3wgd8up2LfKLeFo8azJ8W6AmxL,10,115,42581
4cGWJhcJPgiCn5rJ2BQaxcWLQg5enuJ4eRyBU958qASd,10,114,42581
cYRyyxXFCuePjab7pBRe2epJRXGvQ5Ufu4FjyhNNZ7G,10,115,42581
4tfEaQ6vCihhiV36JUBmGo5EdTHSQrfvmzg6EyTUgFPG,10,115,42563
4x1mjXp5ZQfcBp6mtBTLeFjGc8gBQ2QgY7tGDrJgMw7H,10,114,42541
FyGMgvuSj5C5iK5ie1mCNvDY3fke198dningVhzJBnD4,10,115,42514
8HJpkdZD2Zkj4mxxwumPonPYRbBUwjzJw2oDEAryEJTx,10,114,42508
PqmMmjW8bhmxDmAm7Y2QuZ1GTiUjKomKVhF3nWYHdVn,10,115,42476
4PYvzb37R35m5vdw3y9JuabtrYqzFQ5k8Sv3tc3VaDSW,10,116,42470
BVZ6PMmYjfKoVVB9wTadyCXZE3HUfTGJENmjLDcRV612,10,116,42451
AdczzA1x4BLAugVQuUMU57uVM1cSsvc5uchg9xp8dATa,10,116,42400
ESM4G8aFxvjHRt4GsWAKjp85AXz7zTrjwFJ2rTLcDaZK,10,116,42397
BU41F1Sxw85W22Bmjjk2LhBnk1M1saYTqCvYUJWQc47X,10,116,42396
6ykMxoWhNtG4h5KShs1BYS8SbLieQjJbdgJypHC2gzMm,10,114,42382
DJaNkMp5kSSEBs3zn7FTMYh9Ey9gGDcyGzQPvDwuJpeR,10,115,42377
5SM73sJifyqiJKKMmgobaESM8Moza4nvb5oBkiSLsybH,10,114,42371
DCdz28XfSCPoNGtimRFqtxXWmvqhGSx5QCDNbnZgM1aa,10,69,42371
GYCAMB1WVAZAh8uMMh6DFjoipPegRQRTLbho8KqTamj9,10,114,42342
DTXpWYJ9UJDyUGU9ZoVNme3XpDQy437zZV39MB8W6rg8,10,116,42332
HKmRrPdLQUoABdnhzP3n4NszD1FdoErNi5HxrQJK81si,10,115,42324
2T1w1AknEiueKZJAcdnDipCfjHULi5YXcUcQ8XqWE5DP,10,116,42322
5jqnUBhsuzyu3pdDBoicQ3xH53hH22qovxfAvbp62dpS,10,114,42267
HRKsWXCWJ5yUivADjjnfcbXXa9joCFSFtc3G7HcSqAmY,10,115,42237
9A1utgWxPp45o1svS5bBfD8uJpn5td1224bP7LK34H1G,10,116,42220
GzKvhfza1LzznC5B54gisyKBjxMzAPGkRFcNQDBL3xt,10,114,42218
91QdMMPVmJWMpZxQpnz3JF998Lfy9ya6DeoPByzD2j1q,10,115,42207
FAh2W3CGpjQJHaXCYkTxXchDbvxM7hk8nf3RxuXg9SFm,10,114,42167
CxfMvTKcndsRJHY94qLorBdzxVejumE8GJ8ZmEEH7Zb6,10,116,42130
7vR7VjUk3xS6cKu1WorDW6sWhZzPRPfvTybrah8eiFgu,10,114,42114
9grVLmCNKadmDkAJSh3VxvqtspotKE2prXu3U3WSKYrD,10,115,42111
9xMfxGRTjwLS4woSahU9k66cP5nXgp5sWiLd48CztLM2,10,113,42093
Cd1HzqfxGA76kfUyExYkb9PR5bNAKcpfyNDMtAMyPSwU,10,115,42077
FrHJEyd7Vs7gxkfE2wMCGNCrT7gHeQxU6sFrbU5vdgid,10,114,42077
BGvtoAZWBkHfAJcFN7KzhwvkZrMUHvooQHnTvzSToJW2,10,115,42067
3aFJ8eN42SC6zPryfFHAKJg4ma5VfbzXy8q36npYL3he,10,115,42049
HiYCa4gNjHKF6dNLzxT49kaRVHgTjbX1czwVnRSnZbxU,10,116,41990
3k5TUcmhePc8z5J2BaJaN4FS3ATQ2E3H5U5MQABFq8kD,10,116,41987
2TjPrevtL149JVRzAbQGwNgFAQEapX1QMTS6e4rYm82A,10,116,41927
2wBUvS1Z2RR4bE8EtpJ9qBtNkUgRGoumPHhLXgUWCada,10,115,41919
F9zVH46ym2dag6rEoGTFLafnVBzGEe6RAcQxAB3WdKXH,10,114,41910
HHwVQQux3hAv6emZq6AnhPTmFwgGCqYyWddZNj7m4ACf,10,116,41908
C2HcKbX8GT1PZ2Dufu2YETs2V82NmAHf8TsNrmJt4Q2J,9,112,41907
Dnm954Ckt1RhR5BdYkTDBxeAp9efk1QX85kgZFXJmBJ,10,115,41906
EFWvbwUNTkxonQD28TtsscYDEztJMnptZgJiFNT3EZTJ,10,113,41902
CvCA2zhVNJHBMvt5KbuZq4rpDCkzaojNhxdDirBjDqJP,10,115,41894
EaPGnkVBGaaaBPeivUpPRPtt64qyxDjX4s4ips7C9RYX,10,115,41871
GsPB7ixmM49nvk4ZY4XsCi6a9KbVGM9xkjUs7JNU7eaY,10,115,41864
AD92os7oneAaW2xcuVkoBqvd8DJWk36DQ72bsQJSFyWa,10,114,41862
EwkmSPJzru6wfEUf5yMcQ2rq9Vv1pkvKwGkwbzQ3AdRc,10,116,41840
FFGVvsaeJDehy4akGF8GYbJXNr3uqytADNctjTnUSS34,10,115,41829
3ds7abDWh92U7J4k4izwD9zas7GHVHGJ4ToAnQTmw52e,10,115,41824
FZBQnp5VjeWWG72m6UzF2Rw4qRadWS5RvnDyJQc4bSXu,10,114,41823
E5XcfstWnKguqnDJcXebvGrj6TqGuTdwdz7KoYFj3r8Z,10,114,41815
JC1MTbEkAgLoSneW1E9cFQyxSpzeD63TZ5JGNHdWZXLA,10,113,41798
C7FHyFPVV2fWEcw8GAZLiqMmu8coSwZCPXQtMNYwJcgB,10,114,41793
FSrVzyJv69oDhWcJJ2xe4YM7xLtkNgYcC1pWTBoQTRKY,10,115,41792
9Sa12ceZAtKaeaK7RysqiYvZLeR7KsK3oHpvUym4WS89,10,115,41775
4s1ppqg9TfMW2KaSdQGpuvStgeccQMy5LGon17AHYj7H,10,115,41755
224jyR68ypGtDCwTqDgFLehJLt6S6osV9YQhoJs8N34t,10,113,41727
6NpyiYZXthYw6ZBGJewMx5MnyKBwZQSwxsme6tXCbq86,10,115,41720
BVQpjf4H4KC8NJuJHDniGfr6ByHsEqF2DGM49paT8VU7,10,113,41698
J6853Rgy8Zvt1gmCeGjrAQHRe3zeWZcLfJNVgwsNks8C,10,115,41696
RGEHJHifCr7ta1j91shGrBbaW7vvysM4zg7p8EsvjAE,10,114,41688
7YNPW7PNXjcWAgeeAHZx8FvpnfAhygL9eAZ58UxVb7te,10,115,41688
C169vamYjpcmutfB5eyu5ueyLxPNq4PLqvNbUrY1HxTX,10,116,41688
GhCLuSayWHygPRFSvzmfuLu6ahgpXyLQm4pGJ4R4nkvN,10,116,41679
4q9ahGqZGqrT6FLEWS3CSRNF1jgXTP3wWSSjjrrby1QD,10,114,41650
EtmWpR1z3sxng1FVEFS3VpoZMqtvskWC1jtt8H3hfyTE,10,115,41645
yxUXNVyEvMoUJdQK4nPxEvTBhqAFAeGdkm3gq2uwKJJ,10,114,41632
5VVqLmWjH7a6WWTqa8CvurJEmH85VTtjupDQ6EpwhoLP,10,115,41617
26nhCTnopwTA3QZP51p71gRuwXGppbTDRSNpr87K9vfP,10,116,41601
AYd2S5YkGgbVyfFB9JMErssiSvDzGLnmKvtEkoDZ6WJZ,10,115,41597
Exzsrt5q4DsERPY6b81f765Qf3Xg5c5zz7q79MMuui3b,10,114,41592
DuPyVzcS4sS8xqza6UY6ztaNU6eKLpzQUEU21aC7ezuN,10,115,41546
AePuz7srp4oydQnCDQ1wRSMNDt6PXg8Gx3d8oU2U3EAC,10,113,41532
6eKMjZYxssgRFntn85anx6AeAJq78hz9QEUKpfz7EzAp,10,115,41526
GsQCC4QWYpYigxfQ3MMKWQko7QvSatGcyd7LiHjgiHbH,10,115,41520
iznj74iddVM75jFi1o6h3qNwYU58K69hYkEJsTa1QxQ,10,115,41479
HFn3amQkfUXBY12WCxGqkuYGLzG4eyCdLrbsPV16FAyB,10,113,41456
9GqopHMaYxvDAm3s2YQdQBW78QbHyPnubVkAhK8KZgSJ,10,116,41449
Dyx5uYGXqXXdvd4XA8KAhh3wnzAsbiLxaHPswGxc9ph6,10,115,41431
5sWut9qgLEbmaFhu2BBYBAgp6iTGpJzt41kRhepm6EZg,10,116,41430
91FZa9BPGa1uMjZzDm4dq33X1qo5mrJhxVWwthJZEZrU,10,114,41415
AnKuk5NVNqPacECoyAf3bdwhhfrL61UYuWP2C1JpYY6W,10,114,41387
EL71SKovvrFBusJje8iJJDM9BcXzsjmqnhFPwNczKyqd,10,112,41384
3n3k9RhJHZEJmAvGBxk2Femtm1oAYTNrTCH9PWHHbZ8Q,10,113,41356
9XEMiUBFJYV6bVF8SfxY1FZJfydMjYBFMgoxjtDkTMR3,10,114,41355
JPsfPbHYfntWVnxHnmzc5PQPYFnR4pCcEPvJizc9yyM,10,115,41346
89Ggevnmh4dxaL2MMzbn6adZ43p7JxoPCKv4pcoc6JKK,10,114,41330
EWwinTyuLR36TLgTufVVL3AWZyM4eumQyX82c42Mrott,10,115,41329
Aj81MvaX2vP94dnpJ2oPhwMZ4k9vWL5XYqqktfiqGVXV,10,115,41324
GwbUtfFo2jnaPdFk8Bniy5S45EXS4TKkujHvaMwbJw3U,10,115,41280
3GaibSE2nQZ6Vb1xaBkco6i8zkSFDu1V89RTeD4fCYcx,10,114,41241
552bgDksK5ad3H5DtNDuBCkiVKsWsubjGDBKDU1jRsZB,10,115,41229
4mDQZ4BTLyE1HBeM84dMJUV5AcFfEq9P8jpEUK7Desqg,10,116,41218
CuiN4CsrbuQ6edarGyDtfoaSfpkaCF8z4xiaxWcwN8YQ,10,116,41199
8A3zWHeX5tduLFxWMtUaDwzNLxuD1ADCrhALdix9ZChX,10,116,41198
Dym932fqrL2Khim2jAD3C6gEaEVhUKyUZMPkTJ4ENZLY,10,115,41182
BhkDNgs2MdGvA4hXzWWTaZstTJhyZeiqLzuhmtc7K4hd,10,114,41164
5Aty9isnA63UdgSucL7hdNNL1F641Wtq38hzH2EfDorS,10,115,41156
Gc7agy4ZvutJ19XwgimrBc5YoL2R1L1i4VKKdNdXGLpu,10,114,41140
3BC2B7gpiEYZVipYmNdPpT3QjBa7yXxwTwh3RNxB7xt3,9,115,41129
sE6Q676mQwNVRHr6ZkTeHbEmzUDZ2AJVGtM2ZAZ8Tbb,10,114,41100
2xVLvjiEWRS7HFPSaAGN8hJbbanGGcEq7Kpv6HAk951S,10,116,41081
DsH66fsAiGrVGmFjskUf7jc7DhGF8pSNu6fnPHx6yq2y,10,115,41078
9tqn89GCUhLXXzALVNJc7vWx2RnNCPN7KqTGpnjdr7KP,10,115,41056
GKN29u3QokzV8UrzaZospUMdzMRLmwCgm5V7DgeTfkUs,10,114,41053
CLD1MysMq5xDNC52SHoNmN9ofE8W5LzydFoYgEC3G1jK,10,115,41042
Fvmk8DxVtioyLwxa3LKMi251vKxBXPduaxYbpycBCfMT,10,116,41027
5fUL5tY9ZHDFNjKsSmGUjHnpZuRCLDhTW7QR6XvGFiv7,10,114,41016
36CSruHaEuzQ5mbgXrTThXb3WuFwLPTzUHXvTcBfdPQC,10,116,41010
6rBx47otJac7f2Xftj6yhbh8ivpZUz9NNhQaZ5hpQxgK,10,116,41006
2X1h6KzrLPi9u3Yo6QH45tHPh1YJjyqFNTJxoc26CQzF,10,115,40968
Gfd8nbs5oRMhy1Q7sGExWoDXjKq1EHEZurv8T2iMXpDi,10,114,40944
6oVzHPQZdZKP76u5RBtLGMnvb6p3WFi9bLn4hjVop4T5,10,116,40936
5JHseyRUL3om25ds9xd4ahuxkXLR6kbWjPxHqyhwcmi9,10,114,40935
6ztoMmjqKbnwTSamDctZjKPqcDtJ4WLM3BQPdaRUAuqh,10,115,40929
Aq1nuoZaKotfPCmp6qbMF3WQocrs5CkHjtmH6ebD4KEd,10,114,40914
DocEFFXHdkQXjdnUbvqh6HTD2jShndKd5mKCiKjk3E59,10,115,40900
8yEzBX3dDyQiFSwFPHfK58nbm7QvEicR92PysYz58mSc,10,115,40899
5ZQxM91Pz6cZkEv2SSw74HejctqWW8gtvMXh2TFtPNUP,10,115,40898
6V64H7NECXmmzVhJsXj8j1xmuGXCp85YfXDQiByYoxYL,10,113,40883
6maK3DRm1rgn7xvWhWbg8n6xMuyUF6YHDwPqpcM6kGmB,10,115,40876
6EZQnFxdpau2eHy6eCeCvncTUJqnM3DMTHyxxY2eEYkd,10,114,40866
2iGNEukCqVAV4EfvZyhU8FMjsKajPZbscPPCrqsMyHXA,10,114,40827
9n5DAB3n9KuEZhdRzakteatJLrtTNov7aZKwuveQxrHQ,10,115,40815
m1DQYeKasviZEeSrUiShmUUU9P4US7Xiviz7CBtN8ws,10,115,40814
JEAoB8SfEghaNQFsZpBfjVmgnNtUy29PfLCPcXjyAp6i,10,115,40802
HZcuGmkRUZTaJKrs3ZYQgFz1whMzQ7CGTErSWYMV949a,10,115,40781
EGHUJUAY8uwZFbuFNrmH2ndpyKaWL2cbtZka6onXygp8,10,115,40779
HUPWVugQx5DVMDgSxhYLgc4Cfs9JNqYd37FoERsndtUj,10,115,40778
HBvFLedxD2Rh6YfKSjQzgQVXFC4F5bkagvRPPTUTMoSX,10,116,40777
BqcVZV1TViEyqYCa9hPJHzB6KeuGJ2CCJcZczXmYe8xa,10,115,40734
5Y2fuDifModm9Sjy9x1s5NLiCm7gLfoBdzuVSf19qoRj,10,115,40711
CJ5p6G5eg5xWJWHwNDozU2PFNEMLdS5AzQGSvGZmpfAp,10,115,40637
2REGoHKeJN3dpe9qLKEjeg13SyvcGjekDcDr2fG5dqTf,10,115,40579
9XHjFyfvV9Pe5jQDKu1fQGfPJ2Xoz5L4sY7AM79Tfpof,10,114,40556
HnbwiE6PMxuCWKnFyEoentgvrxEMrteDAB2M4AZHRrGt,10,112,40551
CffRmgE2rotfwdtCERGWbUfb1KBCugEa4W7bUEBuZhBc,10,115,40520
FZhHg2TFNWnbJKBx1RF4CfqE8VpvYR5c4R1gsov9ELRZ,10,113,40509
5McqHyiQeYgdgECAk1koLhqm6GRKay1EUX9q6pX8ekhk,10,115,40474
2cjeu5HH7ZwRYzQ5JFZ4TLMSxAJKVnwkJbXH3sbv8hem,10,116,40462
GjSL2UsxGwXKxEdKPBNRMcGBhNmniUhd8HVBoUPfEA47,10,115,40452
AjFHkXXTM2VEizLYFeeJBTUdHcpUs2FdqaEUDegs19ae,10,112,40441
AA6ema4go2SLVzGi1oxjrkd57PKkaqPFRFCsdiLXbbbv,10,115,40411
HVrUzGiErBejdJ6NT9Mav36YheunvCWa5zmXQLXkYM5d,10,113,40397
cmKamZKu3VSEGtKHw414AnNQ1kV22rJU3zxpAgVv2yX,10,114,40387
GZRZSk66aDK3iAhFzT5wuxZ9HDHJA7nuNiNzrGbHD69q,10,113,40381
6v3QFkdqR4sWmnbBPWFamCHena4zrCNzxHq7QrbJsTB3,10,115,40374
28VYpkdcAeuJXZAnu6D41rcPqaL78B8kA4x3ynHADTJo,10,113,40349
5MbJi4dAbJForX7bwdXMSKv5qoj27yVozZ2wFXxiT26u,10,114,40345
2ASZFXU51vxNFkbA2u1NGCWRVN8u3qgWvM6TW3BJBwys,10,39,40316
9Agy26kvcyjnPKuvJvjrxrikBQtKLKrLn4F5VWnYXtgS,10,115,40313
GVXurTM83watDFw1Far3yL9pxPhUf9EKchBYFWHvvAXa,10,115,40282
BDF1GpFjj3Luy1Zho3KctaY4TUgmYw52985uMdfBoMyA,10,115,40277
AnJSTsaZtNhxqwvFc7fX2zuop9qTWVXe5pnyVT1yWmeu,10,115,40259
ADTubEADDF3RB2jzpGmC2rKvXjACYG4V3tZmbvfh3gYx,10,115,40255
59CLh2P8LPC22WDZV7hgCiLg1qnGB6dkwNTF9NwzbfLh,10,114,40244
8iuxHJhMxeATeZ4yy3A11K1oGS8nPLceDZZD4ZrBqTrb,10,116,40220
7zEDW15mSS1a1DCGbsJiDFhJ4rTmpmCzPVwd13vXh9BD,10,114,40170
6reECXvgvhydeLoDbZnaYUwUaSdgCnVLpscMCSXQwCtj,10,114,40152
3AoeLq6vfruMMB61PHsHRm5CWinNhZ1NB6BAj24iqxcd,10,114,40115
9pHCoXRoptBRg9yJNtD9PUR2jqBHX1Uo5Fk7t5vopLv9,10,116,40077
71LXbMQBgszPjuKJJBuDZDB78XrSzbvW32vr6X3FRjWk,10,115,40069
G2XAJXc1pgwg1Ac1HMNghfrUcxjNSVhtothohMMoLzeQ,10,116,40040
HS9zFGtdQ24LjTtQETarTwU5YLtp5fu3v6HJ8Fpxk4Yi,10,114,40032
DwJbGGN2TPTea1fnf6AJ8VDLYMisikXbqrWV1R67Dk46,10,115,40027
47NSd5xRYtddSE3EZ3d1rRWwFuKyGM5wtbv8svGfJCJR,10,115,40000
2VHx2ufkVYhHe95Ed3shp2E3cX4MYRF4a99dzGzauDAk,10,114,39984
CSHm2LhQqgasPXvMNA9e51RZzyuDhnzFkqUDLChaJyJw,10,116,39978
BLwYpVDRjY3rMzhuc54ZGkyrL7EE5vh46qfghn2XG7Y9,10,115,39976
8psC8ZFMMjTfYutMzNHAAWmhw58HBKmN6R75mzUgKSUP,10,114,39945
