"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","avg_activated_stake_lamports_last_10"
82jYzWDo8XMcLRW2gAfZE8PBdWupefADmHhjEhFmJjBM,10,115,154339
7SB9DNa9MRBYPudEyFGysHnGs5UshQy89sUTgHA1ygrY,10,116,151583
9MXvou47RvU5W5gmdTck1jp5zrwtcBuHgaFKqkjwsVLn,10,115,151441
G776AsBDL4msNB7S1HEbE2FuEBiCjUkyN6e9wi5qLyGn,10,115,150502
5qQfpkf6h81NNrV4Kr4gqnpZaWrYrtc6TZHTjD5QyZNe,10,116,145593
6SZETAsxjm32zvygUEae111DiyPVowkUzHdf7pju29yj,10,114,145534
BEPPafE1s79WM4sFu1HRVwzMV96sg1zkxzbr6vKvtaSn,10,113,145059
2EdYNn6aMkHDv6JCighZ76K4rBtoqBgydn1c93x3iGcw,10,113,144490
CzY2qzdVTtfGEh4Kf4yccR1DmU3U2sbiwk67pMa3C2im,10,60,143564
CN3GtgsWxy73eFJjLW9EkbEW1jmmJyGeVh3Z9gTHkxZk,10,114,143384
7rhujpx9iELfKkTZ2kj7mKm6phTGjVaumtsobeBxTiBH,10,115,140533
CjnDT3U6A7YSA3LemMAQHe6kUXWEw1whtbcKRXiJWYFF,9,114,139187
8g553K8Nc1JjjWAt2SmbLvuL43f6batQz6zfnp2iYMmH,9,58,137591
E5xrj71F11hzqmQ1wCPwKMM2o7iYkd8hsu81i1gX9iJx,10,114,136903
hRozpbXbE339RDTqY7T9PiANKjH1G6nJYsMrtj3QLK5,10,116,136677
9FnqRxgjQygjDuudeu7jz4wDjqQrTPtfSSP5WSTzixGo,10,116,135856
DkU1drXwPQ7ut2nmVourztY9XL4YaZGJVAdFk557DswU,10,63,135725
Bwvek66iipGGGXvbjPrmgrfM65JsXZVD1oRscGQp9Tob,10,115,135636
CfeGA5yPiQ69co1aShDEFSXXsxnANLr8TkcqXroddZr8,10,114,134357
3uN8hne1a5cu3eya9sXQcT7B2goCHVukiizabDfWrEyD,0,116,133907
EvCkyU79GpQ4T9nt124HEdgSUeCzACsjrxjxbK6AT8aq,10,116,133531
8rUntAS1CrJhi2pgjACSnNSqLWPcTi8i9QvVosFRDakj,10,116,133415
FuPLLsFxEFcb9Vhs7Fv44gnyybrSXk9YnzvK9U5nfuu9,10,114,132911
G3Xc5MZxqnjDJsRziTCVGUfKR7AdbE5N6WwsdwF4XQxE,10,116,132410
9uY9TF8pvM57P2eEPNuWkPWWJxb8NPcco945GeUFNaWW,10,115,132351
DKW436PbQmKDqdMeWqEZnRDqTYqR48ZaN4PTu7pB8gY1,10,115,131520
Bt7g6EDb2R7ynydSsXP6tLHavyikGvgyCy2Pw1XonGrg,10,114,130853
74HqEHruPcJR4nWg9tFLit26AafrxaZ8MRx8JxPYUi1S,10,116,130573
DPksve9wSdmRLcaS2bapK2spT3DHxLTfwSAswTC1PzWs,10,114,128900
9RsXApy5f2vs2iopnSBpUvc72YymhZuhVoE8bkqm1sJR,10,114,126897
3VHoAib4VEC976zSzx9ajV9Bvr1jqyMZFjMCDERg64pD,10,115,126464
GaMiLXtnMvZmbqXH8JVYqVCYixAg9tJ7yhYKWgH33jcd,10,115,125980
DFjEnn6cqxNFoyb2K6j33JeXDTMojGj98BLZEfnVHJq4,10,114,125763
3SVox8e8UKZUHSqdou6jbGbPtV7U42xiSc8zXtFJFZ8u,10,26,125243
63a2Cpa3o291K1ksSxa1kWeHcG5KSDy73TEpdvjJZWpb,10,115,123615
BoaPm63HqLm7iBwfkz4ua3gatFH8c1YggpbDDzLraW3M,10,113,123129
BFh5gtkXv5gm7BiQPgYMjexPNhU4jpMkAmvPtrKnCGko,10,113,123059
4xV2agjiNpYjebitbjiQDFpqsKnPFsD8NJV3onvC5WxE,10,113,122971
5n54n6E71tALWai9RTAPodrrcqvBjPD9RBHhxUMv9VPC,9,114,122119
8CFsJ7dLcLs9zzY77hJnudNv4Wv1bA5amvvcnho7CEx,10,115,121491
B9zEUkeBvgSXiqRdC6jD2CJyn5zibD1yEHAxthvyuTaG,10,115,119843
2HBspfWDVur7eGFD9nASHgJZ22WcGVnFdfbYZ8oB5d78,10,115,119789
686zAF3MjdD71PqJ6zQohQhFnGKbHGcGjyYVdBJNY73n,10,115,119233
ENp3LdHLe38XMEbfeoRCvc5EaBq2qwCg5tYZw8mqEVFM,10,115,118924
5KUUD1N5k63uTydzjfE6xseRZ3jAVwmEq55rREKtZSn5,10,116,118067
8f3QHAqM5iJKunpgsEUy385Ayhh56q7WiEAxJVm5mjyP,10,115,117657
ErrX22YsUDhQuXuZWV24d1YCcJnKcBFRSqb4yzovv2Pz,9,115,117257
3dA4p3wCLnJkgpip6Rhgt1TR6AKaJzWLCWKhpUNZ8Zj1,10,114,117081
9HvU7zGzXHM2qcrs5kekWDVm5HAV5o5SjESJQcjTY5ss,10,115,116650
FFQe2FKGpZfk24U1uLEijisWUYGDFYRKAGq5BkCoWrtG,10,116,116227
BMBF9zsTuTfovj4RrmywpLe1s8X79cKf4BTgbk1uf6pU,10,116,114422
Ekjmnt8KVzb1uLJK8FUMheWF2Wm7HdSQZgfiu5BHGPNt,0,23,113810
6rmr4RRDBSKz1GFTQegt1goCWC3R7ZuY6qDnARF5yyxh,10,115,113401
6cuWoemcd31Z7Mz3MgwpJ8muVjgBe1LAA2qm31rWhQrB,0,13,112110
3NfRDNbiGmkDy47VRFD71kgGUBYL5dUTJE6m4K9NKsi1,10,54,111362
57WzQyCzr2h2wKgxF4wXryLrttmDMSWMhFRMPgKFiDYU,10,115,111281
FHYX9pkebHggT4Vo1Gf16tz1piqdYFQZJYTrhZLVgewS,10,115,108304
J465yZwDcC3gDgot5RFT4PeG9Rz8Vf3j7Yg6d63NFC5d,10,114,107950
92iMn4cfCLzwSfpNezShJRNXvMYAfwsqJxMCQBTGK3K2,10,116,107209
F5ULQU5EGHBAjjrDmrtgd6U5hn2ENFBRxc2nu5L4Ncib,10,116,106517
65F44hCV2yQjRNYMbutD9E73z9wfK9hgFnjyVWSdLZyW,10,85,104388
Ed14MV5vuUGyAZ66D8W4CHWP1wKRLWu8DrL5oTkXFX31,10,83,103694
HBs9een3AEGCZB79eMA6dE3hQ9NBnc3iSwPvJRwmSPdP,10,113,103070
CiACigEjY8Qwzvfxpp1UHFhSszeYobiBARFtCemucecT,10,115,103063
6yCFHm3epJBK9n2zfmfXCW9xtM4T9Ts86wGyx5c5UfAU,10,114,102740
86F2ad1TxtCRxVQNqp42ih2GmTChWaM864MTGKHkjVbG,10,114,100471
HSDzZdbboUiqKLxFCcjmdAFq3kWJF6hE85HqRqNQxMTR,10,112,100039
ALfjrLa1ZxDa58q2nj3CNS79n9PAKgdYmsdvtHi42ixR,10,51,99002
CjpPA5Gv2P2jGtRpgdGpM2qcXYPrVWcq2gkXSHHrh92Z,10,116,98417
HsfgfLNxeq57uAmiguburVQwLk2LzwLvX4VvweMXL9aR,10,52,97389
XDPgFoCH16GUKPMFGJrWoGBFFJFwbSM83qjkJtmrLBH,10,50,96742
7cqZmoDeKrcFPVa12S3Jqsp3kvWJpFTG55bFAYoULgjv,0,26,96654
6hMMY4EeM7NYioS1nnbUhcFs2tCpHh5vqcyf1z8YJwwM,9,115,95535
EJSJeREQdiScDzhA5y5BTCswhNbAr5sSwomddjxS1UdJ,10,116,95344
4xEvWUtPLntceZiFqqjPEUyMNeTscL42y1pWb1JCGRBw,10,114,94370
D5X4ggSXGTWyfLvcJYhdrCUPEG5QQ43t7L7K5nQR8r4w,10,115,94258
5WamcszujGHbGBykK8tfNva4R3Qs1cX7et4C1u2FnZdi,10,115,94130
4SNatQsXJzLwRmiYkNkBvqFGBmGzrkyfmQNNqJXKZ6Qh,10,114,93082
F67xx6ZC5FEUSD1y5vKxFwrCvP9iwVEXF2mghsW19v75,10,115,92626
GMiQgNR5oJQ3vDZe6zxagQRED1JZs8F25ubuT9ava5RH,10,113,91871
CxhpzbfyoqFiM7SXzKKv12PdjLF1jauWsxVS367X1JRA,10,115,91769
GDRiEvQGqCGahqrdwohjjNCRoYL8Esmxz1jMFPP9QRVp,10,24,91498
9VTUhMTa7gHNJVjm5iSxKuBjtTqCnztRje2izgEnDEZb,10,115,91029
DW2y6kS3FRH7GaQY8mVJ7GWNL6PzbLMEGYELjEjCZ6SG,10,114,89809
2J6XCkM6fL8T8WoPNswCTKDr7XaWqdWrQ3PEAvykemi7,0,2,89310
DuMcAZJqz2wq6JPGSRtjibnSePqBQwFdWxpE3a8563gt,10,115,89279
5oyvG7aC5vBYs6SBZJWZ1hFkt9A3fb6PMBRahvY5dd8f,10,114,88226
AAyt6RUrjPHeyo7VzHUW2v3jmh39FBSgVYVAmSACGX9j,10,114,87972
FqVgcLhNqDLmWzR5jUVLminPxah9h5GdYyxtCivaf5Xp,10,116,87351
A9HuLY7GK2cDiKZgfE1TtuQ6rHFTe8rHW4skkBriF4cL,10,24,87065
6Yk2uyXWtmsQUn3bKb9rMYK8EZEowUZc6V5EB66q9ppt,10,114,86937
CWTi5yuSDnzotaVJ9iQRzXi9iY6j8uKz3dKbkxNBQFrs,10,116,86646
DnS2szJfuKqeQjfcCxejHH4UtqfsNkyigpbKjKMXichQ,10,114,84827
hdL8vHRtULufqaZc2kQKhD3LVUjfdqgXUFWLb4dzW5f,10,115,84225
8mbd4UX4MxV7XUPKqcMSQC4wUnMkUZu5JJRt8miz2y9y,10,115,83980
BzVa5QzN2MK8peRYVvNUevVHccKtXJT39voQbAM4G6qp,10,57,83847
4SW9X9EB1XsDPtS8LJPQ8qCDKiSJa5s2QUa9KbEqG4hC,10,115,83836
5dGebCEPV2RzBw7SfVqX4zbY9j1P9xVHY2myZvR3WghW,10,116,83793
AhNtyZwHgypazFVNGpzwzHUixFZhCBnb4pGpQrFpGa9Q,10,113,82522
EckCYpFqgKtF8VfgHDEXdXG9HwguF3wDdDJ73UwubWDx,0,14,82074
BBkG3qjSjvY1MZrBEv7YKFBzuUf8cnH2cN5EvujiNRZe,10,116,81835
JAGH2j7xxa4SATz4gUdsEqW7hzog3YPgpfaTRgHyeDkT,10,116,81807
ExUYk1dBioSFZubDqXAbXZXSrrAwPjckjRYYDKPQVV2q,10,49,81407
ETDcP8hLagL6Hja6mMBTEiHtste5VFLVs54pz1QUGhLp,10,114,81319
9kijdMTzHME3jWVBxqwNqXRJ1FUcahrL48jTLycLgVJA,9,115,81142
6VzH7hjV3eUNUjMDywsLBzBxMGuPS6wjpJ6eJSQVHwBp,10,115,80878
F5quuqpAZWkYF2MsjDWEX4k6LpENDtFynQ9jh9hWqByV,10,115,80629
AcdoHJ3GFESWc1iEG5CLetherUtA2T5mJuTJFX3u13eu,10,115,80568
DAfJf3UFxNEBFTwFWmP7nXQWP8Wdt5U7GAcA1ypUPtoV,10,113,79850
E83NhtPew4o52dFYHTZRe6mauUV5cbGJvar3fDCnTWSa,10,115,79778
CejRfb7KJfVTymmjmzhhHvrSXMbb1BDEdjVqXFG2MSnj,10,114,79231
3VdtjWkRf592ETQM1QqPGk5g9Vyd2TLgN9bVM9rx9e5p,10,23,79017
BvohJvi2iBdxHpr1h7ePiHhedqmw3uE8ES39WGm7mntM,10,114,78655
9ou2jkmkHfv4gfGB949R29B7rsQbQvCiZYq9TstrbAFv,10,115,78316
39NPXLrhTNdWZoaieaS9nqQoNrpTpLDZ4Ce4U38ULNvx,10,115,77925
EtM2EAThLhBnZjyXB6QxZJEbXVtcfRFQ7VSAYtWBcL7r,10,116,77060
Az5EU3Wcc5brmirE3tXVDpyYXwY1SVdAzecNfgiq1w8e,10,114,76330
39Qonu73UgNc5ZbFbAaoC97MNjQzC9Aq6uqmtZSypiu6,10,58,76045
8HAVz2MR92xTXQCPCdoo3XX4g8wo9f77GWY5cRVRrvo9,0,115,75963
DakLqEznw9CTNjB6oW7fCBwFYN4fZRNpXugkZg2jGnjy,10,114,75929
A6oMEVcqexk1nkdY7WRyHEWcYYuBFvutT7hbek5gbcVh,10,113,75856
DfXLbe3T4a5BtHCtCPG9DgVsuGPqMBr7mCYsK4uTmkot,10,115,74408
EgFAz853zxbqv5rZJuWAwzp2UuNmfiogHcjRXF3jVzLT,10,26,74293
41iy6tQF5WiXNJDs7SG5LEeSmAtj2Qax7uoiBnfwVP9M,10,114,74013
2FEntoPp8poZxhQuATs71s6TtVBPfsUFSpbsJiKyXWjz,10,116,73251
FUoCHxe2C1SLAXLetNnYbdpiQgw4Fru53u2otFqpYskK,0,65,73205
4oAz5DfTipo7rqBVY25PpQ9RNZqpXmodzknw4BmS66PV,10,116,72592
AiynvJiBn1XaZCDrz6MkRDySLktMwwFE8YghWMC75tsD,10,114,72014
5fBeXXmpodkwPp47PXGYr3fhRtCnhwZx8WLPEiHNGofd,10,114,71911
p4HXpvRfDNfXfo8QZET5wDQw9HyDkaacNif9nCKgQte,10,114,71884
D5nPzdAo6mJCjVgLSwS9hgXun5s7J69XhBNeTHTLDJSS,10,115,71842
HjMGWotQaasgrMD1udF5v4bDCcYNPDHhbvPzoFA9D8fi,10,27,71483
4G2xUR9pWPLhgfpUG9VNzYK7f4jftr1xstjPhfXSTWSz,10,115,71476
57g3kaM7nWQu1jSjdw5bb2P1jtua7SS4hvQ5TGdM6pYg,10,115,71197
4VV5ZaQUnZP7MyM4Lfj4PZv35RJDhE98QcvJQ3xjc7Jh,10,94,71139
E1NT3tqTSM5Pr5K8SS6obeQRuvxtFL6XhQsoZG9zMwye,10,114,70487
HkYQjVMQgj1p3Jo33NUuEeydRjpS32W2KsFVdvWUUmcB,10,115,70228
5zgJhPL5iFYrNJTbRHWmLV3x1hATckP77BKVwnvZiDb5,10,114,70226
BWtCTHnGbBFhYqhYUWyDpxXRgRxDLozLfkUQreXqZRPk,10,105,70221
AypB2tkCXFubbwTnWxdHJHv7hNRiGP1Mzg7zRuyEgpsV,9,42,69895
EtEYDkUrCfT682BA9GBqEmemnyQYvDWe5UQqZd8a9eDX,0,115,69479
C1Q6Gih3Q5DLr4SGpSFKbXFXayYnEh5sx8PJmoKkSFby,10,116,69254
HCwN71tMRQ2f9B68MEhvLHcJkJSMgyY97hgDao5sTnoP,9,115,69010
4zxZc3b8hRC8x4eCLg1xqdCFha55TBDK57jXsF4iMYLk,10,116,68527
EiJrBwf31GoRSkkkKeBfzKAVvQNMWTXqDVWWPVxB7dur,10,91,67967
3ERXmGcZPduShYvbbGEV4JxEjyPythgNV9nJPa6DmCbc,10,115,67243
CB7QTFsnEVnc2oDNRpSe4NTDZNShpGhCLSdkkrV5atYy,10,115,66683
wUtAwyLeSDYRZR7HS9N6t7YGhsnKyJZfKYH9HjwsDt5,10,113,66377
HwnopJaozESsGFNSdgi6cAm8UQKgVMs13UATJfvE8tQf,10,114,66208
26DpicSFC7vAk9HuZ45awg1rLAcx6ZNFJHgHK7nFeSjP,10,116,65513
FyQtjho1ysnt1oLSqGbEJhp46PrzdHGL9Jnr6GJMPgsM,10,115,64840
4seRUs7sSR7SAH8pKLBvEvNWwA3BWuVzTbTLn9XcUpCj,10,115,64552
HWW6UfqFixvsfbxHbr38pjZFPm3Vwo76WerSzaQyhHUy,10,115,64548
4kxmUmSov3td5dvRBBp9J6A73TSKRppnfZwvDE86EsKF,10,115,64392
G7koYxJBPM74PuTrkTN9tBhawmYH8C5TMa1bCnYVzdJw,10,114,64181
Cbzjdfqr3SgpTt5vxfGJKSbiNZqFQkVfm6YueF4pXvYr,10,115,64156
CXo3a4hk6sMTfCsfU95y6uPt6WfV8xwMvg27JVJgbRHW,10,32,63566
ArkAf6f2wtWdGXk3UkKPqoCRZzcqRwwMUokhegxKpq8q,10,115,63308
C5s9fwyhc9vNDUM3sp3Bz1HLZJCk5V4u6DrTeRFt7Mqw,10,115,63109
CjQ1oRMXdgZDfdyYEmNtwBQdERN1nZErym6iZopbNsP7,0,115,62571
6SK1PKn6zoyqt2u8LQzJEYdqib6yLSBnou4fcSSRSew1,10,114,62369
5SfXhWnV53wUuLYkbuoyHrXAvUmpV5D1nxwVdV3MmX9S,10,49,61774
7zf5M694o9Qpga1JPdmMkgknphFLVeD8tNZSpvh9g7mL,10,113,61667
CDnSPCaKYrjKMovMbTRU7JmcWy8BYi6rpikit43ADpZz,10,115,61622
89ciCTRSoPX6fAQAHP2L1CfCjVkSRF1N9KgS3twcBgFt,10,116,61493
5KogmgyoGMsyHHrbhBBpFzcw9t2HjVnBzFQWi7AsgTfs,10,115,61372
8WPs9BpxQyHjh9SXXBCD4oPPVcrhmbKHfoCfXVj7juSN,10,116,61235
4PU6se7NMLHSa6Vsaw2HDS6rkxooJh46MLedoxP8Erzo,10,87,61233
3ZS2Rggh2YEAsTorfZuoy5HtM5gPS84c148WieofZFDG,10,56,61107
B4y4x1WDY9rEcQ57qFd3ERdAwdkYVT575BgXV5XekEMm,10,114,61000
6DRWCmi8CeJP82LfB6Z3mzteY2rhToFwevfzNawEXins,10,115,60953
651Yyrg5TGbxMr7GBzAcsEeeMHi71grnzFAmyYczjqGE,10,115,59880
39zh8fdakyCneHeAp1Kq11bhNj5km4WrBrWvL7CYXHrF,10,115,59768
C8xfKgAg4s1yCYEPsBWvwNs7QC6p6dFKnAB6vaaTNmXx,10,115,59637
46zwddrWW2YM8hf395M8vAQBDR5YATNbJEy2Rsa7wrQN,10,114,59404
5hg9Sa3Asw2isxg4n9xEzYvpvUnQzobXKVQU9e9edKyt,3,57,59302
JAjfhPQyodKT88QaoDJati6g4HAHXmvt4ZoCVFu5TfHu,10,116,58892
26LEAAzJDDQhrQ63xZqMVgb4Fp5N4MtkL7rPVfHXzQfH,5,6,58678
2SCrqP9DU9QbQgdpRaDC5jfjBLhe3bqK6e5oaqe6gmAB,10,59,58470
CCmnsvtz5siT8Paa7tenYCJNx9nQQdaagoYF4c4VK8Kp,3,4,58356
EcyYaYSeP7hhDZQcHcvM9uo2cNL8GrEejpodYneKvpwj,10,115,57882
Hv2zoUAHiBmRxDU3Cv2djvjdZ3wokEQmSktr9rVdCMf2,10,115,57036
DJxuoCPB4pBFkoiggN7QfHfpBCDJFJHahXHxNWFu5Dwo,10,113,57022
DrjTgQHUX9XwNg6ZpMKYJT1JD1aTf6BCWF8QGc614Cd9,10,115,56908
DW3YjyrBvB94fFttsQchFWEUFSFF5ReNSaVeAG1UgPqa,10,115,56537
AaXEm6s8Hiu3D2FFgajwb8NkdgTY1PVEF9KKKthz4NaQ,10,116,56397
5KZGdhc1j2CAfAEmWbiiZjJfzGcXwn9AWZWJWdJLvTge,10,116,56229
BitbCXHGfJ3EWNkF4nK3CPVFK1Tvx1WidNw8bcnNSi1H,10,30,56147
9gkEfp7FJQEZRQTWUJesBYsqc7RmD8MJJ7zj674z8SKi,10,113,56016
7YetBCWUmPT2ELobxV1A9TBQX1gWX6WVFmvjBPaQG8fT,10,116,55700
AAhdC8uRQNWzMUfb1iNbxJe74bxCPcSatAsob8N2hmcM,10,115,55339
EimvkTUD2PM7Pa2kyaxS4Fu1opctfjejrvdmdJS7UpUv,8,113,55338
BTyfTpJ6QmocfAxaKTMvnCeHsEeuM5BDE6CbyKvZgRxC,10,115,55256
CuRZqjeTpBmLD26CfSukXbdpJBJ1CFufSHsGh3yzvnqM,10,113,55130
7EM4ajueFCdyc399RV1Qw21zECdxcoquypsecsQEvivk,0,106,54627
4aD3K6LKfP76T3PV3VAWzPEue3KoVhdG1tEPFgVuGK74,10,116,54134
GNvyX7MSE9MnoM5etBbqA91GjE5heqmYe4aBYcEQMxtG,10,71,53885
3zLoHpxiGcxWTXvGGq46dxoqSibkgsyfCPLjCb6oPPJe,10,113,53801
37pYfQF89f553rX6AsAUcvsFtzR8x9wJSrXrYQhuaE2t,10,115,53671
4hUBvZFjmyaLDkKNdGemB3dsAkjPsZzZWjFDovF1fvh6,10,48,53591
68FHnrVANiVysPrNpdpctmDii64XsqvvymytehuohcgE,10,114,53550
HWM73CGHuRmE6j3FPts3gFSoCZaupjCyUCk6zmLpobrR,10,115,53400
Dq863J5SSA9fSfJBwmMiS4nFQGbtpUJd62KmPk67vbJ8,10,48,52882
58J433xzbfumgd6qQpWQxMTfQrbGi841pY8Jkd26tUK4,10,113,52716
DFSPTiEUpkphF8YBf2yAsswk8Qs5e62uVyhR3wfZHkFM,10,113,52338
E7cT7KKgMhQDMZnMSm1m1Dwq1GGkREtV5oPbkevm5VVe,9,114,52323
BVwRae1vovEqYvVG9AavnxEiD4a8XaXBaXkEENazcSRT,10,114,52231
99ZtHV7rvMbEUtJdQzcRJj7xniALudPuSVMnVNL2U38b,10,114,52124
AP7MzTuxeFjcPZsjRfsTPBKRfGhA7PDMVaE4YS8XT6oY,10,115,51785
DmYqfmvV7efS2ELQvNVjDy9uj9o66264vs7Dy2vERtzi,10,24,51482
CYSezyFpvDcT5dw4VeWafoNRmmY4YjFqenbKi3pcjoup,10,113,51468
DJ21NdHMNM72ap4Yiw8t8Zs62UVv3d1iG4juPcHfbyVF,10,113,51437
Cy3iv7eP8aCVwi1Pxt5e8uLUK9EaFe2YYLVTA28WsBJe,10,115,51322
87aFKLqPSLTciNCJzaX7Ksm9zhaXPUV3YFfemmyPGcYe,0,71,51253
2hi1fxrV4w1w1vh88zXJCQPG3zkW645q9Y5UCv2DvgXt,0,71,51203
9mXcaRNQNUccq69R7oQJcrYYhSKnWBHpCUrBqbbkkTvA,0,72,51191
6fk4ACca8mQB9R1zU7yhRMHZonU1PaisRbPmk4Y4hfs8,0,72,51189
Dn3aoigi2gHoE1L7FrxaNx483MGC8KRypYP6GmUacNu8,0,71,51186
GgR2yLnvtbjVnWtkdB4uRChpxUga6P1mB4tZswksJQAS,0,71,51172
4EdDAccaftUN2CH3SBTpK24SvuBuQ4xWFX6U1CSjDj7V,0,71,51170
HSuc1ycjejFrwRio9y3Tgxo7mGEhGciSSCTXz2kM2mdb,10,114,51000
6ddkFx6wJ2Egvcd9KrThucyuKR1ifDXzu1cAX949cQv6,10,115,50891
4XQRSK8WToT3yaLjc34eMwmEaNbRevEwE7V5Aj4CiEhA,10,114,50626
724QZt6zeRWQ1uUSypRJQ5HCjtjyrLCuVm58DNtHwofC,10,115,50591
5RY2ELwxmJjuwsmfQ3c9C7UPcYyFherMfbMJuBTeiVC1,10,113,50521
DQKVRPvNLnRrXc8JAYME1Xeg4vYe9XeziEJKMR8HVKkv,0,17,50286
2dyaKfVf8nEPzij3fi6uTFrJ6kLpq4S7CagvyWhnV1wx,0,17,50286
2a9CRu5DmGS9YxepW2XMpu6Bb4EEizUQAhpF6MSAkvfR,0,9,50065
27idqUHuk6cWU3AQBjcNXjZLFSmUWbnwcGpVwhWDKVmj,10,111,49908
crCFL3scfDZPpEUcpNQbTvY8BSUGrCoVkaByPX8asf5,10,114,49656
9gWwBZX1ZCvE2ckqV1z5oNFrzdVDFQ7zDkqzNKBUKG6m,10,115,49490
Dye9CRxGxYFXthcpkTitVbdRHJLbKZXZfcUwGKSsrYws,10,116,49239
27Q4xbYCitABzFi9VkacRF7pAJXQ4XJZxZHeiBRdJDT7,10,115,49238
GQTsrJgw4mUZoB6kgFy4idK98zxD48LCpujefsekReLq,10,114,49078
86W5G1ja41sqJ9Zc6oFiaeD93XR5GTFEsu1bEMcrBRZt,10,115,49077
7ixbnMRAo2nLmzxADTYopQReuVbnsuhBL9WzCEA6WRgj,10,115,49075
4oWf3bXFj9kd8Q9drtf5QuEQx5vvqCmeRHA87tr2ECvh,10,114,49042
2yUzXmtQ49bSKA2SKfRfLdnHJ4kTTHkrHnqyMWrdtYtf,10,115,48699
6u5QEPE5KSH55oYHDBch6Gp9WnZQ6wPofjkDs67uHHiP,10,116,48340
6PcwngKz7U1M8aptRn6pZ2ftLhkpNJ96tVWYuyb5jQmL,10,112,48105
crwGiwYpqjLQ7WvqL4qiaBR9u6T8fAV5iRykWFvZ2Na,10,116,47527
BtVYuYmBDFp3hVnUe82XLoDBBccvcDekkFTNdRCmTyT,10,114,47504
918p9aKEoTXzru39Wu63ck5PWNEG58aKZFeFCyysWU8A,10,115,47402
4P3aLpLTkjbvuCDMGdocNmx1MLFGwxpeiBJmJBeTC7wz,10,113,47251
4km3b2D8aYghNzXcejvQGUGxRWEZMqFofDZ9fKWbmmvV,10,114,47156
ATbKZiVMoEXdPCpjnv6cy6DsvAYwFUcsxPHtgdGJuGUK,10,115,47076
4MdbEuEAfaMRV3g8vQgRE6Z4L2QkCv5YhkpF8ghcUyQJ,10,113,46867
3keeKM1ZTe1uZFYshE7mu8hxejy1q4tSb9HoD4PqmEhV,10,115,46707
F6Vs3KAfymkUVJ9XchV5Hioh5wEXMeUkxPJ5RAMu3BeY,10,115,46667
kzTThZV7UVi9KD2Q1QJkDCWrQmh8kp88qnSyaVrRKGo,10,114,46619
66FjRENcCeWjYtxri9J2R1aVGLoFokr7T5ijU2d2o2G,10,114,46598
EYmuVrr3n9sf9YwkVbdtNe1fLy1wV96L4BUPrMwihdgg,10,114,46565
EHSsr3iDGK6h4U2uWEbYAqcbAo2oa9bQgRkiCkzaUGSf,10,114,46535
8gVtf1pJbJDbznjZsPeBaGrNbWr4qaBCi8zvFzXkfZKX,10,115,46458
68SPU5QqyD2F4Mn4Sg3298STRBgJbdkxHbdcxqSCGYky,10,115,46452
4Qqmjz5dz1D2K4i4b6ezLtWPH4JoRtbV9nu7dczrxH62,10,115,46326
EfA1c8x6PqQnip7iqmWirNUCmvtn7YjStfzoZM9jxP9x,10,115,46284
4EkrMcjPVpLxSjWj4T2p2UUHoeepGtu8XiWxamXBuURE,10,116,46214
3h6NPNLBFZ1SbFnxs9UhGmfU2UdacQcfgvgsc63mdZMN,10,115,46175
FJvjZcNFxHXuKrR98YsRgxHehJrvzfvPjzpfo3h3UNaA,10,115,46154
4xAJ4U73CFHLcJvCF813xtoDDEdGoVEEQxLwquput5x2,10,114,45969
CAj2wbvAUKqrvHDBMgdWh9EjVetox1AxTMs5whs1FNzk,10,115,45907
XpDZJsp9JkJZ9agDfbGL2jWMhCVbBQQxiGFYTYtUFgb,10,113,45880
2zEqzGKJo4mvTKv5tbF6TXrodztFXXH3dkJfootLPC2Z,10,114,45879
EyGJBm55K9NE2vH27eEUyXGgAn6XU5e8h1Bgvuak7esN,10,115,45852
EGtGp8utqARA49TXCqvGKjAf1dL4Lt6ZWW1GCwUY2a67,10,116,45800
3YmzU4pezYXRcumzCiwKQM6Vcgc3n9C3wtSNSiE4JSw6,10,114,45798
FNStw8FTbfYQz5wspoLAMHRhQPwoFemMGBj3SXkKAnGu,10,114,45779
C1ALmg9R9vFZX5VTdmzu8jgYzL8JnwceKuxcW3L8y18w,10,114,45741
3JxNDXEUTGwhssyGFox7xayaiTG7LbvMnLoGYhcsXpEg,10,116,45722
G4Y4cz4RwwLk74ERpN9bbseMbAKe8rY1de4E54KbFKv5,10,116,45672
EWWYCfZhkBYeZxbGM6C5rL7YHipWMpY7Lm8GnGPqZVmc,10,114,45639
7DGZnVhKPsoWC9KqaX9DqmFhx1fhqXthYmGL1JBWsBa5,10,114,45605
Cq8yWp3FFULxyNrFG4oNWXaqqhLRruBTPnW2YoKZnTAf,10,115,45574
8Ehr7so1Y1wmKyqGgnFRirkmoczZswhdkf1CCCSxSh2B,10,116,45410
J8Y7XZ9Pkxs2ECnRr9djYwTViQkygZbSMzucWdJYmuaX,10,30,45398
1STUsWQJMSiYfT6Zis9pYaL4XbPL5jn9LW8QaD8f2Ag,10,115,45363
AGowfkNBZtE4XxoXB8E1HPuKAVGdP8TYJZ2YE7KRLWoP,10,115,45355
A258ERYD5BYdxDPfVj594MPYPjb9acvemHWwMwwhLfuv,10,113,45319
HNhsUoB8ZtjgYuaF6EwsAsCN3iZJCxYbRXzriqUgDVH7,10,115,45258
6rW5iMDx1EUuWm11d2BVsYL5b4Ua37ao5sBEtgbH1MEN,10,114,45211
