"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","max_observed_commission_last_10","max_observed_mev_commission_last_10","avg_activated_stake_last_10","total_vote_credits_last_10","criteria_value_super_miniority","criteria_value_commission","criteria_value_mev_commission","criteria_value_epoch_credits","criteria_met_super_minority","criteria_met_commission","criteria_met_mev_commission","criteria_met_epoch_credits"
"HZKopZYvv8v6un2H6KUNVQCnK5zM9emKKezvqhTBSpEc",0,430,100,10000,6449014,68934891,"1,1,1,1,1,1,1,1,1,1","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887556,6894937,6884315,6895156,6888329,6897683,6903154,6900752,6891768,6891241","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"51JBzSTU5rAM8gLAVQKgp4WoZerQcSqWC7BitBzgUNAm",0,428,10,1000,5909850,68934621,"1,1,1,1,1,1,1,1,1,1","10,10,10,10,10,10,10,10,10,10","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6887499,6894792,6884301,6895162,6888407,6896917,6903360,6900912,6891709,6891562","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"8GbwASqdpw4dVcwbWUxbHXMrjyQx2aKkoBR5H1GJF8iD",0,58,0,0,5597504,68929168,"1,1,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6886132,6893813,6884244,6892762,6887271,6897634,6902768,6900776,6891838,6891930","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"HimWQUK61d9wxhw7EYu9jUje7xQiDs4jKexaTSvuCmXE",0,280,8,800,4572300,68934960,"1,1,1,1,1,1,1,1,1,1","8,8,8,8,8,8,8,8,8,8","800,800,800,800,800,800,800,800,800,800","6887517,6894298,6884298,6895167,6888303,6897615,6903328,6900511,6891992,6891931","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"GHViLgbrJdZDPb6sphRbeuPNM9cmjsFuGWzrTF1sKF5n",0,427,100,-Infinity,4417684,68858545,"1,1,1,1,1,1,1,1,1,1","100,100,100,100,100,100,100,100,100,100","65535,65535,65535,65535,65535,65535,65535,65535,65535,65535","6886669,6894511,6883995,6894962,6888176,6897376,6903199,6900682,6891663,6817312","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"CKYFpKErmUn75nS3uNcNCPXUxWSpuBqbwMM3QnwPEFHX",0,171,8,800,4074654,68934246,"1,1,1,1,1,1,1,1,1,1","8,8,8,8,8,8,8,8,8,8","800,800,800,800,800,800,800,800,800,800","6887494,6894301,6884278,6895141,6888332,6897653,6902570,6900534,6892050,6891893","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"Chorus6Kis8tFHA7AowrPMcRJk3LbApHTYpgSNXzY5KE",0,427,8,5000,3900042,68933458,"1,1,1,1,1,1,1,1,1,1","8,8,8,8,8,8,8,8,8,8","5000,5000,5000,5000,5000,5000,5000,5000,5000,5000","6887510,6895028,6883612,6895149,6888312,6897219,6902460,6900768,6891486,6891914","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"8Pep3GmYiijRALqrMKpez92cxvF4YPTzoZg83uXh14pW",0,430,0,0,3879230,68934899,"1,1,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6887225,6894953,6884267,6895185,6888320,6897528,6903335,6900719,6891517,6891850","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"3ZYJxzCeweSoh2Jj7oCgencFs9y27iKmXJeqYapje1cj",0,428,100,10000,3851622,68935618,"1,1,1,1,1,1,1,1,1,1","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887603,6895069,6884322,6895167,6888350,6897504,6903406,6900910,6891367,6891920","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"G9x1mqewTeVnXLmv3FamYD5tq1AdS395RHH3MLQPj6TY",0,430,100,10000,3765548,68935364,"0,0,0,0,1,1,1,1,1,1","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887562,6895021,6884306,6895172,6888402,6897643,6903399,6900925,6891381,6891553","true,true,true,true,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"AZoCYB4VgoM9DR9f1ZFcBn8xPSbtbqoxZnKJR7tkvEoX",0,428,100,10000,3756404,68927363,"1,1,0,1,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887397,6894815,6884317,6895161,6888310,6897638,6903382,6900905,6883722,6891716","false,false,true,false,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"EcEowA4GKDsdVBF9PNAZa6c9M4WgYG8y4GnpZSUaqioS",0,124,100,10000,3660699,68935507,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887603,6895084,6884308,6894929,6888300,6897432,6903374,6900703,6891894,6891880","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"HkFuE9NJahP7uA8RooXtp64UQb7XNUMVisWsJTgx3far",0,121,100,10000,3604106,68936088,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887456,6895011,6884282,6895136,6888407,6897684,6903383,6900903,6891902,6891924","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"iZADA4YKVRJZJaDUV3j79DzyK4VJkK3DGTfvvqvbC1K",0,427,100,10000,3598006,68930540,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6886981,6894797,6884112,6894796,6887344,6895985,6902618,6900601,6891478,6891828","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"H74qox1GASBWd94FWMyy6GVAbRVLf9SAMgbJ1tzSUAst",0,430,100,10000,3499793,68936027,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887409,6895068,6884301,6895106,6888298,6897670,6903407,6900739,6892086,6891943","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"9jToNMWCLW1GeoLGPZNvEfuXE4AUwiRsrC1HMGmh3PTu",10,176,2,200,3451464,68936152,"0,0,0,0,0,0,0,0,0,0","2,2,2,2,2,2,2,2,2,2","200,200,200,200,200,200,200,200,200,200","6887457,6895014,6884285,6895132,6888341,6897604,6903407,6900926,6892064,6891922","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"9Diao4uo6NpeMud7t5wvGnJ3WxDM7iaYxkGtJM36T4dy",0,266,1,10000,3306580,68881839,"0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6871538,6895119,6875294,6895190,6888145,6896969,6903100,6900931,6863827,6891726","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"shft7Fry1js37Hm9wq4dfwcZSp2DyKszeWMvEpjYCQ1",10,119,0,1000,3271257,68989173,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6895514,6899679,6892211,6900013,6895227,6901509,6905688,6903921,6897588,6897823","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"Ak5BJzQe2R8qFuyYmaAFPjXuD7XPux3ZNTv52D7rfiqR",0,429,10,1000,3107302,68931086,"0,0,0,0,0,0,0,0,0,0","10,10,10,10,10,10,10,10,10,10","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6887309,6894756,6883703,6894773,6887731,6896402,6902525,6900496,6891840,6891551","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"FKsC411dik9ktS6xPADxs4Fk2SCENvAiuccQHLAPndvk",0,430,7,800,3079837,68721414,"0,0,0,0,0,0,0,0,0,0","7,7,7,7,7,7,7,7,7,7","800,800,800,800,800,800,800,800,800,800","6887397,6893981,6884101,6895098,6888374,6895918,6903292,6900751,6891085,6681417","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"7xENfwKCajMB5aVTgmTB6h7d7Su91wTcnfMjoAQCMvKq",0,426,100,10000,2916667,68898116,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887285,6894931,6884089,6895099,6888299,6861424,6902768,6900711,6891687,6891823","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"GqcuMuWq4gKeCuCrD8iAjXTozCET2EP6qJXmZDFsSTWK",0,215,8,800,2916275,68932700,"0,0,0,0,0,0,0,0,0,0","8,8,8,8,8,8,8,8,8,8","800,800,800,800,800,800,800,800,800,800","6886958,6894689,6883966,6894987,6888176,6897108,6903181,6900538,6891814,6891283","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"KRAKEnMdmT4EfM8ykTFH6yLoCd5vNLcQvJwF66Y2dag",0,427,10,1000,2839190,68934380,"0,0,0,0,0,0,0,0,0,0","10,10,10,10,10,10,10,10,10,10","1000,1000,1000,1000,1000,1000,1000,1000,1000,1000","6887324,6894959,6884275,6895083,6888202,6897325,6902915,6900910,6891796,6891591","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"AaVsZUEnrHUZoXC2oVgTY3GF5GGhzCTBGrjpBtuUWy1H",0,161,8,800,2776052,68935184,"0,0,0,0,0,0,0,0,0,0","8,8,8,8,8,8,8,8,8,8","800,800,800,800,800,800,800,800,800,800","6887257,6895007,6884309,6895183,6888298,6897676,6903352,6900740,6891771,6891591","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"6D2jqw9hyVCpppZexquxa74Fn33rJzzBx38T58VucHx9",0,428,8,800,2525396,68936036,"0,0,0,0,0,0,0,0,0,0","8,8,8,8,8,8,8,8,8,8","800,800,800,800,800,800,800,800,800,800","6887488,6895002,6884309,6895168,6888298,6897637,6903412,6900902,6892074,6891746","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"At2rZHk554qWrjcmdNkCQGp8i4hdKLf52EXMrDmng5ab",0,429,100,10000,2502415,68897722,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887155,6893582,6884237,6895108,6887234,6862878,6903159,6900737,6891733,6891899","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"72LbWsZFEyB7xrB9ggeoPUrSw2vzPEnsPJJHZo1svkM7",0,428,100,10000,2502415,68894444,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887146,6894938,6884062,6895082,6888317,6858244,6902810,6900718,6891663,6891464","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"oixpqSNX7CKWHw93ViA8u1CcLzZXDmacKJjV4AvxMZE",0,428,100,10000,2502395,68930932,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6886962,6894753,6884097,6894766,6888157,6896365,6902871,6900714,6890476,6891771","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"2uXzxR2EZVaHE3CuaDaUJ8C9Qr54LMfwkY5BtRPAzbPE",0,428,100,10000,2502391,68897635,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887288,6894913,6884070,6895128,6888414,6861207,6902258,6900841,6891688,6891828","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"8mHUDJjzPo2AwJp8SHKmG9rk9ftWTp7UysqYz36cMpJe",0,429,100,10000,2502383,68931065,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887310,6895061,6883967,6894881,6887551,6895771,6902672,6900759,6891490,6891603","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"BhREyEsP3YAtQbTCrKcXgTNTeaq9gdjWji3Nz4d8Q1P2",0,429,100,10000,2500000,68901620,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887320,6894927,6884073,6895097,6888396,6864304,6903307,6900741,6891970,6891485","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"HDc84gs3CtqhebHycmoDpc5n2y3CFfd5GqYZkr2XiBMR",0,429,100,10000,2500000,68898138,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887080,6894939,6884094,6895105,6888315,6861472,6903100,6900882,6891644,6891507","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"JDMq8hxZnad2smKLGkFbfg8zVMZHKQcMugD4tMR9u2da",0,429,100,10000,2499999,68930379,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6886962,6894718,6884090,6894720,6888162,6896365,6902762,6900563,6890604,6891433","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"33hurzEz6aEnzfESL6pnNyR6DCgcKzssT1pwSzDCBTRQ",0,429,100,10000,2499999,68931380,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887420,6894526,6883957,6895161,6888357,6894698,6902808,6900951,6891869,6891633","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"BU3ZgGBXFJwNTrN6VUJ88k9SJ71SyWfBJTabYqRErm4F",0,428,100,10000,2499999,68931074,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887056,6894694,6884111,6894777,6888166,6896366,6902898,6900750,6890426,6891830","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"E9W5kU2fnha9yp4RmFZgNNsRUvy6oKnB9ZyR9LC81WaE",0,428,100,10000,2409417,68901427,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887208,6894682,6884234,6895094,6888346,6864360,6903292,6900690,6891687,6891834","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"HxYHGzR58gyf6c4JAX85eK8GVuaZU2zne4be82Lq9SBQ",0,429,100,10000,2322628,68931648,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887441,6895031,6884141,6894925,6887538,6895727,6902952,6900766,6891505,6891622","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"FQwewNXahV7MiZcLpY6p1xhUs2acVGQ3U5Xxc7FzV571",0,426,6,600,2316870,68924042,"0,0,0,0,0,0,0,0,0,0","6,6,6,6,6,6,6,6,6,6","600,600,600,600,600,600,600,600,600,600","6887383,6895016,6884307,6895197,6888284,6886855,6902775,6900904,6891754,6891567","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"6aow5rTURdbhbeMDrFrbP2GR5vZjMEhktEy87iH1VGPs",0,429,10,800,2258329,68757718,"0,0,0,0,0,0,0,0,0,0","10,10,10,10,10,10,10,10,10,10","800,800,800,800,800,800,800,800,800,800","6887306,6895037,6884262,6895096,6888304,6897362,6903374,6900896,6892067,6714014","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"2tucttroqFNXsrYeMBQ8LfzKNfgwT2rHBzAF6RzbbHEp",10,429,5,800,2232668,68906795,"0,0,0,0,0,0,0,0,0,0","5,5,5,5,5,5,5,5,5,5","800,800,800,800,800,800,800,800,800,800","6886937,6894603,6857388,6894872,6888239,6897453,6903121,6900695,6891762,6891725","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"CxFH1pqJnEmyaE4wEwqdqMKpQMpkmdaMxhS7SzpHokA8",0,430,100,10000,2182665,68927575,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887045,6894624,6884118,6894841,6887690,6892595,6902674,6900692,6891438,6891858","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"2NxEEbhqqj1Qptq5LXLbDTP5tLa9f7PqkU8zNgxbGU9P",10,429,0,500,2122860,68932670,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","500,500,500,500,0,0,500,500,500,500","6887293,6894897,6884206,6894371,6888435,6895988,6903265,6900692,6891672,6891851","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
"FjkSLYmi6BJAJQn1iSLUGrPrBQjMaD4y1DVdnv3yaTsX",0,429,100,10000,2083334,68900092,"0,0,0,0,0,0,0,0,0,0","100,100,100,100,100,100,100,100,100,100","10000,10000,10000,10000,10000,10000,10000,10000,10000,10000","6887096,6893478,6884097,6895054,6887128,6865178,6903196,6900925,6892037,6891903","true,true,true,true,true,true,true,true,true,true","false,false,false,false,false,false,false,false,false,false","false,false,false,false,false,false,false,false,false,false","true,true,true,true,true,true,true,true,true,true"
"DriFTm3wM9ugxhCA1K3wVQMSdC4Dv4LNmyZMmZiuHRpp",10,408,0,0,2055610,68922209,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6887410,6894931,6870763,6895155,6888315,6897629,6903399,6900887,6892074,6891646","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true","true,true,true,true,true,true,true,true,true,true"
