"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","avg_activated_stake_lamports_last_10"
FS9W4QH5YEQXBpmdUDx2YDCDBiegM9rMmpjcwN1r37Tk,10,115,1658721
J3Ad7ZTTqq9ww95FASmRaQu5iCn6U6b31rHGaVSR12GY,10,117,1624867
ExoN8Q9RUUE5mpjTakaRx2PUtuGzH28JgkntJZ4sX7Qc,0,116,1623332
FDoNsYGpjN7PoEy8i3nCAgo8ytA4a4K6gj3TE22b7Nsc,0,117,1600000
9Qomd2BFnDSUzHPvUjxBwtVqB3ErVnzroHynubdJFLyD,0,116,1486498
Donh6nSdT5MioDhi9nt7wnGCHvaxx6mJfmuseZTBwV5n,10,115,1476153
9HEDbM4r5492RRKU5q9NehtAHtJrPzYyTVw42rnSo3do,10,116,1414782
92hLfSrb7S3yYLsjSEQqF3gaP55bjyBFirPNLvEUZR87,10,115,1362583
B6V3AHGFGiJEHRgXuA23kDEBGGuPs2imkyNhd4NnXLQd,10,116,1356366
FUnA87JkPHRjpmyeCeMWCdDWqrwU5YXYR9ieTrfWJYAw,10,21,1275541
H7AuNfwdULUQCkNbQCKXnRPTofuKbmHyPBkzvLH8DGNe,0,114,1266372
2BCUdg9P2tazpCdDxYWbE6RYM2WD9kSYFTMyEk9F7hqT,10,117,1225713
ETpFkQpD8jSoiWZJdZRU7qmAQm45DRy7qNUWqJ5jCZtV,0,117,1207979
ASL2cWMrrLpAkNY7A4G3ePMv9XM33PncVBpdfXnngBqu,0,117,1143880
DZC54GrGeP8r6P8AQqj3aQb9sUXPpxKNVJP3jTh9t8kS,10,116,1114260
DUi9w726PLDYmjSmDtGP8xPbg8cp41PqEgd2JLqnCpHJ,0,116,1100528
GXMB4HEM6GEKvUhybiCWMgm4kyc7tgppd9y89yQxddw6,0,113,1091410
8Geasyr3vKPkmLB827FLaQWYEAsyfqV9GJY54GNFeVi5,10,114,1062645
8kCbAVwnbPq182uPE1tkCqgwGwZst81a4NPArVjPpdkV,10,114,1056443
3Fy4S2rz5Bgevj6Ufn83fv2szFx9DoD813rR9YyKf64M,10,114,1045109
6EikHUKojDW5qi6UoALejmtRJGnbcy1Umu4LrsqHrBNq,10,117,1036258
ALBVy6EQLKg2e8SpQ2wCBmXZSTShZhkK5SC8maoTA5Lj,10,115,1006775
3h8RKZXBpvsevyRV2Rb94Qs5VZovqmsN6GpvouJwTAZ3,0,115,943486
93CvJR9YVSRur2b3v4YkJTsYbZbA5zsRW5WBzjHYC55A,10,117,897602
FKjzoZRnnnd1ydffUJ7tBUDUx597h9WpWMLmUxY8WRJT,0,117,887411
Ei2RUdQBUxhQGfLzr478hEXYpK5mKZHqKpUyT4d1RzrP,0,116,846177
G5DTrWeevjfW33w5FqvA3ra3j27Tugn8vHEYR5kNYHob,10,116,844078
7PBSWtM2jfg4W16SrGrZ9YJSoxXrLK97JYSpobCkGeeV,0,117,825470
GrAfcC1wXN7Fa9X1aE2rDPhfGX64DTLNZHcwE88nTZjz,0,116,801923
2ktXqCFYdGsjk1a7k9M9P9pFrQRkQTKnZ4NL2zkBq8Nc,0,116,791829
31CxMmGK3xDDzzAd7Rp2MLjxsCpQEhZnfYmBtEt7inoJ,0,116,751508
8FKB2y5WUG6rVyjxxeL7wg3wXfCXxuRnM5BHpXp2hPjd,0,114,750647
9kWpx9PtCfmsgP4euxCpmaGSRBmDN1r5focZiZ8Eawvz,10,113,747654
AZby2e9SHw9viRHHzcuS4foxmJtPQHCm7sXTjDLAsWsA,0,115,740903
6QGXX1YPeTwrjPVrDVy2ZjnWjXk2ceVQDfAWrDK47qYb,10,116,734227
GCM9Wme4MbXDLm1QwFMV9kN3dHmzhpGnMRc6TD7pDwD3,10,117,730748
8vYgvBu4ynToG2ZwBf5W7gUDYybXxSVaEfDCXYK88L5F,10,117,722197
DVu4fKw2muZDsPXxSrCSsK2SAZzzyPkGfGmnBFy5vPmd,10,117,712322
B6jUtn1VndxBnkGLcoFmrdSVpZcwQWaRwKtfoBchLFWE,10,66,673260
5EV9EQDnStmQYCt4Pcex8H4qGMFVkz4fLvNntpjyY9H6,10,117,655156
5SEvDSqpp1eAT67apSHPyox2LC38DBqvNSb7PYW8VJ1x,9,116,644939
54BsUJbux3Nv4jGWC33qAHwoUG99R5Qr8f4dDd21ckY5,0,71,643011
J82MP1snV31CZWAN1tMbC7U8C9ovdg1zwBizRhSVrkLZ,0,92,633133
ARs7ZEUmpGQf3wzHjTyFkgBfnbzhmK6XHtSE9VzrNQX4,0,115,623543
8ouxCN8Xe5ancaD39DGsx9REtxk7Y1oimeLaBaUKz84P,10,35,616908
7JRNfhZHNnR6iNTukvfRqsdK8hDfwN7335w9fTQSoPTD,10,116,602539
GjC4RogA2hN6zKpAZQornKLnnwUZcFDZJizSU5gCr8ze,10,117,580077
3BcL1pSWPtC1AQ8szfWFV2KAkekNF9MRXpkTu3MrXzDz,0,116,574955
cMLnKwp2UaCE4SQrU2th2Ms6RHiHDeVQiTgYfjtcoMs,10,117,539857
5AwQ47K3tWg7gHjjvNgo1aHFiTTefSyufuKQL1MjuJDC,10,116,530723
5oWbZE7nTaYvFghhiLY2ihWYWEJrLYn8j1Fk5NEAGWWi,0,115,530344
2FyrzPUJAwE8rUifrnn1YbXXkipSJtpPda9yHUP55imN,10,115,522993
E6UMTZJiFk1oXiKBNBbh49Fre6dFfd4zojbsSHYyMzFp,0,16,490907
HK1HXB6dBi2PhRDHmswvGfXhKtgwt7UBoMHhPAsYgSnR,10,116,477527
5yFmgdC7LGtpH2ATo7w1REqX31dp9vKKA7cRow64u5Gr,10,107,468508
CtiJQ9P9CjzsKfNAu9KzkaD13P6YBqDo4zpnQLjgcr5U,10,117,466786
GezbbgEC6v7Wn9CzDTyNX34Akt5gsZSJxCeLMQU6q4UW,10,49,465559
4tp2X5XV7Bs2viSgFc1uKTkTyHM79CepgCEHrRAvUJH7,0,117,464334
A4qBnsj1JYwmbm3za6hQbkeQQmyGYZHnGAPuu7U16ejT,10,117,448474
3kXnRtS2qDU5HTnwLqUNSHhiSYevyx4uFST1ay3YYb5z,9,115,443640
6gbZRncsia8zFM9Lwyg7gMsVmm6zBBYkgVaUwDLk31m6,10,90,443251
CxwMVpEn84HYj9DF9CB3C2Wsa61dj67eq45BLBm7SPhL,0,117,434574
6yG9Arh2WvXVzkje1cxbs4a64BZBq5HUBbbke9k3iiBt,10,116,414125
6mjWPU6zWq124pCVxtYg2kagQvRjJ92Z37RnSgRJWPtW,10,117,411185
4HVWzKFixdCSFdAZbdAh9tNqMQbDvSwgNuAZLqr1gqKj,9,117,381645
BZJNYRkLvspaRYRu6DN7ugRSVs7o7twwgJ7oRrLQqC8e,10,116,380004
DRXK439wmbpDiTRsfsyYYj9TkPRzFuoN9YP1X3QiNeWf,10,105,369552
DDZVDrxhebXQwEosi5Ah7LcjgUwfcK7ji2HfR7EnENmE,10,83,362917
F9BrRY25y6671cppch3gY9nhE8izvMSUCZx2sB7BtU6T,10,115,341546
7uyZamYwiiTSv79fzjr5qsgJf8nQqMhrb9FHLKacVWpV,10,62,339936
7Fy6HTXcpkd8V1PkiTptDpvpxyNebAUjnhkdQMADVXvA,10,116,338186
7Wios4AqRZs86VzUAGtcRWXnXQ2Y1Zog4yiup3x4vCgK,10,116,326901
HLerpDby24euJBhWXoNiTDtWmj2GdV9jARXLjpmA1RSg,0,114,318066
3VtNCTvTqL1xgQ9UcyWorFFYbdeJmqMCSMZnfpEQX2rM,10,117,303410
EQ6NPjd1WunaYYSpDoE8XkNroXUZRNtDscwG4UU3E8GN,10,115,299366
Dmy1eaTtMk8dQWh9BRWGrAFH5sDxXcAppuX3vXoibLHr,10,115,299266
xrbViLXFeUQ198fXm7knA51J316SyyYdbstKDzbXnN1,10,116,299034
8CUMJBYoYBZrdfvKvcDD4w4dtw65YSbK6fcdDoUzzwK3,0,115,298738
4unpnaqscDQ1GcgbeL676gUYur7VJze4ZH3UncuGuL5H,10,115,297705
2LqGNF8jhLuHGCJKqU4iFrHjrYMfDEswrwmqhu6hZ7pm,10,116,295377
J7UfUyaR8HGaTFEoxhwKJffWb3Mx4eUGpX3WkhUC3Ewe,10,116,294687
6BNJNdeeg49yRrTRmZL6A6hubgpGhHsyu7crWbdBpKta,10,117,294374
2NcG5318fCKHDoy17iL2JJwsKqw6TeRXMyZheuefYtxh,10,117,294018
DPNxSM4Cw4Z49gC6FsQFVmtgN4mV2nNAXjuk5PmGztkw,10,116,291627
G1aqvfNwwFQBPJciqZS1qK9UmaWcLQcMoq3MYKec6WXR,10,84,290352
3V171Yxpbv3mnAEReYADjXV8gFinSp555HACSSU5tAcb,10,114,290348
B95JUWVAMsTpFZkKxzFM9Wq25xSJVrdu5tmz3uFKv5oU,10,114,289648
29SasTbtNTg9rXJAoMe4bJU4mckJ91mXbszU7Zmm9VDF,0,117,289353
6xTbEVkV1ntAyCMAz8eMgMyetnbt5E48wnPUsUmiPV8s,10,115,287979
8sPNJioAdv7E8647QS3NX4kvjgnFHWCfYixaTJfKXXrD,10,116,287693
8X6d36tmxFZn2zz4iPW1qbkb7h3pj2js3QeUmmJ9B7UC,10,115,284024
F7oUELtjzW9WgVSPPH9pJFz5PiyhkXnh3sqXFbFZHGWg,10,115,283470
2mbYKfN6KUUAHYuCSzbm8rmEmuSrANnvBcDrsJiTvLj5,10,116,280613
4kig3qyoP4SF5vMv665Q2xP3TaggtPDsjukPVst7Q676,10,117,277847
7Z4qV8gXvAVvdsPJmhkKqHEVFNAvn2YpAwERjScUM8Vu,10,117,269770
BuH26EMYWBjqhX6D9LEEPaWFbgMNSfVBJ1wu7ZnzACrh,0,115,269615
F5ZWuz71tbDDqa9XDPYSWTpuKkQqes2yUwVSacVqTCWc,10,117,268980
C3pzSPA2mUJVKLDfFWnb83FhFcXR6Yx8qrpZU9E9K7bj,10,117,268538
GjabtNP2V2TsKCAywvRdQaZfucEtFvjC32LCAe4Gq7B4,10,117,268414
34Hi93PJKkC8HcStfaJBi9wgkdyVbMPG4Hg4CP93cAoT,10,115,267911
8B8E2KizeqFWnC8J2YunTNF6u1ApXLTTiVyDsgvtGVdU,10,114,267770
FVxjJRJtTX6yKWBdEtrfKZfV5H1iHefSjtu5VeM3ouSy,10,116,267626
4uxjEu1GQ8of7mUJXoXxR1YKwvmNvvzy1r9WBCz2m9La,10,116,263077
C7Dn66xCLTgoqXkrUJTToAQNPNKg7jK7kaZAPuLBzJQD,10,115,261914
2gFZyUq3tayuLMFdALkrcbavFrvNeMHdBNbxmQuUrKhs,10,115,259044
7we5vwPmJ5aQzii91aH29YWJkEwEjUyCFYehX279zBnR,9,115,255406
6gxTPqeStps9XmZtjUjVBgM54AaTHrZsXuHeP5tvpk4w,10,114,252171
BQDXnmJtSbnSrevS457JaedDffEsSo7vYJ8bvXrkPuCW,10,116,251352
3p5WB5mwWNb3uFqo5PmUyViR13PWLqi4o6s4b6mY9pqw,10,116,251201
6LqnErAjit6CHRNiiGYSdDmAbFhymnjSzJqB14HbjaHt,10,116,250713
6sX2Wdu61muFv7EkZepWxzJV2kAS7CVtfaJxELa9Q8Fj,10,115,249269
CsAfGm2He3NY5FZm8K3SMeBeQtSNHZDmv23N35TLRMen,10,116,248082
57SnHsAo9JVNYxJ1YoBxDXyRAR9ML8WC5b7xEgwPxEbx,10,117,247342
8LQzj71tUf6KAmESxhGDBX6arV9cPwc2zf5NCZMyHHAY,10,117,245554
Agw4YGBi7vBXMZK2JRNJpD8BKwK47Y1ExA2TJ84yj7pE,10,116,244690
FBkDgthsg1qhcgrRMtWfmVWkD41EPjtMiGK9boN3CLUX,10,116,242210
F1Wj9ymKBCC4oPG2SAaB4eDALC6a2nqRvtCMkQxjgB3,10,117,240400
4RAKjoZDX9eV3nhtByoUJP7TSgx6SUqojBuP1Sc4S29b,10,59,239972
8AQZnaGtJ71zn99an2Xkhfaor64gp8nRud9wkG8koGuf,10,117,239244
9mg41GtLNs2skDypSWfEEcwRo4rwYTiMtqswRY4gbV9X,9,117,238880
4hzaejR3LoaVmugGLPMp2B4SnNhKpUSRPkRyeEx417g4,10,116,238166
5DgapXEsZn1sqjrXyRXRJWKwrVQjZJCGp3fwpxefZu7L,0,112,237786
Gpqcx3AmJuG3Lso84dj3WF1vwUqxPDyEJKrqxnd8k9si,10,44,237688
7akpS3cSokh24KxPJYK79WGErifCq83Y2r4yXrewxBuS,10,116,237576
6ESv3RMHTtx91ansJPTnDKiT7MznB9fTXjo5j4tUie75,10,115,236634
AVY78KeYqFnpvh5VyhL6mcZKVewenbpmhBd9bVWFnXZr,10,116,235920
AXMwPoAWeJbUnkufc15qN4ixcJHKtGpZSKJHZPwFUfYW,10,115,234166
2KgvTAviJPwNJRRds6st3owz7SCr3TRTEyfruQCangYp,10,102,233875
D5hL9mujPjsiDnkAGJ6NXZVdEFJCCAqBqYhAbUX8gYpY,10,116,233758
9zuGWTazAnLjTHG2otKxsLCCYYSB6VjWd4E3YamBSJah,10,116,232500
94S6U4nzcmhx8rSDkxL9d48Qvnt6vgVqhgrUEXjMff5u,0,116,230007
APLVqiNHJcHJJuXVXBQdczPwQd44BrJ8d3TCwu67diLg,10,116,228768
5wpfniyGqhKSEXXcWTFNDwDdDsMKdsyS2xdNkCND7Mq4,10,115,227976
E5VyPyHLBgQxW2bVEiW3PcPC5yxisw1e28LUQsgTPVdG,10,114,227081
BY3cqJa8EV4d47f7741xHX4APiw1TsYf4XaGtYUxS3DX,10,116,226388
35Y5dJv6bjgZENmeceLkxf15n8ZvaaorNWTRTkZK4ajY,10,114,225567
PsHRyqQXhYK6nJAirzsePH3mviEjuU2BL4RDTyU9uqh,10,117,224784
5GrmDr6mp8mWRaisTKJRyESdxZ9nbR9wBqL5M9LGCgXZ,10,115,224726
8fHGL9WDzFberL6mxBTWaLXZiXUpeXaciJojBjB4okTY,10,17,224300
2NEka471HtYVW2sohvLM3pGjr8SZvMWFtNoUsFaRLsXS,10,116,224295
LPJXFT3ERagNABSvJdcrDqxZM7FG13D3fDNHXFg18CP,10,115,223040
92P3hS9Sg2k3Py7N6VaWkTBXYK9pF1xBDmQEdcTEueP2,10,116,222432
E2Esmq79tQY7JXRycGj8Y47miP1SRLhrfYPuWRTmscWL,10,115,221605
6Uxdho2Q3MmKGutFosgrKtodCKu96hMi2KiaY6smqmHD,10,116,220628
3puEXAz4bC2TsbJ6Wc4JxaFBBUtv6HW4L7xcnh7XyS7U,10,115,219945
754KYE7d3gUmB1Bbi54WEft1Sic8SYXVxj43eiMCQFFZ,10,116,218747
HgYUxXTyRY8ghudzHiWneQjvd4jvZqmXXxPaeqoaXDQH,10,115,218136
DU8ZswXAVFVe6a5RryuYeRoF18CrtTpQQfnQxNcDiawq,10,116,216794
3HXeTASFrE678sxqjSi88YLMi9cigqHuGE58szirmhRG,0,25,215927
26hgbPv2jNFJADn4KTw8Q96Qk1k2QuUCFbJL4ZQQnw3U,10,115,213770
E2Af2E5wc2AghTmx8kspvBhBFvb8GyujEVCy34pc5XxL,10,116,211901
9bCgsjsTxamDzD5Rd3J2GEPeaEgjfn4HPK9rA2b9SHK7,10,113,211215
3ddWQy44V4v53BJp9xxsofykLT1jQbFcx2jxASJ6tDWe,10,116,210243
DairdAtpx2VuXqUjNHNCYH79yxdJgA5hVyuo4xuPJwCc,10,116,208435
DNRu5MvrGCv78JWXrg52F23KKxHCVTfSp6E3wx6NmgVA,10,116,208113
6UsWtPtKvFQamkKmsbfkQ3q4NgKnJPHnpgLWaEUbUriz,10,117,206170
9VjF271LRd6NSvYs4v8xWuJAYCpqMXMm4SzLCkthgD2z,10,114,204637
GnSEXmrVayXPXUVN9hgy1HVveeyx8ssqZ6MnVPzQwUAm,10,116,204463
72ZgeHBgSJtriLhSPawQ9R4gv84LSkJmFpL14eZSgU4T,10,115,203857
BronHodv1C7gSPzHD8YfbY3rH7vzcNde3HFZTZnRYhNB,10,116,203688
Atf7sQ4gywad7Wr73tZCjXWPDe2avKjTZMqR7vGsEsrU,10,116,203194
BLfAy32qu3o7zemv9BvXZmGax5pG78jGGuUNejzKyAvc,0,115,202758
5Vy4C6PR4HcerQzRTKdsJB2f3QDNZJ5YY1MUt9e9yuwR,10,116,201841
A9Q3AVSao923286WdzWdoPYPddKz3D3QzGS1CKBnd8J1,7,116,201314
cyCFwiCP2XWnVuyfdd7x1mLTR3drNVu1RwuWhU1T54Y,10,116,197516
Hmk7yDTTSuThTrS18Y2GRvwUudrMa76kppgCBeUxyNiV,10,114,197149
2nonTYZt25PpwvXrjtvrR3RJPX5vWFGpcDN3f5FQTw4H,10,115,194244
FiXtdSZCSNjqKS4qLTKj7gJjYcuTUqvTo4qfRJBxMUUq,10,116,191567
DMQjNd42ypZG5b7QV8Ms7eXy2ahdMGv7cuJYUwwadysP,10,42,191095
DjCKLeywRL4qTqv4YyDfrved5vCtXQLZEns9mDy4FfeN,9,115,190062
GcEDuB7yLpqt511pXbNnR56JkUgxFYmH8uXAwFapDdET,10,115,189156
9NXq465eD7Ad7V7LGoBkwDrtX8WUzHcvkEd6LPo78wgM,10,116,187807
FaXn4Sed4R7C1cwHWd1X4duJ3ZpdGhyUZM1ixWTZdmSc,10,115,187726
HHKNrZkWhbe3KFzzk5P79GtLw9PbCqiW47S481g5Zfcd,10,117,187049
5RbkkS8XoubZHa3pyyDwpsmMPhrZc5RodhPJBEGAQvcz,10,116,186126
GEnBrzdsgihJgtQs3TMn42ZVSsaxtQ9tMu9uXwAdj26v,10,116,185483
FawwSFBuvsbGdyRTYXtggw3mo8aCBsRaDT8nhANKyN5h,10,116,181393
AqUEd6LUPS9dTVXNU1ASJY9YCkPx4s6BM4iDScfVurz2,10,115,180749
7aVnTQpkYQg8R1WSXcge48sxBzbp3sKiSsMQXdzCUWod,10,116,180223
MaFivrMpyz5Poik3ddsJGyguusLdG6DEGmLAbH8G8j2,10,81,177142
HztwSnWQTcmgmMc4E6FmMxYtByE9RT3zUarRNtR8fKR9,10,115,175024
3otKPth2zz9mg2oyLXmYa86zAUETTpZgEpA9WQeKdQYr,10,116,174118
FNxK7PThDvbCQPYfyuQwLZ6UwR2ZshCRWXXKTuZeeXB2,10,38,172749
9wnWGqdipGPUrUs3y4pxhLsquKiH39arJcsF5XPj2iWv,10,117,170543
Gx32spiRoibz9nPtChSr47W9K5zrSiXBaF6fA5tEzo5p,10,117,169895
2YGfCnv4SEXLrMYHLcg8At65zYPD4PVuREpH5NCXCVxN,10,83,167423
HuKnDKXa7R581kj9P7axZ6BeAXi1fDqD2hvQBp9yLQcj,10,116,167047
2PCneWgsppMDtoefhsKSLvAqKhXscEdfJ1xJkDaNTPWQ,10,114,164762
7DJ9gTbZv7tsV7uz4K5sxraFQS6Vi8bEm6Q5S2vDxwhr,10,117,164416
48TSiPp5sCwjPVHhVm9xsc2jK9wYPLBPom6usMDUsW3V,0,115,163616
9MXvou47RvU5W5gmdTck1jp5zrwtcBuHgaFKqkjwsVLn,10,116,163022
3RvtjbGX4FgpF2w44n3aBCyAMjfSdW9UHi8QEy9PoT9Z,10,115,163014
Nbno1oevLPzkiz6fjP969Rtvgdzvg5jrYyhD7eSrDtV,10,116,161458
G7ZwHTrgtZR5KqkLHiu1ZW3bcj8LCGK3uarbsmEdW1Gk,9,117,161026
GGZeHQY57b8zSoXhJZiDgZGfysVBxn4tkUjCeiiGF6hY,10,116,160520
DvDCbvmUnFKVffvop92moAwq2kzauKbQ4iu1eA3hEVab,10,117,159605
u6FhqiMBDf6jpgX8RKheZ93CKVc8GdFA1gHkQpfDZNf,10,116,159468
4f6HwrV87o3MvTNWde1ex54FYEEtFrgN5HLKCevb8fEM,10,116,159356
DEbwq1n8yEqzgmcXS9FVCXEaPXSkjfpRW7BkTcygF5oZ,10,116,159242
CH2NmASrZ346zDu511XadHCWk56RBKV2H8ahL9TK7UoL,10,116,159057
96eFeg5ZP6HN2m4q3A9rYgzvSnxzTidAFPAmqkR33Xj1,10,64,158795
81DhHW2pxfdjHAo2kgpf7USDXo89KPtqGGMbqJm1aUSc,8,116,155170
7v71emi11EtmJtRN3Py5JiSLBtR2wcm5UUsNKcLfwS52,10,117,154395
6UMpKJtVfbW4ZJhrPpDAH7H3C3PLY4K55eThdPY4HdMi,10,115,153621
CN3GtgsWxy73eFJjLW9EkbEW1jmmJyGeVh3Z9gTHkxZk,10,115,153531
82jYzWDo8XMcLRW2gAfZE8PBdWupefADmHhjEhFmJjBM,10,116,153474
7SB9DNa9MRBYPudEyFGysHnGs5UshQy89sUTgHA1ygrY,10,117,150276
G776AsBDL4msNB7S1HEbE2FuEBiCjUkyN6e9wi5qLyGn,10,116,149087
BEPPafE1s79WM4sFu1HRVwzMV96sg1zkxzbr6vKvtaSn,10,114,148292
CzY2qzdVTtfGEh4Kf4yccR1DmU3U2sbiwk67pMa3C2im,10,61,143892
5qQfpkf6h81NNrV4Kr4gqnpZaWrYrtc6TZHTjD5QyZNe,10,117,143731
6SZETAsxjm32zvygUEae111DiyPVowkUzHdf7pju29yj,10,115,143452
9FnqRxgjQygjDuudeu7jz4wDjqQrTPtfSSP5WSTzixGo,10,117,142738
Bwvek66iipGGGXvbjPrmgrfM65JsXZVD1oRscGQp9Tob,10,116,142441
CfeGA5yPiQ69co1aShDEFSXXsxnANLr8TkcqXroddZr8,10,115,142215
2EdYNn6aMkHDv6JCighZ76K4rBtoqBgydn1c93x3iGcw,10,114,141944
hRozpbXbE339RDTqY7T9PiANKjH1G6nJYsMrtj3QLK5,10,117,140493
