"pubkey","epochs_delegation_criteria_met_last_10","no_epochs_at_least_100_stake","avg_activated_stake_lamports_last_10"
7rhujpx9iELfKkTZ2kj7mKm6phTGjVaumtsobeBxTiBH,10,116,139286
E5xrj71F11hzqmQ1wCPwKMM2o7iYkd8hsu81i1gX9iJx,10,115,139091
8g553K8Nc1JjjWAt2SmbLvuL43f6batQz6zfnp2iYMmH,9,59,137799
FuPLLsFxEFcb9Vhs7Fv44gnyybrSXk9YnzvK9U5nfuu9,10,115,137315
DPksve9wSdmRLcaS2bapK2spT3DHxLTfwSAswTC1PzWs,10,115,137170
CjnDT3U6A7YSA3LemMAQHe6kUXWEw1whtbcKRXiJWYFF,10,115,135653
DkU1drXwPQ7ut2nmVourztY9XL4YaZGJVAdFk557DswU,10,64,134523
3uN8hne1a5cu3eya9sXQcT7B2goCHVukiizabDfWrEyD,0,117,133963
4xV2agjiNpYjebitbjiQDFpqsKnPFsD8NJV3onvC5WxE,10,114,133279
5n54n6E71tALWai9RTAPodrrcqvBjPD9RBHhxUMv9VPC,9,115,132923
8rUntAS1CrJhi2pgjACSnNSqLWPcTi8i9QvVosFRDakj,10,117,132359
EvCkyU79GpQ4T9nt124HEdgSUeCzACsjrxjxbK6AT8aq,10,117,132008
G3Xc5MZxqnjDJsRziTCVGUfKR7AdbE5N6WwsdwF4XQxE,10,117,131167
74HqEHruPcJR4nWg9tFLit26AafrxaZ8MRx8JxPYUi1S,10,117,131125
9uY9TF8pvM57P2eEPNuWkPWWJxb8NPcco945GeUFNaWW,10,116,130408
3VHoAib4VEC976zSzx9ajV9Bvr1jqyMZFjMCDERg64pD,10,116,130082
DKW436PbQmKDqdMeWqEZnRDqTYqR48ZaN4PTu7pB8gY1,10,116,130032
FFQe2FKGpZfk24U1uLEijisWUYGDFYRKAGq5BkCoWrtG,10,117,128250
Bt7g6EDb2R7ynydSsXP6tLHavyikGvgyCy2Pw1XonGrg,10,115,127250
BoaPm63HqLm7iBwfkz4ua3gatFH8c1YggpbDDzLraW3M,10,114,126919
3SVox8e8UKZUHSqdou6jbGbPtV7U42xiSc8zXtFJFZ8u,10,27,126346
63a2Cpa3o291K1ksSxa1kWeHcG5KSDy73TEpdvjJZWpb,10,116,126291
9RsXApy5f2vs2iopnSBpUvc72YymhZuhVoE8bkqm1sJR,10,115,125880
ENp3LdHLe38XMEbfeoRCvc5EaBq2qwCg5tYZw8mqEVFM,10,116,123945
DFjEnn6cqxNFoyb2K6j33JeXDTMojGj98BLZEfnVHJq4,10,115,123226
3dA4p3wCLnJkgpip6Rhgt1TR6AKaJzWLCWKhpUNZ8Zj1,10,115,122521
BFh5gtkXv5gm7BiQPgYMjexPNhU4jpMkAmvPtrKnCGko,10,114,122072
8CFsJ7dLcLs9zzY77hJnudNv4Wv1bA5amvvcnho7CEx,10,116,120508
8f3QHAqM5iJKunpgsEUy385Ayhh56q7WiEAxJVm5mjyP,10,116,119463
2HBspfWDVur7eGFD9nASHgJZ22WcGVnFdfbYZ8oB5d78,10,116,118589
B9zEUkeBvgSXiqRdC6jD2CJyn5zibD1yEHAxthvyuTaG,10,116,118228
GaMiLXtnMvZmbqXH8JVYqVCYixAg9tJ7yhYKWgH33jcd,10,116,117804
92iMn4cfCLzwSfpNezShJRNXvMYAfwsqJxMCQBTGK3K2,10,117,117120
ErrX22YsUDhQuXuZWV24d1YCcJnKcBFRSqb4yzovv2Pz,9,116,116885
5KUUD1N5k63uTydzjfE6xseRZ3jAVwmEq55rREKtZSn5,10,117,116635
686zAF3MjdD71PqJ6zQohQhFnGKbHGcGjyYVdBJNY73n,10,116,116052
3NfRDNbiGmkDy47VRFD71kgGUBYL5dUTJE6m4K9NKsi1,10,55,115806
Ekjmnt8KVzb1uLJK8FUMheWF2Wm7HdSQZgfiu5BHGPNt,0,24,115610
9HvU7zGzXHM2qcrs5kekWDVm5HAV5o5SjESJQcjTY5ss,10,116,114485
XDPgFoCH16GUKPMFGJrWoGBFFJFwbSM83qjkJtmrLBH,10,51,114345
J465yZwDcC3gDgot5RFT4PeG9Rz8Vf3j7Yg6d63NFC5d,10,115,113091
6cuWoemcd31Z7Mz3MgwpJ8muVjgBe1LAA2qm31rWhQrB,0,14,112110
6rmr4RRDBSKz1GFTQegt1goCWC3R7ZuY6qDnARF5yyxh,10,116,112025
BMBF9zsTuTfovj4RrmywpLe1s8X79cKf4BTgbk1uf6pU,10,117,111456
57WzQyCzr2h2wKgxF4wXryLrttmDMSWMhFRMPgKFiDYU,10,116,109886
F5ULQU5EGHBAjjrDmrtgd6U5hn2ENFBRxc2nu5L4Ncib,10,117,106222
65F44hCV2yQjRNYMbutD9E73z9wfK9hgFnjyVWSdLZyW,10,86,103879
6yCFHm3epJBK9n2zfmfXCW9xtM4T9Ts86wGyx5c5UfAU,10,115,103622
Ed14MV5vuUGyAZ66D8W4CHWP1wKRLWu8DrL5oTkXFX31,10,84,103234
CiACigEjY8Qwzvfxpp1UHFhSszeYobiBARFtCemucecT,10,116,101667
ALfjrLa1ZxDa58q2nj3CNS79n9PAKgdYmsdvtHi42ixR,10,52,101460
HBs9een3AEGCZB79eMA6dE3hQ9NBnc3iSwPvJRwmSPdP,10,114,99918
GDRiEvQGqCGahqrdwohjjNCRoYL8Esmxz1jMFPP9QRVp,10,25,99413
CjpPA5Gv2P2jGtRpgdGpM2qcXYPrVWcq2gkXSHHrh92Z,10,117,99370
HsfgfLNxeq57uAmiguburVQwLk2LzwLvX4VvweMXL9aR,10,53,99352
HSDzZdbboUiqKLxFCcjmdAFq3kWJF6hE85HqRqNQxMTR,10,113,98969
7cqZmoDeKrcFPVa12S3Jqsp3kvWJpFTG55bFAYoULgjv,0,27,98264
F67xx6ZC5FEUSD1y5vKxFwrCvP9iwVEXF2mghsW19v75,10,116,97804
86F2ad1TxtCRxVQNqp42ih2GmTChWaM864MTGKHkjVbG,10,115,96547
DW2y6kS3FRH7GaQY8mVJ7GWNL6PzbLMEGYELjEjCZ6SG,10,115,96015
6hMMY4EeM7NYioS1nnbUhcFs2tCpHh5vqcyf1z8YJwwM,9,116,95086
A9HuLY7GK2cDiKZgfE1TtuQ6rHFTe8rHW4skkBriF4cL,10,25,94115
FHYX9pkebHggT4Vo1Gf16tz1piqdYFQZJYTrhZLVgewS,10,116,93249
EJSJeREQdiScDzhA5y5BTCswhNbAr5sSwomddjxS1UdJ,10,117,93181
hdL8vHRtULufqaZc2kQKhD3LVUjfdqgXUFWLb4dzW5f,10,116,92528
5WamcszujGHbGBykK8tfNva4R3Qs1cX7et4C1u2FnZdi,10,116,92415
D5X4ggSXGTWyfLvcJYhdrCUPEG5QQ43t7L7K5nQR8r4w,10,116,92069
4SNatQsXJzLwRmiYkNkBvqFGBmGzrkyfmQNNqJXKZ6Qh,10,115,91713
2J6XCkM6fL8T8WoPNswCTKDr7XaWqdWrQ3PEAvykemi7,0,3,91618
CxhpzbfyoqFiM7SXzKKv12PdjLF1jauWsxVS367X1JRA,10,116,90901
GMiQgNR5oJQ3vDZe6zxagQRED1JZs8F25ubuT9ava5RH,10,114,90878
9VTUhMTa7gHNJVjm5iSxKuBjtTqCnztRje2izgEnDEZb,10,116,90240
ETDcP8hLagL6Hja6mMBTEiHtste5VFLVs54pz1QUGhLp,10,115,89097
CWTi5yuSDnzotaVJ9iQRzXi9iY6j8uKz3dKbkxNBQFrs,10,117,88571
DuMcAZJqz2wq6JPGSRtjibnSePqBQwFdWxpE3a8563gt,10,116,87992
AAyt6RUrjPHeyo7VzHUW2v3jmh39FBSgVYVAmSACGX9j,10,115,87478
BzVa5QzN2MK8peRYVvNUevVHccKtXJT39voQbAM4G6qp,10,58,87423
EgFAz853zxbqv5rZJuWAwzp2UuNmfiogHcjRXF3jVzLT,10,27,87418
5oyvG7aC5vBYs6SBZJWZ1hFkt9A3fb6PMBRahvY5dd8f,10,115,86806
FqVgcLhNqDLmWzR5jUVLminPxah9h5GdYyxtCivaf5Xp,10,117,86767
6Yk2uyXWtmsQUn3bKb9rMYK8EZEowUZc6V5EB66q9ppt,10,115,86202
DnS2szJfuKqeQjfcCxejHH4UtqfsNkyigpbKjKMXichQ,10,115,86066
5dGebCEPV2RzBw7SfVqX4zbY9j1P9xVHY2myZvR3WghW,10,117,84645
4SW9X9EB1XsDPtS8LJPQ8qCDKiSJa5s2QUa9KbEqG4hC,10,116,83734
4xEvWUtPLntceZiFqqjPEUyMNeTscL42y1pWb1JCGRBw,10,115,82785
EckCYpFqgKtF8VfgHDEXdXG9HwguF3wDdDJ73UwubWDx,0,15,82730
8mbd4UX4MxV7XUPKqcMSQC4wUnMkUZu5JJRt8miz2y9y,10,116,82397
E83NhtPew4o52dFYHTZRe6mauUV5cbGJvar3fDCnTWSa,10,116,81982
Az5EU3Wcc5brmirE3tXVDpyYXwY1SVdAzecNfgiq1w8e,10,115,81603
JAGH2j7xxa4SATz4gUdsEqW7hzog3YPgpfaTRgHyeDkT,10,117,81463
9kijdMTzHME3jWVBxqwNqXRJ1FUcahrL48jTLycLgVJA,9,116,81385
AhNtyZwHgypazFVNGpzwzHUixFZhCBnb4pGpQrFpGa9Q,10,114,80989
D5nPzdAo6mJCjVgLSwS9hgXun5s7J69XhBNeTHTLDJSS,10,116,80266
ExUYk1dBioSFZubDqXAbXZXSrrAwPjckjRYYDKPQVV2q,10,50,80212
F5quuqpAZWkYF2MsjDWEX4k6LpENDtFynQ9jh9hWqByV,10,116,80186
AcdoHJ3GFESWc1iEG5CLetherUtA2T5mJuTJFX3u13eu,10,116,79635
6VzH7hjV3eUNUjMDywsLBzBxMGuPS6wjpJ6eJSQVHwBp,10,116,79462
3VdtjWkRf592ETQM1QqPGk5g9Vyd2TLgN9bVM9rx9e5p,10,24,78852
CejRfb7KJfVTymmjmzhhHvrSXMbb1BDEdjVqXFG2MSnj,10,115,78468
DAfJf3UFxNEBFTwFWmP7nXQWP8Wdt5U7GAcA1ypUPtoV,10,114,78464
HjMGWotQaasgrMD1udF5v4bDCcYNPDHhbvPzoFA9D8fi,10,28,77937
BvohJvi2iBdxHpr1h7ePiHhedqmw3uE8ES39WGm7mntM,10,115,77581
2FEntoPp8poZxhQuATs71s6TtVBPfsUFSpbsJiKyXWjz,10,117,77151
EtM2EAThLhBnZjyXB6QxZJEbXVtcfRFQ7VSAYtWBcL7r,10,117,76995
9ou2jkmkHfv4gfGB949R29B7rsQbQvCiZYq9TstrbAFv,10,116,76933
4oAz5DfTipo7rqBVY25PpQ9RNZqpXmodzknw4BmS66PV,10,117,76877
39NPXLrhTNdWZoaieaS9nqQoNrpTpLDZ4Ce4U38ULNvx,10,116,76479
8HAVz2MR92xTXQCPCdoo3XX4g8wo9f77GWY5cRVRrvo9,0,116,75963
4VV5ZaQUnZP7MyM4Lfj4PZv35RJDhE98QcvJQ3xjc7Jh,10,95,75120
DakLqEznw9CTNjB6oW7fCBwFYN4fZRNpXugkZg2jGnjy,10,115,74683
A6oMEVcqexk1nkdY7WRyHEWcYYuBFvutT7hbek5gbcVh,10,114,74512
DfXLbe3T4a5BtHCtCPG9DgVsuGPqMBr7mCYsK4uTmkot,10,116,73034
41iy6tQF5WiXNJDs7SG5LEeSmAtj2Qax7uoiBnfwVP9M,10,115,72905
BBkG3qjSjvY1MZrBEv7YKFBzuUf8cnH2cN5EvujiNRZe,10,117,72501
FUoCHxe2C1SLAXLetNnYbdpiQgw4Fru53u2otFqpYskK,0,66,72223
5hg9Sa3Asw2isxg4n9xEzYvpvUnQzobXKVQU9e9edKyt,3,58,72001
C5s9fwyhc9vNDUM3sp3Bz1HLZJCk5V4u6DrTeRFt7Mqw,10,116,71586
p4HXpvRfDNfXfo8QZET5wDQw9HyDkaacNif9nCKgQte,10,115,71466
5fBeXXmpodkwPp47PXGYr3fhRtCnhwZx8WLPEiHNGofd,10,115,70960
AiynvJiBn1XaZCDrz6MkRDySLktMwwFE8YghWMC75tsD,10,115,70862
BWtCTHnGbBFhYqhYUWyDpxXRgRxDLozLfkUQreXqZRPk,10,106,70474
4G2xUR9pWPLhgfpUG9VNzYK7f4jftr1xstjPhfXSTWSz,10,116,70379
57g3kaM7nWQu1jSjdw5bb2P1jtua7SS4hvQ5TGdM6pYg,10,116,70179
EcyYaYSeP7hhDZQcHcvM9uo2cNL8GrEejpodYneKvpwj,10,116,69560
4zxZc3b8hRC8x4eCLg1xqdCFha55TBDK57jXsF4iMYLk,10,117,69550
E1NT3tqTSM5Pr5K8SS6obeQRuvxtFL6XhQsoZG9zMwye,10,115,69480
EtEYDkUrCfT682BA9GBqEmemnyQYvDWe5UQqZd8a9eDX,0,116,69291
5zgJhPL5iFYrNJTbRHWmLV3x1hATckP77BKVwnvZiDb5,10,115,69120
HkYQjVMQgj1p3Jo33NUuEeydRjpS32W2KsFVdvWUUmcB,10,116,68270
Cbzjdfqr3SgpTt5vxfGJKSbiNZqFQkVfm6YueF4pXvYr,10,116,68127
C1Q6Gih3Q5DLr4SGpSFKbXFXayYnEh5sx8PJmoKkSFby,10,117,68092
HCwN71tMRQ2f9B68MEhvLHcJkJSMgyY97hgDao5sTnoP,9,116,67935
AypB2tkCXFubbwTnWxdHJHv7hNRiGP1Mzg7zRuyEgpsV,9,43,67791
G7koYxJBPM74PuTrkTN9tBhawmYH8C5TMa1bCnYVzdJw,10,115,66690
39Qonu73UgNc5ZbFbAaoC97MNjQzC9Aq6uqmtZSypiu6,10,59,66677
CDnSPCaKYrjKMovMbTRU7JmcWy8BYi6rpikit43ADpZz,10,116,66006
CXo3a4hk6sMTfCsfU95y6uPt6WfV8xwMvg27JVJgbRHW,10,33,65858
CB7QTFsnEVnc2oDNRpSe4NTDZNShpGhCLSdkkrV5atYy,10,116,65852
8WPs9BpxQyHjh9SXXBCD4oPPVcrhmbKHfoCfXVj7juSN,10,117,64837
FyQtjho1ysnt1oLSqGbEJhp46PrzdHGL9Jnr6GJMPgsM,10,116,64767
wUtAwyLeSDYRZR7HS9N6t7YGhsnKyJZfKYH9HjwsDt5,10,114,64561
C8xfKgAg4s1yCYEPsBWvwNs7QC6p6dFKnAB6vaaTNmXx,10,116,64528
HWW6UfqFixvsfbxHbr38pjZFPm3Vwo76WerSzaQyhHUy,10,116,64400
26DpicSFC7vAk9HuZ45awg1rLAcx6ZNFJHgHK7nFeSjP,10,117,63845
HwnopJaozESsGFNSdgi6cAm8UQKgVMs13UATJfvE8tQf,10,115,63688
4kxmUmSov3td5dvRBBp9J6A73TSKRppnfZwvDE86EsKF,10,116,62809
Hv2zoUAHiBmRxDU3Cv2djvjdZ3wokEQmSktr9rVdCMf2,10,116,62580
CjQ1oRMXdgZDfdyYEmNtwBQdERN1nZErym6iZopbNsP7,0,116,62536
4seRUs7sSR7SAH8pKLBvEvNWwA3BWuVzTbTLn9XcUpCj,10,116,62276
ArkAf6f2wtWdGXk3UkKPqoCRZzcqRwwMUokhegxKpq8q,10,116,62229
3ZS2Rggh2YEAsTorfZuoy5HtM5gPS84c148WieofZFDG,10,57,62190
CCmnsvtz5siT8Paa7tenYCJNx9nQQdaagoYF4c4VK8Kp,4,5,62139
BitbCXHGfJ3EWNkF4nK3CPVFK1Tvx1WidNw8bcnNSi1H,10,31,61822
4PU6se7NMLHSa6Vsaw2HDS6rkxooJh46MLedoxP8Erzo,10,88,61349
5SfXhWnV53wUuLYkbuoyHrXAvUmpV5D1nxwVdV3MmX9S,10,50,61253
2SCrqP9DU9QbQgdpRaDC5jfjBLhe3bqK6e5oaqe6gmAB,10,60,61175
6SK1PKn6zoyqt2u8LQzJEYdqib6yLSBnou4fcSSRSew1,10,115,61013
5KogmgyoGMsyHHrbhBBpFzcw9t2HjVnBzFQWi7AsgTfs,10,116,60311
6DRWCmi8CeJP82LfB6Z3mzteY2rhToFwevfzNawEXins,10,116,60190
EiJrBwf31GoRSkkkKeBfzKAVvQNMWTXqDVWWPVxB7dur,10,92,59850
B4y4x1WDY9rEcQ57qFd3ERdAwdkYVT575BgXV5XekEMm,10,115,59688
JAjfhPQyodKT88QaoDJati6g4HAHXmvt4ZoCVFu5TfHu,10,117,58914
26LEAAzJDDQhrQ63xZqMVgb4Fp5N4MtkL7rPVfHXzQfH,6,7,58906
651Yyrg5TGbxMr7GBzAcsEeeMHi71grnzFAmyYczjqGE,10,116,58832
39zh8fdakyCneHeAp1Kq11bhNj5km4WrBrWvL7CYXHrF,10,116,58499
89ciCTRSoPX6fAQAHP2L1CfCjVkSRF1N9KgS3twcBgFt,10,117,58397
3ERXmGcZPduShYvbbGEV4JxEjyPythgNV9nJPa6DmCbc,10,116,58129
Dq863J5SSA9fSfJBwmMiS4nFQGbtpUJd62KmPk67vbJ8,10,49,58121
GNvyX7MSE9MnoM5etBbqA91GjE5heqmYe4aBYcEQMxtG,10,72,58039
46zwddrWW2YM8hf395M8vAQBDR5YATNbJEy2Rsa7wrQN,10,115,57897
5KZGdhc1j2CAfAEmWbiiZjJfzGcXwn9AWZWJWdJLvTge,10,117,57156
BLJkYrgfzXEE1uYtfnJT3i83ZYoaK2acwLUnrQQnx4qd,10,28,56906
DrjTgQHUX9XwNg6ZpMKYJT1JD1aTf6BCWF8QGc614Cd9,10,116,55651
AaXEm6s8Hiu3D2FFgajwb8NkdgTY1PVEF9KKKthz4NaQ,10,117,55288
DW3YjyrBvB94fFttsQchFWEUFSFF5ReNSaVeAG1UgPqa,10,116,55188
7YetBCWUmPT2ELobxV1A9TBQX1gWX6WVFmvjBPaQG8fT,10,117,55113
9gkEfp7FJQEZRQTWUJesBYsqc7RmD8MJJ7zj674z8SKi,10,114,54694
7EM4ajueFCdyc399RV1Qw21zECdxcoquypsecsQEvivk,0,107,54649
AAhdC8uRQNWzMUfb1iNbxJe74bxCPcSatAsob8N2hmcM,10,116,54566
3zLoHpxiGcxWTXvGGq46dxoqSibkgsyfCPLjCb6oPPJe,10,114,54512
CuRZqjeTpBmLD26CfSukXbdpJBJ1CFufSHsGh3yzvnqM,10,114,54075
BTyfTpJ6QmocfAxaKTMvnCeHsEeuM5BDE6CbyKvZgRxC,10,116,53739
6ddkFx6wJ2Egvcd9KrThucyuKR1ifDXzu1cAX949cQv6,10,116,53357
4hUBvZFjmyaLDkKNdGemB3dsAkjPsZzZWjFDovF1fvh6,10,49,53273
EimvkTUD2PM7Pa2kyaxS4Fu1opctfjejrvdmdJS7UpUv,7,114,53031
58J433xzbfumgd6qQpWQxMTfQrbGi841pY8Jkd26tUK4,10,114,53014
4aD3K6LKfP76T3PV3VAWzPEue3KoVhdG1tEPFgVuGK74,10,117,52816
68FHnrVANiVysPrNpdpctmDii64XsqvvymytehuohcgE,10,115,52807
37pYfQF89f553rX6AsAUcvsFtzR8x9wJSrXrYQhuaE2t,10,116,52617
DmYqfmvV7efS2ELQvNVjDy9uj9o66264vs7Dy2vERtzi,10,25,52612
HWM73CGHuRmE6j3FPts3gFSoCZaupjCyUCk6zmLpobrR,10,116,51897
BVwRae1vovEqYvVG9AavnxEiD4a8XaXBaXkEENazcSRT,10,115,51861
DFSPTiEUpkphF8YBf2yAsswk8Qs5e62uVyhR3wfZHkFM,10,114,51626
99ZtHV7rvMbEUtJdQzcRJj7xniALudPuSVMnVNL2U38b,10,115,51541
87aFKLqPSLTciNCJzaX7Ksm9zhaXPUV3YFfemmyPGcYe,0,72,51274
2hi1fxrV4w1w1vh88zXJCQPG3zkW645q9Y5UCv2DvgXt,0,72,51223
9mXcaRNQNUccq69R7oQJcrYYhSKnWBHpCUrBqbbkkTvA,0,73,51211
6fk4ACca8mQB9R1zU7yhRMHZonU1PaisRbPmk4Y4hfs8,0,73,51209
Dn3aoigi2gHoE1L7FrxaNx483MGC8KRypYP6GmUacNu8,0,72,51207
GgR2yLnvtbjVnWtkdB4uRChpxUga6P1mB4tZswksJQAS,0,72,51192
4EdDAccaftUN2CH3SBTpK24SvuBuQ4xWFX6U1CSjDj7V,0,72,51190
AP7MzTuxeFjcPZsjRfsTPBKRfGhA7PDMVaE4YS8XT6oY,10,116,50722
DJ21NdHMNM72ap4Yiw8t8Zs62UVv3d1iG4juPcHfbyVF,10,114,50511
Cy3iv7eP8aCVwi1Pxt5e8uLUK9EaFe2YYLVTA28WsBJe,10,116,50337
2dyaKfVf8nEPzij3fi6uTFrJ6kLpq4S7CagvyWhnV1wx,0,18,50306
DQKVRPvNLnRrXc8JAYME1Xeg4vYe9XeziEJKMR8HVKkv,0,18,50304
crCFL3scfDZPpEUcpNQbTvY8BSUGrCoVkaByPX8asf5,10,115,50220
2a9CRu5DmGS9YxepW2XMpu6Bb4EEizUQAhpF6MSAkvfR,0,10,50068
CYSezyFpvDcT5dw4VeWafoNRmmY4YjFqenbKi3pcjoup,10,114,50042
HSuc1ycjejFrwRio9y3Tgxo7mGEhGciSSCTXz2kM2mdb,10,115,50012
724QZt6zeRWQ1uUSypRJQ5HCjtjyrLCuVm58DNtHwofC,10,116,49970
7zf5M694o9Qpga1JPdmMkgknphFLVeD8tNZSpvh9g7mL,10,114,49794
4XQRSK8WToT3yaLjc34eMwmEaNbRevEwE7V5Aj4CiEhA,10,115,49646
7ixbnMRAo2nLmzxADTYopQReuVbnsuhBL9WzCEA6WRgj,10,116,49601
DJxuoCPB4pBFkoiggN7QfHfpBCDJFJHahXHxNWFu5Dwo,10,114,49333
5RY2ELwxmJjuwsmfQ3c9C7UPcYyFherMfbMJuBTeiVC1,10,114,49156
2yUzXmtQ49bSKA2SKfRfLdnHJ4kTTHkrHnqyMWrdtYtf,10,116,48427
6GgK1ndGQpBR88S2R4xMBZznQhAzfnfsKsVXqVegN9jB,10,21,48418
GQTsrJgw4mUZoB6kgFy4idK98zxD48LCpujefsekReLq,10,115,48351
27idqUHuk6cWU3AQBjcNXjZLFSmUWbnwcGpVwhWDKVmj,10,112,48319
86W5G1ja41sqJ9Zc6oFiaeD93XR5GTFEsu1bEMcrBRZt,10,116,48237
Dye9CRxGxYFXthcpkTitVbdRHJLbKZXZfcUwGKSsrYws,10,117,48191
GEy4NjV2RXRquAWAm3kxRc1rFkxDuKqwaAUr88RV4ktK,10,28,48171
9gWwBZX1ZCvE2ckqV1z5oNFrzdVDFQ7zDkqzNKBUKG6m,10,116,47924
27Q4xbYCitABzFi9VkacRF7pAJXQ4XJZxZHeiBRdJDT7,10,116,47911
4oWf3bXFj9kd8Q9drtf5QuEQx5vvqCmeRHA87tr2ECvh,10,115,47780
918p9aKEoTXzru39Wu63ck5PWNEG58aKZFeFCyysWU8A,10,116,47616
3YmzU4pezYXRcumzCiwKQM6Vcgc3n9C3wtSNSiE4JSw6,10,115,47543
E7cT7KKgMhQDMZnMSm1m1Dwq1GGkREtV5oPbkevm5VVe,8,115,47258
6yFnh5NsKuKgDa9oyVdAPSG6exmaMSdUfgvt1ubBhZAg,10,115,47130
4EkrMcjPVpLxSjWj4T2p2UUHoeepGtu8XiWxamXBuURE,10,117,46930
6PcwngKz7U1M8aptRn6pZ2ftLhkpNJ96tVWYuyb5jQmL,10,113,46811
66FjRENcCeWjYtxri9J2R1aVGLoFokr7T5ijU2d2o2G,10,115,46659
BtVYuYmBDFp3hVnUe82XLoDBBccvcDekkFTNdRCmTyT,10,115,46354
EHSsr3iDGK6h4U2uWEbYAqcbAo2oa9bQgRkiCkzaUGSf,10,115,46344
4P3aLpLTkjbvuCDMGdocNmx1MLFGwxpeiBJmJBeTC7wz,10,114,46059
ATbKZiVMoEXdPCpjnv6cy6DsvAYwFUcsxPHtgdGJuGUK,10,116,45746
4km3b2D8aYghNzXcejvQGUGxRWEZMqFofDZ9fKWbmmvV,10,115,45743
F6Vs3KAfymkUVJ9XchV5Hioh5wEXMeUkxPJ5RAMu3BeY,10,116,45665
4MdbEuEAfaMRV3g8vQgRE6Z4L2QkCv5YhkpF8ghcUyQJ,10,114,45499
kzTThZV7UVi9KD2Q1QJkDCWrQmh8kp88qnSyaVrRKGo,10,115,45486
2ASZFXU51vxNFkbA2u1NGCWRVN8u3qgWvM6TW3BJBwys,10,40,45478
EYmuVrr3n9sf9YwkVbdtNe1fLy1wV96L4BUPrMwihdgg,10,115,45478
EfA1c8x6PqQnip7iqmWirNUCmvtn7YjStfzoZM9jxP9x,10,116,45476
J8Y7XZ9Pkxs2ECnRr9djYwTViQkygZbSMzucWdJYmuaX,10,31,45395
CAj2wbvAUKqrvHDBMgdWh9EjVetox1AxTMs5whs1FNzk,10,116,45310
EyGJBm55K9NE2vH27eEUyXGgAn6XU5e8h1Bgvuak7esN,10,116,45288
8gVtf1pJbJDbznjZsPeBaGrNbWr4qaBCi8zvFzXkfZKX,10,116,45277
XpDZJsp9JkJZ9agDfbGL2jWMhCVbBQQxiGFYTYtUFgb,10,114,45156
4Qqmjz5dz1D2K4i4b6ezLtWPH4JoRtbV9nu7dczrxH62,10,116,45142
PqmMmjW8bhmxDmAm7Y2QuZ1GTiUjKomKVhF3nWYHdVn,10,116,45112
7DGZnVhKPsoWC9KqaX9DqmFhx1fhqXthYmGL1JBWsBa5,10,115,45036
68SPU5QqyD2F4Mn4Sg3298STRBgJbdkxHbdcxqSCGYky,10,116,45026
FtbZgHobAYjk5czJZhmouNbyodo3tqMAaULupmnfBTGy,10,117,44974
2zEqzGKJo4mvTKv5tbF6TXrodztFXXH3dkJfootLPC2Z,10,115,44841
3keeKM1ZTe1uZFYshE7mu8hxejy1q4tSb9HoD4PqmEhV,10,116,44821
6Y9PzB2Q9xBiTXH96u7urveHvwPm7pa2et7w5Frp88Je,10,115,44807
EGtGp8utqARA49TXCqvGKjAf1dL4Lt6ZWW1GCwUY2a67,10,117,44759
FJvjZcNFxHXuKrR98YsRgxHehJrvzfvPjzpfo3h3UNaA,10,116,44729
3h6NPNLBFZ1SbFnxs9UhGmfU2UdacQcfgvgsc63mdZMN,10,116,44725
FNStw8FTbfYQz5wspoLAMHRhQPwoFemMGBj3SXkKAnGu,10,115,44681
4xAJ4U73CFHLcJvCF813xtoDDEdGoVEEQxLwquput5x2,10,115,44679
G4Y4cz4RwwLk74ERpN9bbseMbAKe8rY1de4E54KbFKv5,10,117,44623
6k8gDnSrJMzDhYHPW9bvtW8PeWHLNKSD4tVeKMArEhyr,10,83,44525
1STUsWQJMSiYfT6Zis9pYaL4XbPL5jn9LW8QaD8f2Ag,10,116,44504
3JxNDXEUTGwhssyGFox7xayaiTG7LbvMnLoGYhcsXpEg,10,117,44465
DZSABMcRjpxwWEuDFmq1rAD3kbrQzC7N8vZ7JMk5CKZM,10,117,44414
B6S6HPWagALL6Lu7GWK13KzpvwaUpXERZQ66xJPZdfuL,10,114,44311
EWWYCfZhkBYeZxbGM6C5rL7YHipWMpY7Lm8GnGPqZVmc,10,115,44278
6rW5iMDx1EUuWm11d2BVsYL5b4Ua37ao5sBEtgbH1MEN,10,115,44234
Cq8yWp3FFULxyNrFG4oNWXaqqhLRruBTPnW2YoKZnTAf,10,116,44220
6Ap8xd2VhKLsrPdLSR6sRhCNwdqGQuDY1QyszTQD97AB,10,116,44206
HNhsUoB8ZtjgYuaF6EwsAsCN3iZJCxYbRXzriqUgDVH7,10,116,44158
A258ERYD5BYdxDPfVj594MPYPjb9acvemHWwMwwhLfuv,10,114,44135
ABGx34Hgh2PYVvhNbWJRwrTBJ6TuzjqCWC2witz8AGCv,10,117,44118
C1ALmg9R9vFZX5VTdmzu8jgYzL8JnwceKuxcW3L8y18w,10,115,44105
crwGiwYpqjLQ7WvqL4qiaBR9u6T8fAV5iRykWFvZ2Na,10,117,44060
DL2aNNYzj5iRaA98xF7rzr3Tvva8h7fsAqM1iu1U7uGa,10,116,43965
AGowfkNBZtE4XxoXB8E1HPuKAVGdP8TYJZ2YE7KRLWoP,10,116,43962
BmzxFKSTTNcnbrJEuMGcteusmWhKtqqbKH8ULBMKthHR,10,114,43892
